,date,pm2.5,pm10,o3,no2
1108,2018-10-16,52.0,12.0,18.0,19.0
1109,2018-10-17,34.0,14.0,12.0,18.0
1110,2018-10-18,38.0,18.0,12.0,26.0
1111,2018-10-19,44.0,28.0,15.0,28.0
1112,2018-10-20,73.0,17.0,13.0,18.0
1113,2018-10-21,51.0,13.0,13.0,19.0
1114,2018-10-22,24.0,14.0,6.0,22.0
1115,2018-10-23,30.0,15.0,8.0,20.0
1116,2018-10-24,37.0,14.0,13.0,22.0
1117,2018-10-25,43.0,7.0,15.0,20.0
1118,2018-10-26,14.0,6.0,13.0,15.0
1119,2018-10-27,16.0,8.0,16.0,14.0
1120,2018-10-28,21.0,9.0,11.0,19.0
1121,2018-10-29,20.0,11.0,12.0,17.0
1122,2018-10-30,32.0,16.0,12.0,24.0
1123,2018-10-31,47.0,13.0,3.0,23.0
1124,2018-11-01,46.0,17.0,9.0,28.0
1125,2018-11-02,46.0,14.0,21.0,18.0
1126,2018-11-03,39.0,19.0,17.0,16.0
1127,2018-11-04,55.0,44.0,19.0,24.0
1128,2018-11-05,108.0,21.0,12.0,18.0
1129,2018-11-06,59.0,9.0,20.0,12.0
1130,2018-11-07,21.0,13.0,19.0,18.0
1131,2018-11-08,25.0,13.0,20.0,16.0
1132,2018-11-09,31.0,12.0,22.0,15.0
1133,2018-11-10,27.0,9.0,23.0,12.0
1134,2018-11-11,21.0,12.0,17.0,18.0
1135,2018-11-12,25.0,12.0,21.0,16.0
1136,2018-11-13,23.0,15.0,19.0,18.0
1137,2018-11-14,32.0,24.0,6.0,19.0
1138,2018-11-15,63.0,16.0,4.0,17.0
1139,2018-11-16,52.0,26.0,3.0,22.0
1140,2018-11-17,72.0,19.0,13.0,18.0
1141,2018-11-18,51.0,10.0,16.0,15.0
1142,2018-11-19,24.0,14.0,12.0,18.0
1143,2018-11-20,38.0,24.0,4.0,22.0
1144,2018-11-21,71.0,45.0,19.0,27.0
1145,2018-11-22,119.0,41.0,19.0,25.0
1146,2018-11-23,104.0,28.0,6.0,22.0
1147,2018-11-24,76.0,22.0,7.0,16.0
1148,2018-11-25,63.0,16.0,8.0,21.0
1149,2018-11-26,45.0,19.0,6.0,22.0
1150,2018-11-27,53.0,11.0,22.0,15.0
1151,2018-11-28,24.0,12.0,19.0,12.0
1152,2018-11-29,18.0,13.0,19.0,17.0
1153,2018-11-30,27.0,10.0,19.0,14.0
1154,2018-12-01,28.0,7.0,18.0,10.0
1155,2018-12-02,14.0,14.0,19.0,14.0
1156,2018-12-03,25.0,14.0,8.0,27.0
1157,2018-12-04,41.0,13.0,12.0,19.0
1158,2018-12-05,39.0,11.0,15.0,14.0
1159,2018-12-06,29.0,9.0,23.0,15.0
1160,2018-12-07,22.0,13.0,22.0,11.0
1161,2018-12-08,28.0,9.0,23.0,17.0
1162,2018-12-09,20.0,13.0,9.0,27.0
1163,2018-12-10,31.0,26.0,5.0,28.0
1164,2018-12-11,71.0,21.0,11.0,21.0
1165,2018-12-12,62.0,24.0,3.0,23.0
1166,2018-12-13,63.0,27.0,4.0,21.0
1167,2018-12-14,59.0,22.0,9.0,15.0
1168,2018-12-15,48.0,15.0,17.0,18.0
1169,2018-12-16,21.0,17.0,17.0,20.0
1170,2018-12-17,27.0,17.0,23.0,12.0
1171,2018-12-18,23.0,13.0,19.0,17.0
1172,2018-12-19,19.0,14.0,22.0,15.0
1173,2018-12-20,24.0,19.0,20.0,13.0
1174,2018-12-21,32.0,17.0,21.0,17.0
1175,2018-12-22,30.0,12.0,14.0,15.0
1176,2018-12-23,19.0,23.0,9.0,22.0
1177,2018-12-24,54.0,29.0,10.0,22.0
1178,2018-12-25,66.0,22.0,10.0,16.0
1179,2018-12-26,51.0,47.0,19.0,30.0
1180,2018-12-27,103.0,27.0,3.0,25.0
1181,2018-12-28,81.0,13.0,15.0,19.0
1182,2018-12-29,39.0,12.0,12.0,20.0
1183,2018-12-30,40.0,15.0,19.0,17.0
1184,2018-07-01,43.0,17.0,38.0,11.0
1185,2018-07-02,29.0,16.0,32.0,10.0
1186,2018-07-03,29.0,18.0,34.0,13.0
1187,2018-07-04,39.0,24.0,44.0,18.0
1188,2018-07-05,62.0,25.0,39.0,18.0
1189,2018-07-06,61.0,28.0,43.0,16.0
1190,2018-07-07,69.0,21.0,35.0,11.0
1191,2018-07-08,48.0,17.0,28.0,16.0
1192,2018-07-09,40.0,14.0,17.0,9.0
1193,2018-07-10,21.0,23.0,19.0,10.0
1194,2018-07-11,38.0,19.0,27.0,14.0
1195,2018-07-12,46.0,17.0,28.0,15.0
1196,2018-07-13,47.0,15.0,43.0,9.0
1197,2018-07-14,42.0,14.0,44.0,10.0
1198,2018-07-15,43.0,15.0,40.0,11.0
1199,2018-07-16,35.0,8.0,21.0,5.0
1200,2018-07-17,18.0,15.0,30.0,8.0
1201,2018-07-20,50.0,23.0,47.0,10.0
1202,2018-07-21,60.0,18.0,29.0,8.0
1203,2018-07-22,41.0,14.0,33.0,8.0
1204,2018-07-23,34.0,16.0,38.0,6.0
1205,2018-07-24,36.0,22.0,42.0,13.0
1206,2018-07-25,41.0,37.0,40.0,19.0
1207,2018-07-26,70.0,20.0,38.0,13.0
1208,2018-07-27,47.0,15.0,24.0,1.0
1209,2018-07-28,23.0,7.0,19.0,1.0
1210,2018-07-29,16.0,8.0,15.0,3.0
1211,2018-07-30,16.0,8.0,27.0,4.0
1212,2018-07-31,19.0,11.0,31.0,7.0
1213,2018-08-01,22.0,14.0,29.0,10.0
1214,2018-08-02,24.0,14.0,43.0,15.0
1215,2018-08-03,31.0,16.0,25.0,11.0
1216,2018-08-04,20.0,13.0,34.0,9.0
1217,2018-08-05,28.0,16.0,11.0,23.0
1218,2018-08-06,42.0,18.0,43.0,6.0
1219,2018-08-07,40.0,12.0,25.0,1.0
1220,2018-08-08,18.0,12.0,14.0,13.0
1221,2018-08-09,31.0,8.0,12.0,9.0
1222,2018-08-10,19.0,8.0,23.0,9.0
1223,2018-08-11,21.0,7.0,20.0,4.0
1224,2018-08-12,17.0,10.0,16.0,7.0
1225,2018-08-13,24.0,9.0,19.0,8.0
1226,2018-08-14,21.0,11.0,17.0,4.0
1227,2018-08-15,27.0,10.0,13.0,10.0
1228,2018-08-16,25.0,10.0,18.0,6.0
1229,2018-08-17,20.0,12.0,14.0,3.0
1230,2018-08-18,25.0,9.0,14.0,2.0
1231,2018-08-19,23.0,8.0,17.0,5.0
1232,2018-08-20,18.0,18.0,22.0,6.0
1233,2018-08-21,23.0,11.0,10.0,6.0
1234,2018-08-22,30.0,8.0,18.0,4.0
1235,2018-08-23,19.0,9.0,16.0,5.0
1236,2018-08-24,15.0,8.0,16.0,8.0
1237,2018-08-25,16.0,8.0,16.0,9.0
1238,2018-08-26,24.0,6.0,14.0,3.0
1239,2018-08-27,15.0,8.0,18.0,6.0
1240,2018-08-28,22.0,11.0,8.0,13.0
1241,2018-08-29,33.0,14.0,14.0,9.0
1242,2018-08-30,32.0,15.0,18.0,10.0
1243,2018-08-31,39.0,17.0,35.0,9.0
1244,2018-09-01,46.0,20.0,37.0,11.0
1245,2018-09-02,55.0,24.0,35.0,20.0
1246,2018-09-03,60.0,25.0,17.0,19.0
1247,2018-09-04,52.0,16.0,17.0,17.0
1248,2018-09-05,43.0,14.0,21.0,15.0
1249,2018-09-06,39.0,9.0,18.0,16.0
1250,2018-09-07,15.0,8.0,19.0,12.0
1251,2018-09-08,21.0,8.0,25.0,8.0
1252,2018-09-09,19.0,11.0,22.0,8.0
1253,2018-09-10,22.0,11.0,26.0,7.0
1254,2018-09-11,23.0,10.0,16.0,16.0
1255,2018-09-12,27.0,15.0,18.0,19.0
1256,2018-09-13,35.0,9.0,17.0,13.0
1257,2018-09-14,20.0,11.0,22.0,9.0
1258,2018-09-15,24.0,10.0,28.0,7.0
1259,2018-09-16,23.0,12.0,32.0,11.0
1260,2018-09-17,30.0,13.0,26.0,7.0
1261,2018-09-18,26.0,17.0,22.0,6.0
1262,2018-09-19,30.0,16.0,22.0,6.0
1263,2018-09-20,31.0,8.0,20.0,7.0
1264,2018-09-21,13.0,9.0,13.0,12.0
1265,2018-09-22,20.0,7.0,14.0,14.0
1266,2018-09-23,19.0,11.0,13.0,20.0
1267,2018-09-24,26.0,18.0,20.0,24.0
1268,2018-09-25,46.0,14.0,21.0,22.0
1269,2018-09-26,37.0,20.0,23.0,23.0
1270,2018-09-27,47.0,12.0,13.0,14.0
1271,2018-09-28,23.0,16.0,19.0,22.0
1272,2018-09-29,38.0,14.0,20.0,17.0
1273,2018-09-30,35.0,11.0,14.0,15.0
1274,2018-04-01,40.0,10.0,22.0,14.0
1275,2018-04-02,31.0,11.0,28.0,11.0
1276,2018-04-03,26.0,12.0,28.0,14.0
1277,2018-04-04,23.0,7.0,25.0,16.0
1278,2018-04-05,16.0,16.0,25.0,18.0
1279,2018-04-06,40.0,28.0,26.0,22.0
1280,2018-04-07,66.0,19.0,19.0,19.0
1281,2018-04-08,59.0,22.0,10.0,24.0
1282,2018-04-09,66.0,29.0,16.0,24.0
1283,2018-04-10,79.0,42.0,7.0,20.0
1284,2018-04-11,108.0,34.0,11.0,19.0
1285,2018-04-12,91.0,22.0,17.0,16.0
1286,2018-04-13,65.0,36.0,28.0,23.0
1287,2018-04-14,97.0,27.0,29.0,17.0
1288,2018-04-15,71.0,16.0,32.0,11.0
1289,2018-04-16,26.0,13.0,31.0,11.0
1290,2018-04-17,22.0,19.0,28.0,21.0
1291,2018-04-18,36.0,39.0,43.0,33.0
1292,2018-04-19,86.0,30.0,29.0,26.0
1293,2018-04-20,67.0,42.0,19.0,29.0
1294,2018-04-21,95.0,29.0,39.0,18.0
1295,2018-04-22,66.0,10.0,27.0,12.0
1296,2018-04-23,14.0,9.0,25.0,10.0
1297,2018-04-24,16.0,8.0,26.0,14.0
1298,2018-04-25,13.0,11.0,26.0,13.0
1299,2018-04-26,16.0,13.0,21.0,20.0
1300,2018-04-27,30.0,9.0,17.0,17.0
1301,2018-04-28,27.0,10.0,24.0,12.0
1302,2018-04-29,18.0,11.0,27.0,21.0
1303,2018-04-30,22.0,12.0,29.0,18.0
1304,2018-05-01,22.0,8.0,29.0,20.0
1305,2018-05-02,12.0,14.0,25.0,24.0
1306,2018-05-03,29.0,19.0,25.0,20.0
1307,2018-05-04,41.0,26.0,35.0,25.0
1308,2018-05-05,63.0,32.0,43.0,21.0
1309,2018-05-06,79.0,36.0,53.0,26.0
1310,2018-05-07,90.0,34.0,47.0,30.0
1311,2018-05-08,81.0,16.0,30.0,14.0
1312,2018-05-09,33.0,11.0,27.0,15.0
1313,2018-05-10,20.0,17.0,29.0,14.0
1314,2018-05-11,31.0,13.0,25.0,16.0
1315,2018-05-12,31.0,16.0,26.0,19.0
1316,2018-05-13,39.0,14.0,23.0,17.0
1317,2018-05-14,24.0,14.0,30.0,20.0
1318,2018-05-15,30.0,19.0,26.0,15.0
1319,2018-05-16,33.0,18.0,23.0,15.0
1320,2018-05-17,28.0,17.0,23.0,18.0
1321,2018-05-18,32.0,24.0,31.0,21.0
1322,2018-05-19,50.0,24.0,32.0,20.0
1323,2018-05-20,61.0,30.0,24.0,25.0
1324,2018-05-21,72.0,24.0,30.0,18.0
1325,2018-05-22,56.0,25.0,32.0,18.0
1326,2018-05-23,56.0,27.0,24.0,21.0
1327,2018-05-24,65.0,24.0,25.0,21.0
1328,2018-05-25,68.0,40.0,44.0,16.0
1329,2018-05-26,98.0,27.0,38.0,14.0
1330,2018-05-27,65.0,37.0,33.0,17.0
1331,2018-05-28,91.0,22.0,29.0,18.0
1332,2018-05-29,65.0,21.0,21.0,20.0
1333,2018-05-30,56.0,36.0,29.0,23.0
1334,2018-05-31,93.0,23.0,27.0,15.0
1335,2018-06-01,59.0,11.0,30.0,14.0
1336,2018-06-02,25.0,14.0,36.0,17.0
1337,2018-06-03,29.0,16.0,24.0,15.0
1338,2018-06-04,41.0,14.0,26.0,13.0
1339,2018-06-05,28.0,27.0,25.0,16.0
1340,2018-06-06,34.0,18.0,22.0,19.0
1341,2018-06-07,33.0,16.0,29.0,14.0
1342,2018-06-08,31.0,17.0,29.0,12.0
1343,2018-06-09,39.0,17.0,25.0,11.0
1344,2018-06-10,43.0,14.0,24.0,14.0
1345,2018-06-11,18.0,13.0,16.0,16.0
1346,2018-06-12,17.0,14.0,30.0,14.0
1347,2018-06-13,8.0,13.0,25.0,11.0
1348,2018-06-14,30.0,12.0,30.0,12.0
1349,2018-06-15,29.0,10.0,25.0,7.0
1350,2018-06-16,21.0,7.0,24.0,5.0
1351,2018-06-17,17.0,9.0,24.0,7.0
1352,2018-06-18,23.0,6.0,13.0,8.0
1353,2018-06-19,13.0,9.0,10.0,8.0
1354,2018-06-20,19.0,21.0,18.0,10.0
1355,2018-06-21,21.0,12.0,24.0,14.0
1356,2018-06-22,24.0,13.0,22.0,19.0
1357,2018-06-23,25.0,13.0,37.0,14.0
1358,2018-06-24,39.0,15.0,48.0,16.0
1359,2018-06-25,42.0,17.0,29.0,15.0
1360,2018-06-26,41.0,19.0,25.0,12.0
1361,2018-06-27,41.0,20.0,33.0,11.0
1362,2018-06-28,45.0,19.0,28.0,12.0
1363,2018-06-29,42.0,19.0,36.0,8.0
1364,2018-06-30,33.0,20.0,50.0,11.0
1365,2018-01-01,45.0,18.0,18.0,18.0
1366,2018-01-02,54.0,22.0,24.0,18.0
1367,2018-01-03,53.0,12.0,22.0,19.0
1368,2018-01-04,50.0,10.0,21.0,25.0
1369,2018-01-05,45.0,23.0,6.0,30.0
1370,2018-01-06,73.0,13.0,15.0,18.0
1371,2018-01-07,44.0,19.0,10.0,23.0
1372,2018-01-08,65.0,29.0,1.0,23.0
1373,2018-01-09,91.0,17.0,13.0,33.0
1374,2018-01-10,59.0,24.0,19.0,25.0
1375,2018-01-11,84.0,22.0,11.0,23.0
1376,2018-01-12,78.0,23.0,11.0,20.0
1377,2018-01-13,82.0,25.0,8.0,22.0
1378,2018-01-14,85.0,9.0,18.0,23.0
1379,2018-01-15,45.0,8.0,19.0,26.0
1380,2018-01-16,38.0,13.0,21.0,27.0
1381,2018-01-17,41.0,14.0,24.0,27.0
1382,2018-01-18,31.0,13.0,14.0,23.0
1383,2018-01-19,38.0,12.0,16.0,24.0
1384,2018-01-20,47.0,15.0,10.0,26.0
1385,2018-01-21,61.0,13.0,11.0,32.0
1386,2018-01-22,47.0,15.0,22.0,14.0
1387,2018-01-29,43.0,17.0,12.0,27.0
1388,2018-01-30,57.0,8.0,22.0,19.0
1389,2018-01-31,39.0,11.0,14.0,24.0
1390,2018-02-01,41.0,14.0,11.0,25.0
1391,2018-02-02,50.0,14.0,7.0,29.0
1392,2018-02-03,61.0,11.0,13.0,17.0
1393,2018-02-04,47.0,14.0,11.0,20.0
1394,2018-02-05,52.0,22.0,8.0,25.0
1395,2018-02-06,70.0,17.0,8.0,28.0
1396,2018-02-07,53.0,16.0,18.0,24.0
1397,2018-02-08,55.0,9.0,20.0,25.0
1398,2018-02-09,38.0,10.0,17.0,19.0
1399,2018-02-10,46.0,5.0,18.0,28.0
1400,2018-02-11,31.0,11.0,17.0,23.0
1401,2018-02-12,40.0,9.0,21.0,18.0
1402,2018-02-13,40.0,13.0,15.0,21.0
1403,2018-02-14,51.0,14.0,17.0,22.0
1404,2018-02-15,46.0,15.0,16.0,23.0
1405,2018-02-16,48.0,23.0,18.0,25.0
1406,2018-02-17,66.0,18.0,22.0,20.0
1407,2018-02-18,63.0,14.0,15.0,22.0
1408,2018-02-19,63.0,12.0,12.0,19.0
1409,2018-02-20,48.0,40.0,11.0,23.0
1410,2018-02-21,117.0,29.0,13.0,24.0
1411,2018-02-22,86.0,26.0,11.0,26.0
1412,2018-02-23,77.0,35.0,14.0,24.0
1413,2018-02-24,91.0,15.0,16.0,19.0
1414,2018-02-25,53.0,10.0,19.0,16.0
1415,2018-02-26,38.0,19.0,9.0,32.0
1416,2018-02-27,57.0,21.0,16.0,23.0
1417,2018-02-28,73.0,40.0,17.0,17.0
1418,2018-03-01,98.0,45.0,17.0,22.0
1419,2018-03-02,119.0,60.0,8.0,24.0
1420,2018-03-03,158.0,22.0,19.0,22.0
1421,2018-03-04,78.0,17.0,23.0,21.0
1422,2018-03-05,50.0,11.0,22.0,20.0
1423,2018-03-06,41.0,18.0,15.0,31.0
1424,2018-03-07,47.0,10.0,23.0,18.0
1425,2018-03-08,15.0,17.0,12.0,25.0
1426,2018-03-09,39.0,22.0,17.0,16.0
1427,2018-03-10,46.0,27.0,11.0,29.0
1428,2018-03-11,55.0,12.0,6.0,26.0
1429,2018-03-12,37.0,13.0,16.0,22.0
1430,2018-03-13,37.0,15.0,23.0,19.0
1431,2018-03-14,32.0,12.0,22.0,22.0
1432,2018-03-15,27.0,18.0,28.0,19.0
1433,2018-03-16,37.0,20.0,19.0,13.0
1434,2018-03-17,51.0,28.0,19.0,15.0
1435,2018-03-18,66.0,24.0,25.0,17.0
1436,2018-03-19,50.0,20.0,20.0,25.0
1437,2018-03-20,32.0,21.0,16.0,33.0
1438,2018-03-21,49.0,17.0,25.0,24.0
1439,2018-03-22,37.0,15.0,31.0,14.0
1440,2018-03-23,29.0,26.0,14.0,21.0
1441,2018-03-24,73.0,31.0,17.0,23.0
1442,2018-03-25,80.0,13.0,23.0,23.0
1443,2018-03-26,26.0,9.0,25.0,24.0
1444,2018-03-27,21.0,9.0,22.0,28.0
1445,2018-03-28,21.0,10.0,22.0,21.0
1446,2018-03-29,20.0,10.0,20.0,21.0
1447,2018-03-30,26.0,7.0,20.0,17.0
1448,2018-03-31,26.0,12.0,20.0,17.0
1449,2017-10-01,31.0,22.0,19.0,15.0
1450,2017-10-02,48.0,14.0,13.0,24.0
1451,2017-10-03,38.0,17.0,16.0,16.0
1452,2017-10-04,34.0,10.0,19.0,19.0
1453,2017-10-05,33.0,11.0,11.0,25.0
1454,2017-10-06,34.0,8.0,16.0,17.0
1455,2017-10-07,31.0,9.0,12.0,22.0
1456,2017-10-08,38.0,14.0,10.0,23.0
1457,2017-10-09,50.0,11.0,13.0,13.0
1458,2017-10-10,39.0,11.0,17.0,11.0
1459,2017-10-11,36.0,17.0,13.0,14.0
1460,2017-10-12,44.0,13.0,13.0,12.0
1461,2017-10-13,47.0,16.0,14.0,12.0
1462,2017-10-14,56.0,26.0,24.0,16.0
1463,2017-10-15,75.0,30.0,22.0,16.0
1464,2017-10-16,66.0,23.0,23.0,19.0
1465,2017-10-17,49.0,37.0,4.0,21.0
1466,2017-10-18,77.0,26.0,15.0,16.0
1467,2017-10-19,75.0,13.0,20.0,13.0
1468,2017-10-20,38.0,15.0,23.0,7.0
1469,2017-10-21,40.0,8.0,20.0,16.0
1470,2017-10-22,31.0,10.0,14.0,15.0
1471,2017-10-23,41.0,9.0,15.0,11.0
1472,2017-10-24,41.0,14.0,21.0,20.0
1473,2017-10-25,49.0,14.0,5.0,23.0
1474,2017-10-26,58.0,19.0,8.0,24.0
1475,2017-10-27,55.0,13.0,9.0,19.0
1476,2017-10-28,50.0,12.0,15.0,16.0
1477,2017-10-29,37.0,20.0,12.0,23.0
1478,2017-10-30,53.0,18.0,10.0,21.0
1479,2017-10-31,56.0,23.0,7.0,24.0
1480,2017-11-01,57.0,34.0,19.0,29.0
1481,2017-11-02,88.0,32.0,11.0,26.0
1482,2017-11-03,89.0,22.0,5.0,24.0
1483,2017-11-04,70.0,21.0,12.0,24.0
1484,2017-11-05,66.0,28.0,9.0,23.0
1485,2017-11-06,78.0,15.0,13.0,19.0
1486,2017-11-07,46.0,15.0,13.0,24.0
1487,2017-11-08,46.0,18.0,2.0,28.0
1488,2017-11-09,59.0,15.0,11.0,28.0
1489,2017-11-10,45.0,12.0,10.0,24.0
1490,2017-11-11,54.0,11.0,13.0,21.0
1491,2017-11-12,44.0,16.0,10.0,24.0
1492,2017-11-13,48.0,15.0,7.0,23.0
1493,2017-11-14,51.0,19.0,7.0,24.0
1494,2017-11-15,65.0,16.0,8.0,23.0
1495,2017-11-16,54.0,21.0,8.0,34.0
1496,2017-11-17,60.0,15.0,8.0,29.0
1497,2017-11-18,53.0,14.0,8.0,28.0
1498,2017-11-19,50.0,12.0,11.0,19.0
1499,2017-11-20,49.0,16.0,17.0,13.0
1500,2017-11-21,47.0,20.0,23.0,9.0
1501,2017-11-22,54.0,12.0,23.0,15.0
1502,2017-11-23,33.0,18.0,8.0,32.0
1503,2017-11-24,54.0,20.0,6.0,33.0
1504,2017-11-25,62.0,11.0,10.0,23.0
1505,2017-11-26,37.0,9.0,17.0,24.0
1506,2017-11-27,34.0,12.0,7.0,26.0
1507,2017-11-28,44.0,12.0,9.0,22.0
1508,2017-11-29,42.0,12.0,11.0,24.0
1509,2017-11-30,43.0,13.0,17.0,21.0
1510,2017-12-01,40.0,22.0,6.0,27.0
1511,2017-12-02,68.0,16.0,3.0,29.0
1512,2017-12-03,62.0,17.0,6.0,32.0
1513,2017-12-04,57.0,13.0,9.0,31.0
1514,2017-12-05,51.0,13.0,18.0,18.0
1515,2017-12-06,44.0,15.0,19.0,21.0
1516,2017-12-07,46.0,9.0,12.0,28.0
1517,2017-12-08,31.0,14.0,7.0,31.0
1518,2017-12-09,44.0,11.0,13.0,24.0
1519,2017-12-10,47.0,12.0,11.0,23.0
1520,2017-12-11,47.0,21.0,3.0,31.0
1521,2017-12-12,70.0,11.0,14.0,25.0
1522,2017-12-13,43.0,12.0,20.0,22.0
1523,2017-12-14,38.0,12.0,7.0,25.0
1524,2017-12-15,45.0,14.0,4.0,29.0
1525,2017-12-16,48.0,16.0,6.0,23.0
1526,2017-12-17,59.0,23.0,10.0,29.0
1527,2017-12-18,58.0,33.0,1.0,30.0
1528,2017-12-19,85.0,24.0,1.0,25.0
1529,2017-12-20,73.0,17.0,5.0,24.0
1530,2017-12-21,66.0,14.0,10.0,25.0
1531,2017-12-22,58.0,6.0,15.0,14.0
1532,2017-12-23,50.0,4.0,20.0,8.0
1533,2017-12-24,42.0,10.0,24.0,4.0
1534,2017-12-25,46.0,6.0,22.0,10.0
1535,2017-12-26,35.0,6.0,23.0,17.0
1536,2017-12-27,33.0,12.0,8.0,25.0
1537,2017-12-28,49.0,12.0,17.0,22.0
1538,2017-12-29,49.0,20.0,21.0,15.0
1539,2017-12-30,60.0,5.0,22.0,10.0
1540,2017-12-31,38.0,9.0,22.0,21.0
1541,2017-07-01,47.0,13.0,22.0,16.0
1542,2017-07-02,39.0,12.0,14.0,18.0
1543,2017-07-03,42.0,13.0,20.0,19.0
1544,2017-07-04,48.0,17.0,23.0,21.0
1545,2017-07-05,50.0,22.0,34.0,30.0
1546,2017-07-06,59.0,16.0,25.0,21.0
1547,2017-07-07,51.0,13.0,22.0,16.0
1548,2017-07-08,45.0,16.0,36.0,12.0
1549,2017-07-09,56.0,16.0,21.0,19.0
1550,2017-07-10,48.0,12.0,13.0,14.0
1551,2017-07-11,44.0,15.0,14.0,18.0
1552,2017-07-12,41.0,14.0,23.0,15.0
1553,2017-07-13,43.0,14.0,15.0,19.0
1554,2017-07-14,43.0,14.0,12.0,13.0
1555,2017-07-15,47.0,10.0,6.0,11.0
1556,2017-07-16,35.0,17.0,24.0,16.0
1557,2017-07-17,45.0,22.0,33.0,20.0
1558,2017-07-18,55.0,22.0,22.0,15.0
1559,2017-07-19,62.0,14.0,14.0,13.0
1560,2017-07-20,43.0,15.0,17.0,12.0
1561,2017-07-21,43.0,10.0,15.0,13.0
1562,2017-07-22,32.0,12.0,14.0,18.0
1563,2017-07-23,41.0,12.0,9.0,22.0
1564,2017-07-24,42.0,15.0,16.0,21.0
1565,2017-07-25,50.0,16.0,11.0,17.0
1566,2017-07-26,51.0,17.0,13.0,13.0
1567,2017-07-27,42.0,14.0,15.0,9.0
1568,2017-07-28,37.0,14.0,15.0,14.0
1569,2017-07-29,41.0,11.0,19.0,9.0
1570,2017-07-30,32.0,14.0,19.0,9.0
1571,2017-07-31,38.0,14.0,18.0,13.0
1572,2017-08-01,41.0,12.0,16.0,12.0
1573,2017-08-02,38.0,16.0,17.0,8.0
1574,2017-08-03,44.0,13.0,18.0,12.0
1575,2017-08-04,38.0,13.0,14.0,20.0
1576,2017-08-05,39.0,14.0,23.0,11.0
1577,2017-08-06,38.0,13.0,17.0,15.0
1578,2017-08-07,35.0,15.0,7.0,20.0
1579,2017-08-10,52.0,20.0,19.0,18.0
1580,2017-08-11,52.0,12.0,11.0,19.0
1581,2017-08-12,33.0,13.0,27.0,12.0
1582,2017-08-13,37.0,17.0,25.0,16.0
1583,2017-08-14,48.0,16.0,14.0,29.0
1584,2017-08-15,49.0,12.0,9.0,19.0
1585,2017-08-16,40.0,7.0,10.0,14.0
1586,2017-08-17,41.0,9.0,16.0,19.0
1587,2017-08-18,33.0,9.0,15.0,22.0
1588,2017-08-19,39.0,11.0,20.0,15.0
1589,2017-08-20,38.0,5.0,11.0,18.0
1590,2017-08-21,37.0,19.0,11.0,24.0
1591,2017-08-22,68.0,23.0,11.0,20.0
1592,2017-08-23,74.0,11.0,12.0,17.0
1593,2017-08-24,43.0,16.0,22.0,21.0
1594,2017-08-25,56.0,18.0,25.0,23.0
1595,2017-08-26,61.0,16.0,28.0,14.0
1596,2017-08-27,59.0,28.0,38.0,16.0
1597,2017-08-28,86.0,21.0,15.0,21.0
1598,2017-08-29,62.0,15.0,10.0,17.0
1599,2017-08-30,48.0,12.0,16.0,18.0
1600,2017-08-31,50.0,16.0,15.0,21.0
1601,2017-09-01,55.0,14.0,20.0,16.0
1602,2017-09-02,55.0,12.0,21.0,12.0
1603,2017-09-03,47.0,8.0,14.0,12.0
1604,2017-09-04,48.0,7.0,12.0,11.0
1605,2017-09-05,41.0,15.0,19.0,17.0
1606,2017-09-10,36.0,10.0,18.0,12.0
1607,2017-09-11,37.0,8.0,18.0,10.0
1608,2017-09-12,35.0,9.0,19.0,13.0
1609,2017-09-13,32.0,7.0,12.0,22.0
1610,2017-09-14,29.0,8.0,7.0,23.0
1611,2017-09-15,35.0,9.0,8.0,19.0
1612,2017-09-16,42.0,8.0,14.0,17.0
1613,2017-09-17,38.0,13.0,8.0,22.0
1614,2017-09-18,45.0,11.0,11.0,22.0
1615,2017-09-19,49.0,13.0,16.0,18.0
1616,2017-09-20,49.0,13.0,18.0,18.0
1617,2017-09-21,48.0,12.0,16.0,20.0
1618,2017-09-22,45.0,12.0,17.0,18.0
1619,2017-09-23,44.0,22.0,25.0,18.0
1620,2017-09-24,71.0,37.0,8.0,24.0
1621,2017-09-25,100.0,39.0,9.0,23.0
1622,2017-09-26,107.0,43.0,18.0,22.0
1623,2017-09-27,120.0,10.0,19.0,16.0
1624,2017-09-28,44.0,15.0,12.0,18.0
1625,2017-09-29,51.0,14.0,20.0,15.0
1626,2017-09-30,42.0,6.0,18.0,8.0
1627,2017-04-01,34.0,15.0,23.0,19.0
1628,2017-04-02,49.0,24.0,28.0,16.0
1629,2017-04-03,68.0,21.0,21.0,16.0
1630,2017-04-04,55.0,19.0,15.0,21.0
1631,2017-04-05,49.0,26.0,17.0,27.0
1632,2017-04-06,64.0,26.0,21.0,25.0
1633,2017-04-07,70.0,40.0,33.0,27.0
1634,2017-04-08,98.0,36.0,34.0,22.0
1635,2017-04-09,97.0,17.0,24.0,20.0
1636,2017-04-10,43.0,16.0,23.0,19.0
1637,2017-04-11,40.0,15.0,21.0,20.0
1638,2017-04-12,41.0,12.0,22.0,22.0
1639,2017-04-13,33.0,11.0,23.0,17.0
1640,2017-04-14,34.0,8.0,27.0,15.0
1641,2017-04-15,28.0,10.0,25.0,17.0
1642,2017-04-16,34.0,10.0,22.0,16.0
1643,2017-04-17,31.0,20.0,23.0,21.0
1644,2017-04-18,40.0,18.0,26.0,19.0
