,date,pm2.5,pm10,o3,no2
2182,2015-10-21,42.0,17.0,16.0,29.0
2183,2015-10-22,33.0,21.0,13.0,25.0
2184,2015-10-23,39.0,15.0,15.0,23.0
2185,2015-10-24,27.0,16.0,10.0,24.0
2186,2015-10-25,28.0,26.0,6.0,23.0
2187,2015-10-26,59.0,33.0,4.0,23.0
2188,2015-10-27,70.0,18.0,10.0,26.0
2189,2015-10-28,39.0,16.0,8.0,24.0
2190,2015-10-29,28.0,19.0,10.0,22.0
2191,2015-10-30,32.0,36.0,4.0,20.0
2192,2015-10-31,84.0,52.0,19.0,28.0
2193,2015-11-01,129.0,39.0,1.0,27.0
2194,2015-11-02,90.0,33.0,7.0,22.0
2195,2015-11-03,75.0,25.0,6.0,26.0
2196,2015-11-04,60.0,17.0,11.0,21.0
2197,2015-11-05,31.0,12.0,14.0,18.0
2198,2015-11-06,21.0,16.0,13.0,16.0
2199,2015-11-07,26.0,19.0,13.0,17.0
2200,2015-11-08,33.0,18.0,20.0,14.0
2201,2015-11-09,26.0,18.0,19.0,15.0
2202,2015-11-10,24.0,17.0,19.0,17.0
2203,2015-11-11,18.0,15.0,14.0,19.0
2204,2015-11-12,25.0,16.0,20.0,19.0
2205,2015-11-13,21.0,12.0,16.0,17.0
2206,2015-11-14,14.0,14.0,18.0,10.0
2207,2015-11-15,20.0,15.0,21.0,17.0
2208,2015-11-16,21.0,10.0,19.0,15.0
2209,2015-11-17,19.0,17.0,21.0,15.0
2210,2015-11-18,26.0,15.0,20.0,22.0
2211,2015-11-19,23.0,12.0,9.0,27.0
2212,2015-11-20,17.0,9.0,14.0,25.0
2213,2015-11-21,16.0,14.0,5.0,28.0
2214,2015-11-22,39.0,23.0,6.0,28.0
2215,2015-11-23,50.0,14.0,15.0,26.0
2216,2015-11-24,27.0,14.0,7.0,33.0
2217,2015-11-25,31.0,21.0,4.0,30.0
2218,2015-11-26,49.0,11.0,11.0,22.0
2219,2015-11-27,27.0,12.0,18.0,18.0
2220,2015-11-28,18.0,14.0,22.0,12.0
2221,2015-11-29,24.0,10.0,17.0,17.0
2222,2015-11-30,17.0,12.0,17.0,21.0
2223,2015-12-01,22.0,17.0,24.0,19.0
2224,2015-12-02,35.0,23.0,18.0,20.0
2225,2015-12-03,47.0,13.0,18.0,24.0
2226,2015-12-04,29.0,17.0,24.0,15.0
2227,2015-12-05,23.0,13.0,24.0,17.0
2228,2015-12-06,25.0,21.0,15.0,23.0
2229,2015-12-07,44.0,16.0,14.0,23.0
2230,2015-12-08,33.0,16.0,13.0,25.0
2231,2015-12-09,23.0,14.0,21.0,23.0
2232,2015-12-10,21.0,12.0,13.0,29.0
2233,2015-12-11,22.0,15.0,18.0,24.0
2234,2015-12-12,26.0,16.0,11.0,28.0
2235,2015-12-13,34.0,20.0,10.0,26.0
2236,2015-12-14,53.0,25.0,2.0,24.0
2237,2015-12-15,60.0,19.0,17.0,23.0
2238,2015-12-16,37.0,35.0,9.0,23.0
2239,2015-12-17,64.0,21.0,14.0,24.0
2240,2015-12-18,41.0,21.0,12.0,18.0
2241,2015-12-19,44.0,18.0,20.0,18.0
2242,2015-12-20,30.0,12.0,20.0,23.0
2243,2015-12-21,19.0,9.0,20.0,16.0
2244,2015-12-22,14.0,18.0,22.0,19.0
2245,2015-12-23,23.0,12.0,21.0,16.0
2246,2015-12-24,14.0,13.0,21.0,13.0
2247,2015-12-25,15.0,17.0,22.0,10.0
2248,2015-12-26,34.0,51.0,22.0,15.0
2249,2015-12-27,83.0,32.0,10.0,21.0
2250,2015-12-28,59.0,15.0,20.0,19.0
2251,2015-12-29,20.0,15.0,20.0,15.0
2252,2015-12-30,25.0,15.0,19.0,17.0
2253,2016-01-01,29.0,9.0,13.0,18.0
2254,2016-01-02,12.0,10.0,19.0,21.0
2255,2016-01-03,21.0,15.0,14.0,27.0
2256,2015-07-01,80.0,15.0,31.0,11.0
2257,2015-07-02,59.0,15.0,22.0,16.0
2258,2015-07-03,47.0,15.0,26.0,8.0
2259,2015-07-04,62.0,15.0,23.0,10.0
2260,2015-07-05,55.0,15.0,21.0,7.0
2261,2015-07-06,46.0,15.0,20.0,13.0
2262,2015-07-07,45.0,15.0,15.0,21.0
2263,2015-07-08,44.0,15.0,21.0,20.0
2264,2015-07-09,47.0,15.0,29.0,15.0
2265,2015-07-10,53.0,15.0,24.0,20.0
2266,2015-07-11,58.0,15.0,16.0,4.0
2267,2015-07-12,44.0,15.0,14.0,9.0
2268,2015-07-13,45.0,15.0,11.0,13.0
2269,2015-07-14,47.0,15.0,8.0,15.0
2270,2015-07-15,49.0,15.0,22.0,22.0
2271,2015-07-16,69.0,15.0,23.0,15.0
2272,2015-07-17,51.0,15.0,30.0,8.0
2273,2015-07-18,43.0,15.0,26.0,12.0
2274,2015-07-19,39.0,15.0,12.0,13.0
2275,2015-07-20,46.0,15.0,22.0,7.0
2276,2015-07-21,48.0,15.0,19.0,12.0
2277,2015-07-22,45.0,15.0,21.0,16.0
2278,2015-07-23,46.0,15.0,14.0,24.0
2279,2015-07-24,53.0,15.0,18.0,15.0
2280,2015-07-25,40.0,15.0,15.0,14.0
2281,2015-07-26,45.0,15.0,18.0,7.0
2282,2015-07-27,30.0,15.0,20.0,10.0
2283,2015-07-30,52.0,15.0,26.0,18.0
2284,2015-07-31,59.0,15.0,24.0,15.0
2285,2015-08-01,50.0,15.0,35.0,12.0
2286,2015-08-02,53.0,15.0,22.0,13.0
2287,2015-08-03,58.0,15.0,17.0,6.0
2288,2015-08-04,49.0,15.0,19.0,17.0
2289,2015-08-06,23.0,20.0,16.0,28.0
2290,2015-08-07,37.0,22.0,29.0,20.0
2291,2015-08-08,42.0,16.0,32.0,13.0
2292,2015-08-09,33.0,11.0,15.0,10.0
2293,2015-08-10,23.0,17.0,12.0,23.0
2294,2015-08-11,29.0,17.0,16.0,19.0
2295,2015-08-12,27.0,29.0,13.0,21.0
2296,2015-08-13,56.0,25.0,18.0,18.0
2297,2015-08-14,52.0,19.0,18.0,18.0
2298,2015-08-15,40.0,17.0,17.0,19.0
2299,2015-08-16,34.0,22.0,16.0,25.0
2300,2015-08-17,45.0,21.0,15.0,22.0
2301,2015-08-18,43.0,17.0,19.0,15.0
2302,2015-08-19,30.0,11.0,14.0,12.0
2303,2015-08-20,16.0,12.0,16.0,12.0
2304,2015-08-21,21.0,17.0,28.0,22.0
2305,2015-08-22,36.0,19.0,28.0,19.0
2306,2015-08-23,40.0,14.0,11.0,24.0
2307,2015-08-24,29.0,13.0,12.0,14.0
2308,2015-08-25,19.0,14.0,17.0,14.0
2309,2015-08-26,23.0,14.0,16.0,18.0
2310,2015-08-27,19.0,13.0,19.0,17.0
2311,2015-08-28,17.0,15.0,20.0,21.0
2312,2015-08-29,29.0,20.0,15.0,24.0
2313,2015-08-30,44.0,11.0,9.0,24.0
2314,2015-08-31,20.0,15.0,10.0,27.0
2315,2015-09-01,31.0,14.0,10.0,29.0
2316,2015-09-02,31.0,11.0,13.0,28.0
2317,2015-09-03,19.0,11.0,8.0,27.0
2318,2015-09-04,20.0,15.0,8.0,28.0
2319,2015-09-05,29.0,15.0,17.0,23.0
2320,2015-09-06,28.0,14.0,9.0,24.0
2321,2015-09-07,24.0,12.0,13.0,22.0
2322,2015-09-08,20.0,16.0,17.0,24.0
2323,2015-09-09,32.0,23.0,17.0,27.0
2324,2015-09-10,47.0,28.0,18.0,30.0
2325,2015-09-11,61.0,16.0,23.0,19.0
2326,2015-09-12,32.0,15.0,16.0,22.0
2327,2015-09-13,23.0,12.0,18.0,20.0
2328,2015-09-14,20.0,12.0,20.0,17.0
2329,2015-09-15,19.0,15.0,8.0,30.0
2330,2015-09-16,28.0,15.0,15.0,22.0
2331,2015-09-17,29.0,14.0,10.0,26.0
2332,2015-09-18,25.0,16.0,16.0,27.0
2333,2015-09-19,38.0,22.0,26.0,21.0
2334,2015-09-20,56.0,17.0,18.0,23.0
2335,2015-09-21,39.0,13.0,5.0,29.0
2336,2015-09-22,24.0,14.0,12.0,24.0
2337,2015-09-23,22.0,12.0,14.0,20.0
2338,2015-09-24,18.0,16.0,10.0,27.0
2339,2015-09-25,28.0,22.0,14.0,27.0
2340,2015-09-26,44.0,16.0,15.0,25.0
2341,2015-09-27,28.0,17.0,15.0,25.0
2342,2015-09-28,26.0,19.0,13.0,24.0
2343,2015-09-29,36.0,21.0,14.0,25.0
2344,2015-09-30,39.0,21.0,15.0,27.0
2345,2015-04-01,40.0,11.0,17.0,19.0
2346,2015-04-02,37.0,15.0,8.0,21.0
2347,2015-04-03,56.0,18.0,11.0,20.0
2348,2015-04-04,64.0,17.0,21.0,18.0
2349,2015-04-05,58.0,22.0,17.0,21.0
2350,2015-04-06,68.0,10.0,13.0,24.0
2351,2015-04-07,42.0,15.0,19.0,17.0
2352,2015-04-09,127.0,48.0,26.0,30.0
2353,2015-04-10,125.0,15.0,28.0,18.0
2354,2015-04-11,46.0,13.0,31.0,13.0
2355,2015-04-12,37.0,14.0,22.0,18.0
2356,2015-04-13,44.0,18.0,28.0,18.0
2357,2015-04-14,54.0,23.0,26.0,24.0
2358,2015-04-15,61.0,19.0,17.0,19.0
2359,2015-04-16,52.0,15.0,22.0,17.0
2360,2015-04-17,35.0,16.0,27.0,14.0
2361,2015-04-18,41.0,15.0,21.0,18.0
2362,2015-04-19,42.0,24.0,27.0,22.0
2363,2015-04-20,64.0,22.0,23.0,23.0
2364,2015-04-21,61.0,20.0,20.0,19.0
2365,2015-04-22,57.0,22.0,22.0,22.0
2366,2015-04-23,60.0,34.0,26.0,18.0
2367,2015-04-24,92.0,13.0,25.0,11.0
2368,2015-04-25,47.0,13.0,17.0,16.0
2369,2015-04-26,50.0,13.0,12.0,16.0
2370,2015-04-27,43.0,12.0,18.0,16.0
2371,2015-04-28,35.0,13.0,19.0,16.0
2372,2015-04-29,39.0,12.0,18.0,17.0
2373,2015-04-30,42.0,15.0,20.0,16.0
2374,2015-05-01,45.0,18.0,17.0,19.0
2375,2015-05-02,57.0,11.0,26.0,9.0
2376,2015-05-03,45.0,11.0,30.0,10.0
2377,2015-05-04,40.0,14.0,27.0,10.0
2378,2015-05-05,44.0,12.0,27.0,10.0
2379,2015-05-06,42.0,11.0,25.0,11.0
2380,2015-05-07,41.0,16.0,18.0,22.0
2381,2015-05-08,55.0,9.0,29.0,12.0
2382,2015-05-09,37.0,15.0,29.0,11.0
2383,2015-05-10,52.0,13.0,23.0,13.0
2384,2015-05-11,49.0,12.0,26.0,15.0
2385,2015-05-12,40.0,18.0,19.0,24.0
2386,2015-05-13,52.0,14.0,16.0,23.0
2387,2015-05-14,52.0,13.0,21.0,17.0
2388,2015-05-15,51.0,13.0,23.0,18.0
2389,2015-05-16,52.0,13.0,27.0,15.0
2390,2015-05-17,50.0,10.0,24.0,13.0
2391,2015-05-18,41.0,8.0,21.0,18.0
2392,2015-05-19,35.0,10.0,15.0,25.0
2393,2015-05-20,40.0,17.0,27.0,24.0
2394,2015-05-21,55.0,15.0,17.0,19.0
2395,2015-05-22,54.0,15.0,18.0,15.0
2396,2015-05-23,53.0,15.0,21.0,12.0
2397,2015-05-24,52.0,15.0,20.0,16.0
2398,2015-05-25,52.0,15.0,17.0,20.0
2399,2015-05-26,52.0,15.0,26.0,16.0
2400,2015-05-27,54.0,15.0,25.0,15.0
2401,2015-05-28,44.0,15.0,19.0,18.0
2402,2015-05-29,39.0,15.0,23.0,16.0
2403,2015-05-30,42.0,15.0,19.0,14.0
2404,2015-05-31,38.0,15.0,24.0,9.0
2405,2015-06-01,41.0,15.0,26.0,7.0
2406,2015-06-02,40.0,15.0,21.0,14.0
2407,2015-06-03,44.0,15.0,23.0,26.0
2408,2015-06-04,56.0,16.0,20.0,23.0
2409,2015-06-05,70.0,10.0,26.0,11.0
2410,2015-06-06,37.0,14.0,25.0,15.0
2411,2015-06-07,46.0,17.0,18.0,16.0
2412,2015-06-08,53.0,14.0,20.0,17.0
2413,2015-06-09,45.0,15.0,24.0,16.0
2414,2015-06-10,49.0,24.0,33.0,19.0
2415,2015-06-11,64.0,15.0,30.0,26.0
2416,2015-06-12,92.0,15.0,20.0,16.0
2417,2015-06-13,74.0,15.0,16.0,16.0
2418,2015-06-14,61.0,15.0,20.0,16.0
2419,2015-06-15,42.0,15.0,22.0,21.0
2420,2015-06-16,52.0,15.0,15.0,12.0
2421,2015-06-17,50.0,15.0,17.0,19.0
2422,2015-06-18,54.0,15.0,16.0,22.0
2423,2015-06-19,57.0,15.0,12.0,14.0
2424,2015-06-20,57.0,15.0,21.0,9.0
2425,2015-06-21,46.0,15.0,15.0,14.0
2426,2015-06-22,41.0,15.0,14.0,21.0
2427,2015-06-23,48.0,15.0,28.0,13.0
2428,2015-06-24,52.0,15.0,26.0,14.0
2429,2015-06-25,59.0,15.0,29.0,15.0
2430,2015-06-26,54.0,15.0,21.0,11.0
2431,2015-06-27,52.0,15.0,18.0,8.0
2432,2015-06-28,50.0,15.0,27.0,12.0
2433,2015-06-29,51.0,15.0,29.0,21.0
2434,2015-06-30,59.0,15.0,45.0,32.0
2435,2015-01-01,68.0,12.0,21.0,21.0
2436,2015-01-02,32.0,11.0,11.0,27.0
2437,2015-01-03,38.0,23.0,4.0,25.0
2438,2015-01-04,77.0,18.0,9.0,23.0
2439,2015-01-05,59.0,12.0,14.0,25.0
2440,2015-01-06,41.0,16.0,14.0,21.0
2441,2015-01-07,39.0,9.0,18.0,25.0
2442,2015-01-08,37.0,11.0,24.0,13.0
2443,2015-01-09,30.0,8.0,22.0,14.0
2444,2015-01-10,23.0,14.0,20.0,14.0
2445,2015-01-11,31.0,10.0,27.0,14.0
2446,2015-01-12,30.0,9.0,22.0,17.0
2447,2015-01-13,21.0,10.0,23.0,15.0
2448,2015-01-14,24.0,12.0,26.0,14.0
2449,2015-01-15,31.0,14.0,21.0,11.0
2450,2015-01-16,34.0,13.0,12.0,24.0
2451,2015-01-17,47.0,15.0,13.0,24.0
2452,2015-01-18,53.0,21.0,5.0,29.0
2453,2015-01-19,62.0,32.0,5.0,34.0
2454,2015-01-20,87.0,26.0,9.0,23.0
2455,2015-01-21,75.0,39.0,2.0,27.0
2456,2015-01-22,105.0,37.0,4.0,29.0
2457,2015-01-23,103.0,18.0,10.0,29.0
2458,2015-01-24,44.0,20.0,12.0,23.0
2459,2015-01-25,53.0,12.0,14.0,25.0
2460,2015-01-26,39.0,13.0,9.0,29.0
2461,2015-01-27,41.0,11.0,22.0,18.0
2462,2015-01-28,26.0,9.0,19.0,22.0
2463,2015-01-29,31.0,14.0,14.0,29.0
2464,2015-01-30,42.0,11.0,8.0,26.0
2465,2015-01-31,39.0,12.0,13.0,23.0
2466,2015-02-01,34.0,17.0,7.0,32.0
2467,2015-02-02,50.0,19.0,5.0,29.0
2468,2015-02-03,57.0,18.0,6.0,27.0
2469,2015-02-04,60.0,15.0,8.0,22.0
2470,2015-02-05,54.0,3.0,9.0,20.0
2471,2015-02-06,15.0,15.0,5.0,25.0
2472,2015-02-09,69.0,21.0,12.0,24.0
2473,2015-02-10,65.0,27.0,13.0,20.0
2474,2015-02-11,82.0,39.0,2.0,24.0
2475,2015-02-12,107.0,30.0,12.0,23.0
2476,2015-02-13,86.0,15.0,16.0,27.0
2477,2015-02-14,49.0,30.0,8.0,23.0
2478,2015-02-15,85.0,24.0,7.0,26.0
2479,2015-02-16,75.0,16.0,10.0,26.0
2480,2015-02-17,45.0,19.0,16.0,21.0
2481,2015-02-18,52.0,17.0,17.0,19.0
2482,2015-02-19,50.0,14.0,14.0,28.0
2483,2015-02-20,44.0,13.0,10.0,30.0
2484,2015-02-21,43.0,11.0,22.0,18.0
2485,2015-02-22,40.0,12.0,24.0,14.0
2486,2015-02-23,33.0,13.0,23.0,22.0
2487,2015-02-24,37.0,12.0,17.0,16.0
2488,2015-02-25,36.0,15.0,19.0,17.0
2489,2015-02-27,62.0,13.0,21.0,16.0
2490,2015-02-28,40.0,14.0,27.0,13.0
2491,2015-03-01,40.0,11.0,21.0,19.0
2492,2015-03-02,30.0,11.0,19.0,21.0
2493,2015-03-03,30.0,17.0,15.0,30.0
2494,2015-03-04,45.0,22.0,9.0,36.0
2495,2015-03-05,55.0,17.0,20.0,22.0
2496,2015-03-06,45.0,29.0,19.0,19.0
2497,2015-03-07,73.0,20.0,23.0,18.0
2498,2015-03-08,59.0,16.0,11.0,21.0
2499,2015-03-09,54.0,27.0,8.0,35.0
2500,2015-03-10,60.0,35.0,11.0,24.0
2501,2015-03-11,90.0,32.0,11.0,28.0
2502,2015-03-12,86.0,33.0,12.0,28.0
2503,2015-03-13,82.0,23.0,12.0,20.0
2504,2015-03-14,70.0,34.0,11.0,18.0
2505,2015-03-15,84.0,38.0,6.0,22.0
2506,2015-03-16,105.0,60.0,3.0,25.0
2507,2015-03-17,158.0,51.0,10.0,25.0
2508,2015-03-18,145.0,39.0,16.0,28.0
2509,2015-03-19,103.0,42.0,18.0,31.0
2510,2015-03-20,106.0,18.0,13.0,22.0
2511,2015-03-21,51.0,35.0,18.0,16.0
2512,2015-03-22,44.0,21.0,10.0,25.0
2513,2015-03-23,66.0,15.0,13.0,25.0
2514,2015-03-24,55.0,15.0,10.0,31.0
2515,2015-03-25,74.0,12.0,13.0,30.0
2516,2015-03-26,39.0,20.0,17.0,25.0
2517,2015-03-27,43.0,12.0,19.0,14.0
2518,2015-03-28,42.0,9.0,24.0,15.0
2519,2015-03-29,32.0,15.0,19.0,22.0
2520,2015-03-30,33.0,12.0,22.0,21.0
2521,2015-03-31,30.0,16.0,18.0,24.0
2522,2014-10-01,50.0,19.0,6.0,19.0
2523,2014-10-02,57.0,20.0,17.0,18.0
2524,2014-10-03,62.0,15.0,10.0,21.0
2525,2014-10-04,52.0,12.0,11.0,21.0
2526,2014-10-05,44.0,12.0,11.0,24.0
2527,2014-10-06,41.0,10.0,16.0,20.0
2528,2014-10-07,41.0,14.0,11.0,24.0
2529,2014-10-08,48.0,17.0,15.0,16.0
2530,2014-10-09,51.0,13.0,10.0,15.0
2531,2014-10-10,41.0,10.0,11.0,22.0
2532,2014-10-11,42.0,15.0,13.0,23.0
2533,2014-10-12,54.0,8.0,18.0,19.0
2534,2014-10-13,38.0,11.0,5.0,24.0
2535,2014-10-14,44.0,21.0,5.0,23.0
2536,2014-10-15,61.0,16.0,12.0,21.0
2537,2014-10-16,43.0,17.0,13.0,19.0
2538,2014-10-17,47.0,14.0,15.0,12.0
2539,2014-10-18,45.0,11.0,20.0,9.0
2540,2014-10-19,36.0,9.0,17.0,12.0
2541,2014-10-20,28.0,10.0,19.0,15.0
2542,2014-10-21,37.0,18.0,13.0,26.0
2543,2014-10-22,48.0,13.0,19.0,17.0
2544,2014-10-23,42.0,10.0,19.0,17.0
2545,2014-10-24,40.0,10.0,19.0,17.0
2546,2014-10-25,39.0,10.0,19.0,17.0
2547,2014-10-26,36.0,12.0,19.0,17.0
2548,2014-10-27,42.0,18.0,19.0,17.0
2549,2014-10-28,57.0,15.0,19.0,17.0
2550,2014-10-29,53.0,33.0,19.0,17.0
2551,2014-10-30,91.0,28.0,19.0,17.0
2552,2014-10-31,73.0,19.0,19.0,17.0
2553,2014-11-01,52.0,13.0,19.0,17.0
2554,2014-11-02,40.0,9.0,19.0,17.0
2555,2014-11-03,32.0,13.0,19.0,17.0
2556,2014-11-04,47.0,22.0,19.0,17.0
2557,2014-11-05,69.0,28.0,19.0,17.0
2558,2014-11-06,81.0,10.0,19.0,17.0
2559,2014-11-07,36.0,16.0,19.0,17.0
2560,2014-11-08,52.0,19.0,19.0,17.0
2561,2014-11-09,63.0,12.0,19.0,17.0
2562,2014-11-10,49.0,13.0,19.0,17.0
2563,2014-11-11,47.0,10.0,19.0,17.0
2564,2014-11-12,39.0,14.0,19.0,17.0
2565,2014-11-13,47.0,15.0,19.0,17.0
2566,2014-11-14,51.0,23.0,19.0,17.0
2567,2014-11-15,67.0,21.0,19.0,17.0
2568,2014-11-16,73.0,12.0,19.0,17.0
2569,2014-11-17,52.0,20.0,19.0,17.0
2570,2014-11-18,68.0,31.0,19.0,17.0
2571,2014-11-19,92.0,46.0,19.0,17.0
2572,2014-11-20,120.0,37.0,19.0,17.0
2573,2014-11-21,110.0,26.0,19.0,17.0
2574,2014-11-22,81.0,11.0,19.0,17.0
2575,2014-11-23,52.0,23.0,19.0,17.0
2576,2014-11-24,66.0,25.0,19.0,17.0
2577,2014-11-25,74.0,26.0,19.0,25.0
2578,2014-11-26,80.0,23.0,19.0,22.0
2579,2014-11-27,72.0,31.0,1.0,21.0
2580,2014-11-28,80.0,40.0,19.0,21.0
2581,2014-11-29,101.0,32.0,2.0,23.0
2582,2014-11-30,95.0,27.0,6.0,18.0
2583,2014-12-01,79.0,19.0,7.0,22.0
2584,2014-12-02,58.0,19.0,11.0,25.0
2585,2014-12-03,47.0,21.0,11.0,18.0
2586,2014-12-04,65.0,22.0,1.0,28.0
2587,2014-12-05,67.0,22.0,2.0,31.0
2588,2014-12-06,65.0,11.0,16.0,24.0
2589,2014-12-07,34.0,12.0,12.0,28.0
2590,2014-12-08,37.0,15.0,11.0,28.0
2591,2014-12-09,45.0,14.0,21.0,23.0
2592,2014-12-10,35.0,11.0,19.0,22.0
2593,2014-12-11,32.0,9.0,24.0,26.0
2594,2014-12-12,31.0,18.0,3.0,33.0
2595,2014-12-13,53.0,14.0,14.0,22.0
2596,2014-12-14,45.0,12.0,16.0,25.0
2597,2014-12-15,41.0,21.0,2.0,27.0
2598,2014-12-16,63.0,10.0,12.0,17.0
2599,2014-12-17,34.0,6.0,18.0,14.0
2600,2014-12-18,25.0,9.0,18.0,23.0
2601,2014-12-19,25.0,11.0,15.0,24.0
2602,2014-12-20,30.0,7.0,19.0,14.0
2603,2014-12-21,26.0,9.0,19.0,12.0
2604,2014-12-22,28.0,7.0,22.0,12.0
2605,2014-12-23,29.0,7.0,23.0,19.0
2606,2014-12-24,21.0,11.0,13.0,24.0
2607,2014-12-25,36.0,12.0,9.0,24.0
2608,2014-12-26,44.0,9.0,15.0,19.0
2609,2014-12-27,39.0,17.0,9.0,23.0
2610,2014-12-28,46.0,15.0,19.0,17.0
2611,2014-07-01,41.0,14.0,19.0,23.0
2612,2014-07-02,48.0,14.0,30.0,12.0
2613,2014-07-03,44.0,13.0,30.0,6.0
2614,2014-07-04,39.0,6.0,17.0,4.0
2615,2014-07-05,28.0,11.0,21.0,7.0
2616,2014-07-06,36.0,11.0,18.0,7.0
2617,2014-07-07,31.0,12.0,11.0,18.0
2618,2014-07-08,43.0,17.0,16.0,13.0
2619,2014-07-09,49.0,15.0,15.0,16.0
2620,2014-07-10,44.0,15.0,13.0,16.0
2621,2014-07-11,48.0,19.0,27.0,10.0
2622,2014-07-12,61.0,9.0,15.0,8.0
2623,2014-07-13,38.0,9.0,25.0,6.0
2624,2014-07-14,29.0,12.0,21.0,8.0
2625,2014-07-15,40.0,13.0,27.0,12.0
2626,2014-07-16,47.0,14.0,23.0,9.0
2627,2014-07-17,44.0,24.0,38.0,13.0
2628,2014-07-18,70.0,17.0,36.0,13.0
2629,2014-07-19,55.0,19.0,26.0,10.0
2630,2014-07-20,64.0,17.0,18.0,13.0
2631,2014-07-21,60.0,15.0,21.0,13.0
2632,2014-07-22,53.0,19.0,34.0,12.0
2633,2014-07-23,59.0,20.0,30.0,12.0
2634,2014-07-24,59.0,20.0,20.0,18.0
2635,2014-07-25,61.0,19.0,29.0,13.0
2636,2014-07-26,61.0,12.0,23.0,11.0
2637,2014-07-27,46.0,10.0,18.0,13.0
2638,2014-07-28,36.0,10.0,23.0,13.0
2639,2014-07-29,38.0,13.0,23.0,11.0
2640,2014-07-30,45.0,17.0,25.0,7.0
2641,2014-07-31,55.0,14.0,25.0,6.0
2642,2014-08-01,51.0,11.0,23.0,7.0
2643,2014-08-02,45.0,8.0,27.0,4.0
2644,2014-08-03,28.0,11.0,23.0,10.0
2645,2014-08-04,33.0,11.0,21.0,13.0
2646,2014-08-05,42.0,9.0,22.0,13.0
2647,2014-08-06,32.0,15.0,19.0,18.0
2648,2014-08-11,33.0,11.0,23.0,7.0
2649,2014-08-12,36.0,11.0,17.0,13.0
2650,2014-08-13,31.0,11.0,14.0,17.0
2651,2014-08-14,38.0,14.0,11.0,16.0
2652,2014-08-15,46.0,10.0,22.0,12.0
2653,2014-08-16,35.0,8.0,21.0,6.0
2654,2014-08-17,19.0,9.0,13.0,13.0
2655,2014-08-18,30.0,8.0,17.0,16.0
2656,2014-08-19,25.0,10.0,5.0,19.0
2657,2014-08-20,35.0,10.0,16.0,15.0
2658,2014-08-21,30.0,10.0,17.0,17.0
2659,2014-08-22,30.0,10.0,22.0,19.0
2660,2014-08-23,28.0,10.0,25.0,15.0
2661,2014-08-24,37.0,9.0,17.0,17.0
2662,2014-08-25,42.0,14.0,11.0,17.0
2663,2014-08-26,43.0,17.0,15.0,21.0
2664,2014-08-27,53.0,11.0,16.0,12.0
2665,2014-08-28,41.0,17.0,18.0,11.0
2666,2014-08-29,47.0,10.0,19.0,10.0
2667,2014-08-30,35.0,11.0,18.0,14.0
2668,2014-08-31,42.0,14.0,5.0,17.0
2669,2014-09-01,48.0,16.0,15.0,17.0
2670,2014-09-02,55.0,28.0,19.0,19.0
2671,2014-09-03,81.0,31.0,15.0,21.0
2672,2014-09-04,85.0,38.0,16.0,26.0
2673,2014-09-05,107.0,46.0,13.0,26.0
2674,2014-09-06,128.0,33.0,14.0,22.0
2675,2014-09-07,98.0,25.0,18.0,22.0
2676,2014-09-08,55.0,27.0,15.0,25.0
2677,2014-09-17,132.0,51.0,14.0,22.0
2678,2014-09-18,140.0,41.0,12.0,26.0
2679,2014-09-19,114.0,35.0,8.0,19.0
2680,2014-09-20,95.0,15.0,17.0,16.0
2681,2014-09-21,52.0,29.0,11.0,22.0
2682,2014-09-22,87.0,42.0,16.0,25.0
2683,2014-09-23,119.0,27.0,12.0,20.0
2684,2014-09-24,82.0,14.0,10.0,19.0
2685,2014-09-25,47.0,12.0,11.0,19.0
2686,2014-09-26,43.0,18.0,7.0,19.0
2687,2014-09-27,57.0,27.0,14.0,20.0
2688,2014-09-28,82.0,35.0,8.0,24.0
2689,2014-09-29,99.0,23.0,22.0,12.0
2690,2014-09-30,71.0,15.0,11.0,18.0
2691,2014-04-01,93.0,58.0,6.0,41.0
2692,2014-04-02,140.0,57.0,10.0,28.0
2693,2014-04-03,130.0,29.0,19.0,21.0
2694,2014-04-04,79.0,11.0,22.0,17.0
2695,2014-04-05,36.0,6.0,14.0,12.0
2696,2014-04-06,20.0,8.0,15.0,17.0
2697,2014-04-07,24.0,10.0,23.0,21.0
2698,2014-04-08,22.0,18.0,23.0,25.0
2699,2014-04-09,45.0,16.0,21.0,28.0
2700,2014-04-10,39.0,17.0,20.0,28.0
2701,2014-04-11,44.0,22.0,22.0,25.0
2702,2014-04-12,55.0,15.0,27.0,17.0
2703,2014-04-13,35.0,17.0,16.0,27.0
2704,2014-04-14,40.0,17.0,22.0,20.0
2705,2014-04-15,30.0,23.0,26.0,20.0
2706,2014-04-16,49.0,28.0,18.0,29.0
2707,2014-04-17,65.0,16.0,21.0,19.0
2708,2014-04-18,32.0,16.0,23.0,19.0
2709,2014-04-19,35.0,41.0,18.0,21.0
2710,2014-04-20,111.0,33.0,25.0,25.0
2711,2014-04-21,95.0,18.0,27.0,17.0
2712,2014-04-22,57.0,17.0,27.0,19.0
2713,2014-04-23,48.0,12.0,21.0,23.0
2714,2014-04-24,44.0,22.0,15.0,23.0
2715,2014-04-25,70.0,12.0,27.0,16.0
2716,2014-04-26,38.0,11.0,22.0,16.0
2717,2014-04-27,34.0,25.0,19.0,21.0
2718,2014-04-28,70.0,32.0,16.0,28.0
