date, pm25, pm10, o3, no2, so2, co
2022/1/3, 26, 8, 14, 11, 1, 5
2022/1/4, 25, 27, 14, 15, 1, 11
2022/1/5, 28, 13, 9, 18, 2, 9
2022/1/6, 47, 21, 17, 9, 1, 9
2022/1/7, 22, 13, 18, 10, , 6
2022/1/8, 25, 34, 13, 12, 1, 7
2022/1/9, 30, 50, 8, 24, 1, 7
2022/1/10, 54, 12, 9, 13, 1, 3
2022/1/11, 50, 40, 4, 27, 2, 8
2022/1/12, 65, 52, , 28, 2, 10
2022/1/13, 72, 52, , 35, 3, 11
2022/1/14, 93, , 1, 24, 1, 8
2022/1/15, 85, 22, 11, 17, , 8
2022/1/16, 71, 48, 7, 27, 2, 10
2022/1/17, 61, 42, 1, 28, 3, 11
2022/1/18, 82, 29, 10, 17, , 6
2022/1/19, 63, 16, 13, 12, , 5
2022/1/20, 48, , , , , 
2021/10/1, 16, 6, 10, 7, , 2
2021/10/2, 20, 3, 9, 3, , 2
2021/10/3, 17, , , 7, , 
2021/10/4, 21, , , 6, , 
2021/10/5, 19, , , 11, , 
2021/10/6, 22, , , 14, , 
2021/10/7, 26, , , 12, , 
2021/10/8, 36, , , 22, , 
2021/10/9, 97, , , 15, , 
2021/10/10, 85, , , 14, , 
2021/10/11, 35, , , 14, , 
2021/10/12, 38, , , 14, , 
2021/10/13, 25, , , 10, , 
2021/10/14, 41, , , 12, , 
2021/10/15, 35, , , 19, , 
2021/10/16, 45, , , 11, , 
2021/10/17, 47, , , 12, , 
2021/10/18, 44, , , 6, , 
2021/10/19, 49, , , 6, , 
2021/10/20, 48, , , 11, , 
2021/10/21, 36, , , 12, , 
2021/10/22, 32, , , 10, , 
2021/10/23, 17, , , 6, , 
2021/10/25, 26, , , 8, , 
2021/10/26, 20, , , 6, , 
2021/10/27, 17, , , 6, , 
2021/10/28, 26, , , 7, , 
2021/10/29, 31, 9, 9, 9, , 4
2021/10/30, 25, 9, 16, 5, , 4
2021/10/31, 17, 11, 19, 8, 1, 6
2021/11/1, 21, 17, 2, 19, 2, 8
2021/11/2, 38, 14, 16, 18, 1, 7
2021/11/3, 70, 8, 17, 10, , 6
2021/11/4, 31, 24, 2, 19, 1, 13
2021/11/5, 63, 17, 10, 5, , 5
2021/11/6, 63, 15, 16, 9, , 8
2021/11/7, 33, 21, 3, 14, 1, 7
2021/11/8, 50, 13, 9, 13, 1, 4
2021/11/9, 34, 14, 10, 15, 1, 3
2021/11/10, 33, 17, 4, 13, 1, 4
2021/11/11, 41, 15, 7, 7, 1, 4
2021/11/12, 41, 8, 15, 8, , 5
2021/11/13, 25, 10, 13, 8, , 2
2021/11/14, 32, 16, 3, 15, , 4
2021/11/15, 48, 23, 1, 19, 2, 9
2021/11/16, 59, 19, 4, 17, 1, 13
2021/11/17, 51, 17, 1, 12, 2, 8
2021/11/18, 46, 15, 4, 11, 1, 5
2021/11/19, 45, 15, 10, 10, 1, 5
2021/11/20, 49, 8, 17, 7, , 3
2021/11/21, 31, 10, 18, 11, , 3
2021/11/22, 26, 20, 1, 21, 1, 6
2021/11/23, 60, 25, 7, 23, 3, 8
2021/11/24, 88, 12, 11, 16, 1, 5
2021/11/25, 53, 11, 11, 12, 2, 7
2021/11/26, 34, 7, 24, 5, 1, 4
2021/11/27, 23, 9, 22, 9, , 6
2021/11/28, 33, 21, 6, 19, 3, 10
2021/11/29, 53, 12, 13, 8, 2, 10
2021/11/30, 40, 8, 22, 8, 1, 11
2021/12/1, 17, 10, 13, 16, 1, 14
2021/12/2, 22, 13, 7, 19, 3, 13
2021/12/3, 43, 11, 12, 14, 1, 14
2021/12/4, 52, 4, 20, 8, , 10
2021/12/5, 17, 11, 5, 15, 2, 10
2021/12/6, 34, 9, 11, 12, 2, 4
2021/12/7, 19, 9, 17, 5, 3, 4
2021/12/8, 21, 14, 10, 11, 3, 5
2021/12/9, 26, 7, 21, 12, 1, 5
2021/12/10, 20, 13, 5, 15, 2, 5
2021/12/11, 32, 7, 10, 5, 1, 1
2021/12/12, 22, 8, 13, 7, 1, 2
2021/12/13, 19, 11, 7, 10, 2, 2
2021/12/14, 29, 10, 14, 11, 1, 3
2021/12/15, 33, 8, 16, 13, , 2
2021/12/16, 34, 11, 16, 12, , 2
2021/12/17, 45, 12, 10, 11, , 2
2021/12/18, 50, 6, 12, 13, , 2
2021/12/19, 43, 6, 18, 11, , 3
2021/12/20, 26, 12, 20, 17, , 3
2021/12/21, 45, 16, 5, 22, 1, 7
2021/12/22, 63, , 2, 12, 2, 4
2021/12/23, 59, , 8, 13, 1, 3
2021/12/24, 38, 5, 10, 9, 1, 3
2021/12/25, 38, , 4, 14, 1, 5
2021/12/26, 65, 9, 9, 10, 1, 2
2021/12/27, 38, , 17, 6, 1, 5
2021/12/28, 14, 8, 10, 6, 1, 2
2021/12/29, 17, 13, 12, 2, 1, 
2021/12/30, 16, 7, 14, 4, , 
2021/12/31, 23, 25, 8, 4, 1, 1
2022/1/1, 40, 10, 18, 2, 1, 1
2022/1/2, 24, 23, 20, 4, 1, 2
2021/7/1, 48, 21, 11, 7, 2, 
2021/7/2, 61, 12, 16, 6, 2, 
2021/7/3, 46, 10, 9, 3, 2, 
2021/7/4, 21, 12, , 3, 3, 
2021/7/5, 28, 10, 9, 4, 3, 
2021/7/6, 25, 12, 10, 6, 2, 
2021/7/7, 34, 11, 9, 6, 2, 8
2021/7/8, 32, 15, 6, 6, 2, 7
2021/7/9, 46, 12, 9, 9, , 6
2021/7/10, 30, 15, 12, 5, , 6
2021/7/11, 39, 8, 11, 10, , 4
2021/7/12, 31, 12, 21, 6, , 4
2021/7/13, 58, 10, 17, 6, , 4
2021/7/14, 40, 7, 13, 5, , 4
2021/7/15, 38, 11, 19, 5, , 4
2021/7/16, 41, 8, 21, 6, , 4
2021/7/17, 26, 12, 33, 9, , 5
2021/7/18, 38, 13, 34, 12, , 5
2021/7/19, 42, 19, 35, 12, , 5
2021/7/20, 57, 27, 41, 14, , 4
2021/7/21, 73, 24, 25, 12, , 4
2021/7/22, 102, 13, 24, 6, , 3
2021/7/23, 53, 20, 27, 7, , 2
2021/7/24, 55, 15, 18, 8, , 2
2021/7/25, 73, 23, 31, 8, , 1
2021/7/26, 57, 15, 23, 5, 1, 4
2021/7/27, 29, 8, 8, 4, 1, 5
2021/7/28, 23, 11, 3, 3, 1, 6
2021/7/29, 18, 9, 7, 4, 1, 5
2021/7/30, 18, 8, 7, 5, 1, 6
2021/7/31, 16, 8, , 4, , 5
2021/8/1, 18, 8, 9, 6, 1, 6
2021/8/2, 10, 10, 18, 7, 1, 6
2021/8/3, 21, 12, 18, 10, , 6
2021/8/4, 32, 10, 14, 7, , 6
2021/8/5, 27, 8, 11, 5, , 6
2021/8/6, 65, 7, 11, 4, , 6
2021/8/7, 69, 8, 13, 2, , 6
2021/8/8, 32, 8, , 5, , 6
2021/8/9, 23, 10, 10, 5, , 7
2021/8/10, 21, 9, 11, 6, , 7
2021/8/11, 27, 8, 10, 5, , 6
2021/8/12, 21, 10, 10, 4, , 8
2021/8/13, 30, 11, 7, 4, , 7
2021/8/14, 34, 8, , 3, , 7
2021/8/15, 31, 11, 19, 6, , 6
2021/8/16, 40, 8, 9, 8, , 7
2021/8/17, 22, 8, 8, 6, , 7
2021/8/18, 9, 9, 10, 5, , 7
2021/8/19, 13, 7, 7, 6, 1, 7
2021/8/20, 7, 9, 8, 8, , 6
2021/8/21, 16, 6, 18, 6, , 5
2021/8/22, 10, 7, 19, 6, , 5
2021/8/23, 20, 7, 23, 7, , 6
2021/8/24, 13, 4, 20, 5, , 5
2021/8/25, 6, 6, 26, 5, , 6
2021/8/27, 22, 7, 20, 6, , 6
2021/8/28, 26, 6, 24, 7, , 7
2021/8/29, 23, 5, 23, 4, , 6
2021/8/30, 19, 5, 24, 6, , 6
2021/8/31, 15, 7, 20, 7, , 5
2021/9/1, 28, 10, 23, 6, , 5
2021/9/2, 41, , 24, 8, , 5
2021/9/3, 47, , 20, 8, , 5
2021/9/4, 54, , 18, 9, , 5
2021/9/5, 61, , , 19, , 
2021/9/6, 77, , , 24, , 
2021/9/7, 98, 44, , 21, , 
2021/9/8, 115, 16, , 7, , 
2021/9/9, 66, 9, , 7, , 
2021/9/10, 23, 10, , 5, , 
2021/9/11, 25, 11, , 8, , 
2021/9/12, 25, 11, , 10, , 
2021/9/13, 21, 16, , 14, , 
2021/9/14, 53, 11, 6, 11, 1, 7
2021/9/15, 56, 17, 7, 12, 1, 7
2021/9/16, 63, 13, 8, 8, 1, 7
2021/9/17, 48, 19, 12, 13, , 7
2021/9/18, 72, 26, 10, 13, , 5
2021/9/19, 95, 9, 15, 8, , 5
2021/9/20, 54, 17, 11, 15, , 7
2021/9/21, 61, 14, 5, 10, 1, 8
2021/9/22, 57, 9, 7, 7, 1, 8
2021/9/23, 46, 17, 5, 6, 2, 8
2021/9/24, 42, 14, 5, 8, 1, 7
2021/9/25, 51, 20, 14, 8, , 6
2021/9/26, 73, 11, 15, 4, 1, 6
2021/9/27, 45, 11, 14, 6, 1, 7
2021/9/28, 43, 10, 10, 7, , 7
2021/9/29, 37, 10, 6, 7, 1, 7
2021/9/30, 36, 8, 4, 6, , 4
2021/4/1, 91, 8, 30, 4, , 7
2021/4/2, 45, 16, 32, 4, , 7
2021/4/3, 38, 20, 26, 14, , 8
2021/4/7, 30, 17, 14, 18, 1, 10
2021/4/8, 33, 15, 21, , 1, 9
2021/4/9, 47, 12, 28, , , 8
2021/4/10, 38, 8, 26, , , 9
2021/4/11, 34, 16, 22, , 1, 11
2021/4/12, 52, 26, 13, 36, 2, 13
2021/4/13, 62, 19, 27, 20, , 10
2021/4/14, 64, 12, 23, 14, , 8
2021/4/15, 41, 15, 28, 17, , 9
2021/4/16, 47, 12, 29, 17, , 10
2021/4/17, 48, 15, 30, 19, , 10
2021/4/18, 50, 29, 19, 30, , 9
2021/4/19, 76, 39, 20, 31, , 8
2021/4/20, 100, 41, 22, 27, , 8
2021/4/21, 140, 22, 24, 23, , 9
2021/4/22, 56, 21, 16, 26, 1, 9
2021/4/23, 56, 20, , 21, , 8
2021/4/24, 55, 13, , 9, , 7
2021/4/25, 50, 16, , 15, , 9
2021/4/26, 40, 26, 20, 30, 1, 10
2021/4/27, 59, 24, 33, 16, , 8
2021/4/28, 78, 12, 27, 8, , 4
2021/4/29, 56, 17, 25, 16, , 3
2021/4/30, 53, 14, 31, 9, , 2
2021/5/1, 57, 19, 25, 17, , 4
2021/5/2, 67, 17, , 13, , 2
2021/5/3, 48, 11, , 13, , 2
2021/5/4, 31, 9, 15, 8, , 5
2021/5/5, 29, 14, 21, 8, , 5
2021/5/6, 31, 16, 16, 7, , 5
2021/5/7, 34, 13, 16, 6, , 1
2021/5/8, 31, 10, 10, 4, , 
2021/5/9, 33, 16, 18, 7, , 1
2021/5/10, 37, 15, 21, 8, , 1
2021/5/11, 35, 16, 22, 6, 1, 2
2021/5/12, 29, 16, 13, 13, , 
2021/5/13, 52, 14, 22, 8, , 1
2021/5/14, 50, 13, , 7, , 1
2021/5/15, 50, 12, , 6, , 1
2021/5/16, 28, 11, 15, 10, , 3
2021/5/17, 41, 15, 9, 7, , 1
2021/5/18, 39, 10, 17, 8, , 4
2021/5/19, 26, 16, 19, 7, 1, 1
2021/5/20, 32, 14, 21, 4, 1, 1
2021/5/21, 42, 9, 13, 7, , 3
2021/5/22, 34, 11, 23, 3, , 1
2021/5/23, 31, 10, 22, 5, 1, 2
2021/5/24, 26, 12, 12, 6, , 2
2021/5/25, 31, 10, 21, 9, , 3
2021/5/26, 38, 15, 22, 12, , 4
2021/5/27, 56, 21, 13, 16, , 1
2021/5/28, 62, 19, 22, 12, , 
2021/5/29, 62, 16, 28, 5, , 
2021/5/30, 56, 20, , 8, , 
2021/5/31, 63, 20, 35, 12, , 1
2021/6/1, 67, 22, 30, 16, , 
2021/6/2, 61, 22, 20, 6, , 1
2021/6/3, 65, 8, 16, 9, , 1
2021/6/4, 50, 13, 11, 6, , 
2021/6/5, 51, 13, 14, 5, , 
2021/6/6, 41, 12, 17, 7, , 
2021/6/7, 40, 15, 16, 6, , 
2021/6/8, 42, 14, 13, 4, , 1
2021/6/9, 37, 12, 6, 4, 1, 
2021/6/10, 38, 11, 5, 4, , 
2021/6/11, 40, 12, , 4, , 
2021/6/12, 40, 18, 39, 7, , 
2021/6/13, 55, 15, 28, 6, , 1
2021/6/14, 53, 17, 19, 7, , 
2021/6/15, 51, 18, 28, 8, 1, 
2021/6/16, 59, 17, 15, 7, , 1
2021/6/17, 73, 7, 16, 7, , 1
2021/6/18, 54, 8, 17, 4, , 1
2021/6/19, 38, 7, 18, 4, , 1
2021/6/20, 46, 8, 20, 4, 1, 1
2021/6/21, 45, 9, 21, 5, 1, 1
2021/6/22, 45, 12, 24, 7, 1, 
2021/6/23, 45, 16, 11, 9, 1, 
2021/6/24, 59, 11, 14, 5, 1, 
2021/6/25, 52, 12, 14, 7, 1, 
2021/6/26, 58, 19, 24, 5, 1, 
2021/6/27, 76, 11, 15, 7, 1, 
2021/6/28, 49, 12, 12, 6, 1, 
2021/6/29, 52, 8, 15, 5, 1, 
2021/6/30, 33, 14, 21, 7, 1, 
2021/1/4, 31, 7, 16, 9, , 9
2021/1/5, 21, 8, 11, 12, , 10
2021/1/6, 24, 24, 6, 19, 1, 11
2021/1/7, 57, 24, 3, 20, 1, 12
2021/1/8, 78, 20, 8, 21, , 12
2021/1/9, 78, 20, 4, 15, 1, 12
2021/1/10, 73, 16, 15, 8, 1, 9
2021/1/11, 56, 8, 18, 13, 1, 7
2021/1/12, 34, 21, 5, 20, 3, 11
2021/1/13, 61, 8, 10, 16, 1, 8
2021/1/14, 44, 21, 8, 20, 1, 12
2021/1/15, 63, 14, 9, 14, 2, 11
2021/1/16, 57, 16, 17, 10, 1, 10
2021/1/17, 47, 21, 24, 14, 3, 10
2021/1/18, 45, 9, 24, 7, 3, 7
2021/1/19, 30, 12, 21, 5, 2, 6
2021/1/22, 38, 14, 14, 13, 1, 9
2021/1/23, 45, 15, 20, 18, 1, 10
2021/1/24, 58, 17, 17, 18, 1, 10
2021/1/25, 55, 13, 18, 18, 1, 7
2021/1/26, 52, 13, 10, 17, 1, 6
2021/1/27, 47, 12, 11, 12, 1, 7
2021/1/28, 41, 13, 21, 10, , 7
2021/1/29, 35, 11, 13, 11, , 8
2021/1/30, 39, 15, 16, 11, 1, 10
2021/1/31, 45, 18, 8, 13, , 9
2021/2/1, 58, 18, 28, 12, , 8
2021/2/2, 50, 20, 25, 15, , 9
2021/2/3, 43, 16, 8, 16, 1, 7
2021/2/4, 37, 14, 11, 13, 1, 8
2021/2/5, 34, 12, 11, 13, , 7
2021/2/6, 46, 13, 27, 5, , 9
2021/2/7, 51, 9, 25, 8, , 10
2021/2/8, 37, 11, 24, 10, , 10
2021/2/9, 33, 12, 24, , , 11
2021/2/11, 39, 29, 19, 13, 1, 13
2021/2/12, 67, 20, 21, 8, , 5
2021/2/13, 59, 23, 20, 5, , 12
2021/2/14, 52, 18, 8, 9, 2, 9
2021/2/15, 51, 17, 13, 8, 2, 9
2021/2/16, 33, 16, 16, 6, 2, 8
2021/2/17, 32, 14, 24, 7, 1, 5
2021/2/18, 26, 16, 22, 7, 5, 4
2021/2/19, 33, 32, 16, 4, 7, 4
2021/2/20, 57, 24, 13, 8, 6, 4
2021/2/21, 57, 32, 1, 19, 8, 6
2021/2/22, 68, 16, 15, 6, 7, 4
2021/2/23, 59, 18, 16, 6, 7, 4
2021/2/24, 44, 21, 18, 14, 6, 4
2021/2/25, 52, 25, 17, 19, 7, 7
2021/2/26, 52, 28, 18, 22, 7, 7
2021/2/27, 83, 24, 15, 12, 6, 5
2021/2/28, 73, 33, 13, 13, 8, 5
2021/3/1, 88, 42, 10, 16, 7, 5
2021/3/2, 114, 47, , 23, 5, 8
2021/3/3, 140, 17, 27, 14, , 8
2021/3/4, 97, 13, 24, 12, , 8
2021/3/5, 31, 14, 21, 11, , 7
2021/3/6, 30, 19, 25, 10, , 8
2021/3/7, 49, 42, 8, 25, 2, 10
2021/3/8, 104, 29, 21, 18, 2, 8
2021/3/9, 74, 19, 20, 10, 2, 5
2021/3/10, 64, 20, 22, 4, 2, 5
2021/3/11, 39, 19, 23, 6, 2, 7
2021/3/12, 29, 12, 26, 4, 2, 6
2021/3/13, 23, 14, 19, 5, 2, 6
2021/3/14, 29, 15, 28, 10, 2, 5
2021/3/15, 38, 18, 25, 10, 2, 5
2021/3/16, 39, 24, 21, 9, 1, 6
2021/3/17, 44, 20, 18, 11, , 6
2021/3/18, 46, 13, 23, 8, 1, 7
2021/3/19, 36, 15, 17, 7, 1, 7
2021/3/20, 44, 14, 24, 1, 1, 7
2021/3/21, 47, 23, 15, 3, 2, 9
2021/3/22, 59, 28, 18, 5, , 
2021/3/23, 70, 33, 16, 6, , 
2021/3/24, 74, 16, 19, 6, , 
2021/3/25, 50, 16, 20, 5, , 
2021/3/26, 34, 17, 22, 4, , 
2021/3/27, 31, 20, 27, 5, , 
2021/3/28, 35, 22, 24, 4, , 
2021/3/29, 41, 28, 11, , 1, 6
2021/3/30, 64, 41, 4, , 2, 6
2021/3/31, 91, 26, 26, 8, , 6
2020/10/1, 27, 6, 12, 11, 1, 
2020/10/2, 29, 8, 16, 9, 1, 1
2020/10/3, 38, 4, 22, 6, , 2
2020/10/4, 17, 7, 19, 7, 1, 3
2020/10/5, 35, 4, 13, 6, 1, 3
2020/10/6, 28, 7, 8, 9, 1, 4
2020/10/7, 29, 6, 12, 8, , 1
2020/10/8, 27, 11, 3, 15, 2, 6
2020/10/9, 40, 7, 7, 10, , 8
2020/10/10, 29, 5, 15, 8, , 6
2020/10/11, 30, 10, 8, 15, 2, 5
2020/10/12, 43, 6, 13, 13, 1, 4
2020/10/13, 37, 12, 15, 12, , 2
2020/10/14, 41, 5, 11, 12, , 2
2020/10/15, 31, 7, 9, 14, , 3
2020/10/16, 37, 6, 12, 10, , 2
2020/10/17, 37, 13, 2, 15, , 5
2020/10/18, 60, 14, 22, 11, , 3
2020/10/19, 60, 13, 20, 6, , 2
2020/10/20, 49, 8, 23, 12, 1, 2
2020/10/21, 43, 9, 22, 12, , 
2020/10/22, 35, 8, 21, 10, , 
2020/10/23, 38, 6, 27, 5, , 
2020/10/24, 33, 5, 21, 7, , 
2020/10/25, 24, 9, 17, 11, , 
2020/10/26, 32, 11, 18, 10, , 
2020/10/27, 39, 9, 19, 10, , 7
2020/10/28, 35, 7, 12, 8, , 4
2020/10/29, 33, 10, 16, 7, , 3
2020/10/30, 38, 17, 12, 5, , 3
2020/10/31, 39, 18, 15, 4, , 3
2020/11/1, 44, 13, 12, 4, , 6
2020/11/2, 35, 9, 13, 11, , 7
2020/11/3, 44, 14, 6, 22, 1, 9
2020/11/4, 60, 37, 1, 28, 3, 15
2020/11/5, 109, 35, 1, 25, 2, 12
2020/11/6, 154, 25, 1, 20, 2, 8
2020/11/7, 98, 26, , 16, 2, 7
2020/11/8, 119, 10, 2, 15, 2, 5
2020/11/9, 75, 9, 2, 13, 1, 5
2020/11/10, 52, 7, 13, 8, 1, 4
2020/11/11, 43, 5, 16, 7, , 5
2020/11/12, 36, 22, 9, 12, , 5
2020/11/13, 44, 14, 23, 5, , 2
2020/11/14, 49, 10, 26, 4, , 3
2020/11/15, 36, 16, 25, 7, , 4
2020/11/16, 31, 16, 25, 7, , 3
2020/11/17, 33, 17, 14, 7, , 3
2020/11/18, 42, 14, 15, 11, , 5
2020/11/19, 36, 17, 12, 18, 1, 6
2020/11/20, 45, 13, 17, 5, , 4
2020/11/21, 33, 13, 10, 10, , 5
2020/11/22, 35, 25, 5, 21, 1, 7
2020/11/23, 60, 16, 7, 10, , 4
2020/11/24, 46, 21, 7, 10, 1, 5
2020/11/25, 58, 20, 6, 21, , 8
2020/11/26, 58, 26, , 24, 1, 10
2020/11/27, 80, 42, , 21, 1, 9
2020/11/28, 111, 30, 6, 19, 1, 8
2020/11/29, 102, 22, 19, 13, 2, 9
2020/11/30, 79, 11, 19, 12, , 8
2020/12/1, 43, 29, 4, 21, 3, 11
2020/12/2, 59, 15, 4, 18, 3, 9
2020/12/3, 51, 15, 5, 14, 4, 10
2020/12/4, 49, 13, 11, 14, 2, 9
2020/12/5, 42, 15, 10, 16, 1, 9
2020/12/6, 58, 19, 4, 24, 2, 10
2020/12/7, 74, 30, , 24, 5, 13
2020/12/8, 76, 21, 9, 18, 3, 10
2020/12/9, 61, 19, 6, 13, 1, 9
2020/12/10, 51, 19, 6, 19, 3, 9
2020/12/11, 50, 17, 6, 15, , 8
2020/12/12, 59, 11, 12, 10, , 8
2020/12/13, 44, 16, 15, 10, 1, 7
2020/12/14, 39, 17, 7, 14, 1, 8
2020/12/15, 39, 15, 4, 11, 1, 8
2020/12/16, 38, 15, 16, 13, , 8
2020/12/17, 38, 17, 18, 5, 1, 6
2020/12/18, 39, 13, 23, 6, 1, 
2020/12/19, 39, 10, 24, 8, 1, 
2020/12/20, 37, 5, 22, 9, 1, 
2020/12/21, 31, 12, 20, 13, , 
2020/12/22, 40, 8, 16, 11, , 8
2020/12/23, 41, 6, 22, 4, , 7
2020/12/24, 31, 10, 21, , , 9
2020/12/29, 53, 21, 2, 18, 1, 10
2020/12/30, 57, 18, 2, 16, , 10
2020/12/31, 61, 23, , 13, , 10
2021/1/1, 78, 8, , 10, , 9
2021/1/2, 56, 9, , 9, , 9
2021/1/3, 48, 7, 16, 8, , 9
2020/7/1, 25, 8, 8, 5, , 
2020/7/2, 29, 11, 14, 3, , 
2020/7/3, 30, 7, 11, 2, , 
2020/7/4, 25, 9, 15, 1, , 
2020/7/5, 31, 8, 19, 4, , 
2020/7/6, 36, 10, 8, 7, , 
2020/7/7, 32, 8, 5, 5, , 5
2020/7/8, 27, 9, 11, 3, , 5
2020/7/9, 30, 5, 16, 5, , 1
2020/7/10, 24, 6, 21, 5, , 
2020/7/11, 29, 11, 30, 9, , 
2020/7/12, 43, 10, 15, 5, , 
2020/7/13, 27, 7, 17, 5, , 1
2020/7/14, 31, 7, 10, 6, , 1
2020/7/15, 29, 5, 13, 5, , 
2020/7/16, 29, 10, 11, 7, , 
2020/7/17, 39, 8, 15, 4, , 
2020/7/18, 28, 5, 18, 4, , 
2020/7/19, 28, 7, 26, 5, , 
2020/7/20, 28, 7, 27, 6, , 
2020/7/23, 35, 8, 11, 5, 1, 
2020/7/24, 29, 7, 10, 5, 1, 
2020/7/25, 29, 8, 10, 3, 1, 
2020/7/26, 29, 9, 10, 4, 1, 
2020/7/27, 33, 6, 15, 5, 1, 
2020/7/28, 25, 1, 15, 6, 1, 2
2020/7/29, 34, 9, 19, 9, 1, 2
2020/7/30, 35, 21, 28, 13, 1, 3
2020/7/31, 58, 10, 12, 3, 1, 2
2020/8/1, 35, 7, 15, 3, 1, 2
2020/8/2, 29, 6, 23, 5, 1, 2
2020/8/3, 28, 10, 17, 5, 1, 2
2020/8/4, 32, 8, 17, 4, 1, 2
2020/8/5, 29, 8, 10, 8, , 2
2020/8/6, 30, 18, 23, 24, , 
2020/8/7, 61, 19, 45, 18, , 
2020/8/8, 67, 19, 47, 6, , 
2020/8/9, 67, 22, 47, 11, , 
2020/8/10, 67, 30, 53, 19, , 
2020/8/11, 97, 37, 47, 18, , 
2020/8/12, 106, 23, 37, 11, , 
2020/8/13, 80, 12, 22, 8, , 4
2020/8/14, 51, 14, 11, 9, , 
2020/8/15, 56, 22, 14, 9, , 3
2020/8/16, 47, 11, 13, 11, 1, 3
2020/8/17, 37, 7, 9, 7, , 3
2020/8/18, 29, 8, 7, 9, , 3
2020/8/19, 32, 12, 11, 6, , 2
2020/8/20, 44, 9, 14, 4, , 2
2020/8/21, 41, 7, , 3, , 2
2020/8/22, 33, 7, , 3, , 2
2020/8/23, 31, 8, , 6, , 
2020/8/24, 30, 7, 2, 4, , 
2020/8/25, 31, 7, 24, , , 2
2020/8/27, 53, 6, 24, 7, 1, 2
2020/8/28, 24, 6, 22, 5, , 2
2020/8/29, 31, 6, 21, 5, , 2
2020/8/30, 30, 9, 20, 10, 3, 2
2020/8/31, 35, 13, 24, 20, 1, 5
2020/9/1, 63, 13, 27, 12, 1, 
2020/9/2, 49, 9, 20, 7, , 
2020/9/3, 37, 9, 18, 6, , 1
2020/9/4, 35, 9, 15, 8, , 
2020/9/5, 40, 9, 18, 7, , 1
2020/9/6, 42, 10, 15, 8, , 1
2020/9/7, 44, 7, 13, 6, , 
2020/9/8, 30, 7, 11, 7, , 
2020/9/9, 33, 13, 20, 11, 2, 1
2020/9/10, 42, 15, 20, 11, , 2
2020/9/11, 54, 10, 17, 4, , 1
2020/9/12, 35, 9, 14, 6, , 1
2020/9/13, 38, 15, 15, 20, , 1
2020/9/14, 56, 29, 23, 23, , 1
2020/9/15, 104, 18, 31, 12, , 
2020/9/16, 83, 8, 19, 8, , 
2020/9/17, 46, 8, 22, 10, , 
2020/9/18, 43, 9, 31, 7, , 
2020/9/19, 49, 10, 31, 7, , 
2020/9/20, 51, 16, 19, 19, , 2
2020/9/21, 64, 18, , 15, 1, 2
2020/9/22, 70, 9, 10, 7, , 
2020/9/23, 50, 6, 10, 7, 1, 2
2020/9/24, 27, 6, 18, 8, , 1
2020/9/25, 30, 5, 20, 5, , 2
2020/9/26, 25, 5, 22, 3, , 1
2020/9/27, 30, 9, 13, 10, , 4
2020/9/28, 41, 10, 7, 14, , 2
2020/9/29, 47, 9, 12, 8, 1, 1
2020/9/30, 43, 7, 15, 8, 1, 4
2020/4/1, 42, 10, 21, 8, 1, 5
2020/4/2, 30, 14, 20, 9, 1, 5
2020/4/3, 37, 15, 26, 9, 1, 5
2020/4/4, 49, 13, 31, 4, 1, 4
2020/4/5, 41, 13, 25, 7, 1, 3
2020/4/6, 37, 20, 30, 15, 1, 4
2020/4/7, 55, 41, 28, 20, 1, 3
2020/4/8, 104, 44, 29, 22, 2, 3
2020/4/9, 115, 38, 32, 18, 1, 2
2020/4/10, 95, 29, 38, 19, 2, 3
2020/4/11, 79, 23, 38, 8, 2, 3
2020/4/12, 68, 13, 31, 3, 1, 4
2020/4/13, 43, 12, 30, 5, , 3
2020/4/14, 38, 25, 23, 12, , 1
2020/4/15, 63, 43, 29, 21, 1, 
2020/4/16, 115, 18, 27, 7, , 
2020/4/17, 49, 20, 22, 7, , 
2020/4/18, 46, 17, 36, 6, , 
2020/4/20, 45, 23, 36, 7, , 
2020/4/21, 48, 23, 38, 7, , 2
2020/4/22, 59, 28, 34, 11, , 1
2020/4/23, 71, 26, 42, 11, , 2
2020/4/24, 73, 16, 28, 5, , 1
2020/4/25, 54, 17, 34, 6, , 2
2020/4/26, 54, 23, 28, 8, , 2
2020/4/27, 63, 8, 22, 7, , 
2020/4/28, 32, 13, 20, 4, , 1
2020/4/29, 35, 11, 24, 4, , 1
2020/4/30, 27, 12, 22, 14, , 1
2020/5/1, 29, 8, 28, 17, , 1
2020/5/2, 30, 12, 25, 12, , 1
2020/5/3, 39, 15, 28, 25, , 1
2020/5/4, 49, 12, 28, 25, , 2
2020/5/5, 34, 17, 29, 32, , 2
2020/5/6, 51, 22, 32, 20, , 2
2020/5/7, 61, 19, 37, 15, , 1
2020/5/8, 58, 28, 43, 38, , 1
2020/5/9, 84, 18, 36, 30, , 1
2020/5/10, 61, 10, 26, 22, , 3
2020/5/11, 29, 9, 27, 22, , 3
2020/5/12, 29, 8, 28, 23, , 3
2020/5/13, 31, 8, 28, 15, , 3
2020/5/14, 31, 11, 31, 7, , 3
2020/5/15, 36, 9, 30, 3, , 3
2020/5/16, 33, 12, 26, 4, , 2
2020/5/17, 36, 13, 24, 2, , 1
2020/5/18, 34, 11, 23, 5, , 
