date, pm25
2021/6/8, 48
2021/6/9, 53
2021/6/10, 40
2021/6/11, 36
2021/6/12, 42
2021/6/13, 53
2021/6/14, 57
2021/6/15, 51
2021/6/16, 59
2021/6/17, 54
2021/6/18, 22
2021/6/19, 19
2021/6/20, 28
2021/6/21, 35
2021/6/22, 32
2021/6/23, 42
2021/6/24, 55
2021/6/25, 40
2021/6/26, 39
2021/6/27, 60
2021/6/28, 44
2021/6/29, 55
2021/6/30, 36
2021/1/20, 23
2021/1/21, 8
2021/1/27, 28
2021/1/28, 18
2021/1/29, 21
2021/1/30, 22
2021/1/31, 28
2021/2/1, 41
2021/2/2, 33
2021/2/3, 25
2021/2/4, 25
2021/2/5, 19
2021/2/6, 26
2021/2/7, 29
2021/2/8, 20
2021/2/9, 23
2021/2/10, 22
2021/2/11, 42
2021/2/12, 48
2021/2/13, 48
2021/2/14, 38
2021/2/15, 28
2021/2/16, 22
2021/2/17, 24
2021/2/18, 16
2021/2/19, 21
2021/2/20, 52
2021/2/21, 43
2021/2/22, 57
2021/2/23, 25
2021/2/24, 25
2021/2/25, 22
2021/2/26, 34
2021/2/27, 50
2021/2/28, 42
2021/3/1, 63
2021/3/2, 83
2021/3/3, 95
2021/3/4, 35
2021/3/5, 16
2021/3/24, 24
2021/3/25, 24
2021/3/26, 26
2021/3/27, 23
2021/3/28, 22
2021/3/29, 35
2021/3/30, 51
2021/3/31, 76
2020/10/1, 43
2020/10/2, 92
2020/10/3, 38
2020/10/4, 29
2020/10/5, 44
2020/10/6, 29
2020/10/7, 29
2020/10/8, 28
2020/10/9, 33
2020/10/10, 24
2020/10/11, 23
2020/10/12, 35
2020/10/13, 29
2020/10/14, 32
2020/10/15, 24
2020/10/16, 27
2020/10/17, 28
2020/10/20, 44
2020/10/21, 22
2020/10/22, 23
2020/10/23, 18
2020/10/24, 13
2020/10/25, 14
2020/10/26, 21
2020/10/27, 20
2020/10/28, 18
2020/10/29, 18
2020/10/30, 15
2020/10/31, 17
2020/11/1, 23
2020/11/2, 20
2020/11/3, 21
2020/11/4, 40
2020/11/5, 93
2020/11/6, 89
2020/11/7, 71
2020/11/8, 75
2020/11/9, 34
2020/11/10, 27
2020/11/11, 16
2020/11/12, 19
2020/11/13, 25
2020/11/14, 26
2020/11/15, 15
2020/11/16, 18
2020/11/17, 18
2020/11/18, 20
2020/11/19, 17
2020/11/20, 23
2020/11/21, 11
2020/11/22, 16
2020/11/23, 39
2020/11/24, 20
2020/11/25, 30
2020/11/26, 40
2020/11/27, 58
2020/11/28, 79
2020/11/29, 60
2020/11/30, 37
2020/12/1, 18
2020/12/2, 42
2020/12/3, 21
2020/12/4, 27
2020/12/5, 28
2020/12/6, 42
2020/12/7, 45
2020/12/8, 56
2020/12/9, 37
2020/12/10, 29
2020/12/11, 34
2020/12/12, 30
2020/12/13, 17
2020/12/14, 24
