date, pm25, pm10, no2
2019/3/28, 68, 39, 57
2019/3/29, 94, 46, 41
2019/3/30, 120, 26, 25
2019/3/31, 61, 24, 32
2018/10/1, 22, 12, 17
2018/10/2, 31, 15, 22
2018/10/3, 42, 20, 28
2018/10/4, 57, 30, 37
2018/10/5, 74, 14, 53
2018/10/6, 44, 13, 20
2018/10/7, 35, 16, 25
2018/10/8, 43, 23, 53
2018/10/9, 58, 40, 45
2018/10/10, 108, 18, 32
2018/10/11, 52, 18, 34
2018/10/12, 41, 19, 33
2018/10/13, 45, 8, 18
2018/10/14, 28, 17, 29
2018/10/15, 46, 27, 42
2018/10/16, 68, 18, 38
2018/10/17, 48, 20, 35
2018/10/18, 50, 24, 39
2018/10/19, 63, 35, 49
2018/10/20, 87, 21, 30
2018/10/21, 60, 17, 27
2018/10/22, 38, 18, 29
2018/10/23, 42, 15, 23
2018/10/24, 43, 17, 26
2018/10/25, 49, 10, 22
2018/10/26, 28, 8, 16
2018/10/27, 29, 10, 23
2018/10/28, 30, 12, 27
2018/10/29, 33, 12, 21
2018/10/30, 36, 25, 49
2018/10/31, 63, 19, 40
2018/11/1, 60, 25, 49
2018/11/2, 64, 23, 50
2018/11/3, 59, 23, 35
2018/11/4, 65, 43, 36
2018/11/5, 110, 27, 39
2018/11/6, 72, 15, 33
2018/11/7, 38, 19, 43
2018/11/8, 44, 19, 37
2018/11/9, 46, 19, 48
2018/11/10, 47, 14, 40
2018/11/11, 37, 17, 49
2018/11/12, 46, 16, 48
2018/11/13, 46, 20, 46
2018/11/14, 57, 29, 43
2018/11/15, 73, 20, 28
2018/11/16, 64, 25, 29
2018/11/17, 78, 20, 29
2018/11/18, 61, 13, 31
2018/11/19, 39, 16, 33
2018/11/20, 53, 27, 37
2018/11/21, 79, 45, 38
2018/11/22, 121, 39, 34
2018/11/23, 102, 29, 30
2018/11/24, 81, 26, 27
2018/11/25, 71, 15, 24
2018/11/26, 49, 19, 35
2018/11/27, 59, 11, 36
2018/11/28, 39, 14, 34
2018/11/29, 40, 21, 42
2018/11/30, 43, 16, 35
2018/12/1, 44, 10, 27
2018/12/2, 36, 15, 28
2018/12/3, 37, 23, 42
2018/12/4, 59, 17, 35
2018/12/5, 46, 13, 35
2018/12/6, 33, 13, 30
2018/12/7, 32, 15, 27
2018/12/8, 34, 9, 16
2018/12/9, 26, 14, 31
2018/12/10, 35, 30, 47
2018/12/11, 71, 22, 33
2018/12/12, 59, 22, 33
2018/12/13, 63, 32, 36
2018/12/14, 81, 22, 26
2018/12/15, 66, 16, 39
