date, pm25, pm10, o3, no2, so2, co
2020/1/29, 42, 14, 10, 31, 4, 7
2020/1/30, 30, 10, 10, 29, 3, 6
2020/1/31, 21, 17, 10, 28, 2, 7
2020/2/1, 31, 19, 13, 28, 3, 7
2020/2/2, 35, 20, 17, 25, 3, 7
2020/2/3, 34, 16, 16, 17, 1, 7
2020/2/4, 22, 30, 6, 34, 3, 9
2020/2/5, 61, 34, 2, 40, 3, 7
2020/2/6, 70, 34, 5, 33, 2, 6
2020/2/7, 78, 21, 17, 30, 1, 4
2020/2/8, 38, 12, 24, 16, , 1
2020/2/9, 20, 14, 19, 33, 2, 4
2020/2/10, 25, 18, 19, 30, 1, 6
2020/2/11, 25, 15, 14, 32, 2, 6
2020/2/12, 29, 11, 12, 29, 1, 4
2020/2/13, 30, 23, 15, 34, 2, 5
2020/2/14, 41, 9, 16, 17, , 1
2020/2/15, 17, 7, 19, 24, , 2
2020/2/16, 16, 18, 20, 31, 1, 4
2020/2/17, 31, 14, 14, 32, 1, 5
2020/2/18, 26, 17, 17, 32, 2, 5
2020/2/19, 33, 11, 19, 27, 1, 3
2020/2/20, 17, 20, 18, 32, 1, 5
2020/2/21, 31, 19, 21, 24, , 3
2020/2/22, 28, 9, 19, 18, , 2
2020/2/23, 19, 10, 14, 29, 2, 3
2020/2/24, 18, 13, 13, 36, 3, 6
2020/2/25, 23, 15, 16, 26, 1, 7
2020/2/26, 22, 12, 20, 25, 1, 6
2020/2/27, 23, 14, 15, 31, 2, 5
2020/2/28, 31, 19, 19, 26, 2, 4
2020/2/29, 33, 13, 20, 27, 1, 7
2020/3/1, 23, 9, 19, 24, 1, 5
2020/3/2, 19, 22, 4, 39, 3, 9
2020/3/3, 48, 18, 14, 37, 3, 7
2020/3/4, 43, 12, 23, 17, , 2
2020/3/5, 33, 20, 19, 29, 2, 6
2020/3/6, 40, 25, 20, 37, 2, 6
2020/3/7, 54, 13, 24, 28, 1, 4
2020/3/8, 25, 15, 16, 38, 3, 5
2020/3/9, 31, 8, 15, 30, 2, 3
2020/3/10, 18, 11, 23, 37, 2, 4
2020/3/11, 18, 16, 20, 34, 2, 6
2020/3/12, 25, 17, 15, 32, 2, 6
2020/3/13, 33, 12, 19, 29, 1, 4
2020/3/14, 23, 9, 23, 25, 1, 3
2020/3/15, 19, 15, 12, 32, 1, 6
2020/3/16, 34, 15, 18, 31, 1, 4
2020/3/17, 28, 15, 18, 26, 1, 2
2020/3/18, 30, 14, 20, 11, , 1
2020/3/19, 35, 10, 23, 9, 1, 3
2020/3/20, 13, 13, 22, 15, 1, 5
2020/3/21, 24, 15, 19, 14, , 5
2020/3/22, 36, 19, 13, 29, 2, 7
2020/3/23, 47, 17, 19, 21, 1, 6
2020/3/24, 47, 27, 20, 27, 2, 8
2020/3/25, 71, 31, 30, 15, 1, 6
2020/3/26, 83, 32, 37, 8, 1, 5
2020/3/27, 82, 22, 35, 4, 1, 4
2020/3/28, 43, 10, 30, 2, , 5
2020/3/29, 14, , , , , 
2019/10/1, 28, 10, 12, 18, , 2
2019/10/2, 19, 21, 7, 40, 4, 4
2019/10/3, 53, 23, 5, 34, 3, 2
2019/10/4, 50, 15, 6, 22, 1, 1
2019/10/5, 40, 12, 18, 13, , 
2019/10/6, 27, 15, 6, 32, 3, 2
2019/10/7, 37, 23, 10, 37, 4, 3
2019/10/8, 46, 17, 9, 37, 3, 4
2019/10/9, 36, 20, 10, 36, 3, 3
2019/10/10, 39, 14, 12, 33, 2, 1
2019/10/11, 33, 13, 10, 36, 2, 2
2019/10/12, 32, 13, 9, 30, 1, 2
2019/10/13, 28, 17, 7, 29, 2, 1
2019/10/14, 39, 16, 6, 38, 4, 4
2019/10/15, 41, 19, 6, 33, 3, 4
2019/10/16, 45, 18, 7, 37, 2, 3
2019/10/17, 42, 16, 13, 35, 1, 3
2019/10/18, 34, 18, 9, 33, 2, 4
2019/10/19, 39, 13, 20, 16, , 2
2019/10/20, 32, 10, 22, 14, , 1
2019/10/21, 16, 23, 3, 33, 3, 6
2019/10/22, 55, 35, 1, 30, 2, 6
2019/10/23, 71, 31, 2, 29, 2, 4
2019/10/24, 76, 17, 18, 28, 1, 2
2019/10/25, 33, 13, 19, 21, , 1
2019/10/26, 31, 15, 13, 22, , 3
2019/10/27, 37, 16, 13, 22, , 3
2019/10/28, 43, 11, 15, 24, , 3
2019/10/29, 23, 22, 10, 30, 2, 5
2019/10/30, 50, 36, 2, 31, 3, 7
2019/10/31, 86, 19, 10, 33, 3, 5
2019/11/1, 53, 15, 14, 25, 2, 5
2019/11/2, 33, 20, 7, 33, 3, 8
2019/11/3, 47, 19, 6, 35, 3, 8
2019/11/4, 43, 13, 16, 18, 1, 4
2019/11/5, 40, 28, 10, 34, 3, 8
2019/11/6, 68, 19, 9, 39, 4, 9
2019/11/7, 43, 20, 7, 28, 2, 10
2019/11/8, 50, 19, 8, 30, 2, 9
2019/11/9, 51, 15, 12, 21, , 8
2019/11/10, 40, 17, 8, 33, 2, 9
2019/11/11, 42, 16, 8, 37, 3, 9
2019/11/12, 38, 17, 9, 42, 4, 10
2019/11/13, 41, 13, 11, 38, 3, 8
2019/11/14, 33, 14, 12, 14, , 6
2019/11/15, 37, 19, 7, 23, 1, 9
2019/11/16, 58, 25, 3, 26, 2, 11
2019/11/17, 75, 12, 14, 19, , 7
2019/11/18, 29, 32, 1, 41, 5, 13
2019/11/19, 75, 21, 6, 35, 3, 11
2019/11/20, 50, 36, 4, 32, 3, 11
2019/11/21, 83, 16, 9, 34, 2, 8
2019/11/22, 41, 18, 3, 24, 2, 7
2019/11/23, 54, 23, 8, 25, 2, 9
2019/11/24, 61, 14, 8, 27, 2, 6
2019/11/25, 39, 15, 7, 32, 2, 5
2019/11/26, 37, 15, 10, 35, 3, 6
2019/11/27, 41, 14, 14, 23, 1, 4
2019/11/28, 39, 15, 8, 23, , 5
2019/11/29, 34, 22, 4, 29, , 6
2019/11/30, 61, 10, 16, 15, 1, 4
2019/12/1, 31, 28, 8, 31, 3, 8
2019/12/2, 69, 34, , 39, 4, 9
2019/12/3, 80, 39, 1, 39, 4, 9
2019/12/4, 89, 40, 4, 35, 5, 9
2019/12/5, 88, 16, 7, 34, 2, 3
2019/12/6, 47, 15, 11, 27, 1, 5
2019/12/7, 36, 14, 15, 24, , 4
2019/12/8, 34, 13, 18, 18, 1, 5
2019/12/9, 25, 16, 6, 29, 1, 5
2019/12/10, 40, 18, 7, 36, 4, 7
2019/12/11, 44, 20, 2, 40, 3, 6
2019/12/12, 53, 15, 15, 33, 2, 4
2019/12/13, 38, 17, 11, 35, 1, 5
2019/12/14, 35, 13, 15, 31, , 4
2019/12/15, 29, 14, 12, 38, 2, 4
2019/12/16, 35, 14, 12, 34, 2, 4
2019/12/17, 47, 16, 5, 34, 1, 3
2019/12/18, 44, 17, 7, 30, 1, 2
2019/12/19, 48, 11, 9, 39, 2, 3
2019/12/20, 33, 11, 11, 32, , 2
2019/12/21, 27, 13, 13, 32, 1, 3
2019/12/22, 34, 15, 7, 33, , 4
2019/12/23, 36, 15, 17, 28, , 3
2019/12/24, 36, 12, 18, 22, 1, 5
2019/12/25, 31, 14, 16, 26, , 4
2019/12/26, 36, 16, 14, 19, , 4
2019/12/27, 50, 21, 6, 26, , 4
2019/12/28, 63, 20, 9, 25, , 4
2019/12/29, 64, , , , , 
2019/7/1, 31, 11, 21, 13, , 2
2019/7/2, 43, 16, 20, 24, 1, 3
2019/7/3, 33, 16, 20, 33, , 3
2019/7/4, 38, 19, 20, 44, 1, 3
2019/7/5, 51, 10, 14, 17, , 1
2019/7/6, 22, 16, 16, 24, , 2
2019/7/7, 29, 17, 18, 39, 1, 3
2019/7/8, 38, 21, 14, 41, 1, 3
2019/7/9, 48, 24, 12, 44, 2, 2
2019/7/10, 58, 19, 13, 30, 1, 1
2019/7/11, 48, 12, 23, 10, , 1
2019/7/12, 26, 10, 20, 7, , 1
2019/7/13, 26, 10, 19, 7, , 1
2019/7/14, 22, 12, 15, 11, , 1
2019/7/15, 22, 23, 19, 33, , 3
2019/7/16, 46, 27, 12, 59, 1, 3
2019/7/17, 52, 20, 13, 36, 1, 3
2019/7/18, 40, 18, 3, 34, 1, 5
2019/7/19, 31, 17, 6, 29, , 3
2019/7/20, 24, 19, 6, 26, , 4
2019/7/21, 23, 23, 7, 31, 1, 3
2019/7/22, 40, 28, 28, 44, , 3
2019/7/23, 49, 31, 16, 52, 2, 4
2019/7/24, 60, 32, 20, 54, 1, 3
2019/7/25, 58, 25, 7, 32, 1, 1
2019/7/26, 49, 13, 10, 15, , 
2019/7/27, 15, 15, 12, 18, , 1
2019/7/28, 17, 12, 17, 31, 1, 1
2019/7/29, 22, 1, 13, 24, , 
2019/8/6, 30, 27, 7, 28, 1, 4
2019/8/7, 29, 18, 10, 34, 1, 4
2019/8/8, 30, 18, 11, 24, , 2
2019/8/9, 31, 21, 19, 17, , 2
2019/8/10, 35, 18, 14, 19, , 3
2019/8/11, 29, 16, 13, 21, , 4
2019/8/12, 32, 14, 14, 26, , 4
2019/8/13, 26, 15, 6, 27, , 3
2019/8/14, 36, 14, 15, 19, , 3
2019/8/15, 26, 15, 5, 25, 1, 4
2019/8/16, 36, 16, 8, 21, , 3
2019/8/17, 34, 16, 10, 23, , 3
2019/8/18, 31, 18, 7, 29, 1, 4
2019/8/19, 34, 21, 14, 29, , 5
2019/8/20, 38, 21, 11, 31, 1, 5
2019/8/21, 45, 20, 13, 33, , 5
2019/8/22, 46, 20, 10, 32, , 4
2019/8/23, 48, 33, 28, 36, , 4
2019/8/24, 78, 37, 24, 39, , 4
2019/8/25, 95, 32, 23, 43, , 5
2019/8/26, 81, 26, 13, 33, 7, 4
2019/8/27, 61, 17, 12, 12, 1, 3
2019/8/28, 43, 14, 15, 9, 1, 3
2019/8/29, 30, 17, 9, 22, , 3
2019/8/30, 35, 17, 8, 25, , 2
2019/8/31, 33, 11, 19, 14, , 3
2019/9/1, 16, 18, 8, 31, 1, 4
2019/9/2, 33, 16, 12, 34, 1, 3
2019/9/3, 33, 13, 16, 17, 11, 5
2019/9/4, 13, 12, 19, 13, 11, 8
2019/9/5, 16, 19, 12, 27, 13, 11
2019/9/6, 39, 10, 18, 8, 11, 8
2019/9/7, 17, 10, 23, 12, 11, 9
2019/9/8, 18, 17, 12, 27, 7, 10
2019/9/9, 41, 19, 9, 26, 2, 9
2019/9/10, 45, 17, 7, 27, 2, 8
2019/9/11, 32, 17, 3, 29, 2, 8
2019/9/12, 38, 13, 16, 18, , 7
2019/9/13, 26, 19, 7, 32, 1, 10
2019/9/14, 40, 17, 12, 23, 1, 8
2019/9/15, 43, 16, 11, 17, 1, 6
2019/9/16, 44, 11, 17, 13, , 7
2019/9/17, 22, 18, 15, 22, , 6
2019/9/18, 28, 20, 17, 33, 1, 2
2019/9/19, 37, 27, 11, 40, 2, 2
2019/9/20, 51, 27, 10, 38, 2, 2
2019/9/21, 50, 20, 8, 31, 1, 
2019/9/22, 46, 15, 9, 31, 2, 1
2019/9/23, 28, 16, 7, 32, 2, 1
2019/9/24, 36, 15, 8, 31, 3, 1
2019/9/25, 30, 18, 8, 34, 3, 1
2019/9/26, 38, 18, 8, 32, 2, 1
2019/9/27, 38, 15, 10, 27, 1, 1
2019/9/28, 30, 10, 15, 18, 1, 
2019/9/29, 20, 16, 8, 33, 3, 2
2019/9/30, 36, 14, 20, 26, 2, 1
2019/4/1, 53, 31, 10, 43, 4, 11
2019/4/2, 82, 19, 14, 36, 3, 11
2019/4/3, 58, 18, 14, 34, 2, 10
2019/4/4, 49, 22, 16, 35, 1, 10
2019/4/5, 60, 18, 20, 15, , 6
2019/4/6, 61, 42, 18, 12, , 6
2019/4/7, 123, 45, 18, 25, 1, 8
2019/4/8, 125, 36, 31, 18, , 6
2019/4/9, 99, 18, 24, 12, , 8
2019/4/10, 51, 19, 21, 25, , 7
2019/4/11, 52, 19, 24, 24, , 5
2019/4/12, 59, 18, 26, 21, , 4
2019/4/13, 59, 24, 20, 25, , 5
2019/4/14, 70, 41, 11, 35, 2, 5
2019/4/15, 103, 52, 9, 32, 1, 3
2019/4/16, 136, 54, 11, 31, 1, 6
2019/4/17, 135, 50, 23, 31, 1, 9
2019/4/18, 123, 36, 29, 25, , 9
2019/4/19, 94, 35, 32, 24, , 8
2019/4/20, 91, 37, 35, 27, , 10
2019/4/21, 99, 52, 31, 30, 1, 10
2019/4/22, 137, 41, 17, 34, 2, 9
2019/4/23, 98, 35, 22, 37, 2, 9
2019/4/24, 87, 17, 18, 32, 2, 9
2019/4/25, 47, 21, 17, 33, 2, 9
2019/4/26, 52, 20, 21, 23, 1, 9
2019/4/27, 50, 12, 23, 11, , 8
2019/4/28, 39, 22, 15, 24, , 8
2019/4/29, 65, 30, 12, 34, 1, 9
2019/4/30, 81, 27, 18, 33, 2, 9
2019/5/1, 75, 15, 19, 21, 1, 
2019/5/2, 52, 17, 22, 25, 1, 
2019/5/3, 54, 14, 23, 10, , 
2019/5/4, 30, 22, 27, 15, , 
2019/5/5, 49, 15, 22, 22, , 
2019/5/6, 45, 23, 24, 38, 2, 
2019/5/7, 61, 21, 19, 27, 3, 9
2019/5/8, 59, 26, 12, 29, 2, 8
2019/5/9, 49, 1, 9, 38, 2, 9
2019/5/10, 17, , 26, 22, , 7
2019/5/13, 43, 17, 19, 29, 1, 9
2019/5/14, 53, 31, 19, 36, 1, 9
2019/5/15, 74, 24, 27, 25, , 8
2019/5/16, 61, 19, 22, 19, , 6
2019/5/17, 61, 26, 15, 28, , 7
2019/5/18, 75, 23, 19, 22, , 6
2019/5/19, 78, 22, 20, 22, , 6
2019/5/20, 70, 16, 27, 21, , 7
2019/5/21, 51, 21, 16, 44, 1, 10
2019/5/22, 64, 22, 10, 50, 2, 10
2019/5/23, 58, 17, 17, 21, , 6
2019/5/24, 56, 12, 20, 18, , 5
2019/5/25, 51, 16, 11, 22, 1, 6
2019/5/26, 56, 17, 15, 22, , 7
2019/5/27, 51, 10, 18, 19, 3, 6
2019/5/28, 38, 20, 6, 33, 2, 8
2019/5/29, 58, 20, 6, 29, 2, 6
2019/5/30, 58, 16, 3, 32, 2, 6
2019/5/31, 56, 18, 9, 46, 3, 5
2019/6/1, 58, 18, 15, 46, 2, 3
2019/6/2, 59, 23, 11, 50, 3, 5
2019/6/3, 58, 24, 8, 46, 2, 4
2019/6/4, 64, 19, 9, , 3, 5
2019/6/5, 50, 19, 11, , 3, 5
2019/6/6, 39, 18, 13, 30, 5, 5
2019/6/7, 78, 18, 12, 22, 2, 6
2019/6/8, 32, 17, 14, 20, 2, 6
2019/6/9, 34, 10, 14, 16, 1, 3
2019/6/10, 26, 7, 15, 13, 2, 
2019/6/11, 15, 12, 12, 25, 2, 4
2019/6/12, 30, 18, 6, 37, 2, 6
2019/6/13, 44, 21, 6, 39, 1, 6
2019/6/14, 37, 21, 7, 31, , 6
2019/6/15, 35, 17, 12, 24, , 5
2019/6/16, 33, 20, 10, 40, 1, 6
2019/6/17, 39, 21, 10, 35, 1, 6
2019/6/18, 45, 24, 11, 32, 1, 6
2019/6/19, 55, 20, 4, 41, 2, 7
2019/6/20, 42, 18, 14, 34, 1, 6
2019/6/21, 36, 18, 14, 34, 1, 7
2019/6/22, 38, 28, 20, 14, , 7
2019/6/23, 65, 37, 12, 53, 2, 8
2019/6/24, 78, 24, 18, 21, , 6
2019/6/25, 55, 15, 23, 12, , 3
2019/6/26, 41, 19, 23, 22, 1, 4
2019/6/27, 41, 26, 14, 26, 1, 4
2019/6/28, 49, 30, 20, 45, 1, 4
2019/6/29, 59, 18, 16, 22, , 4
2019/6/30, 37, 12, 18, 15, , 3
2019/1/1, 44, 14, 20, 19, , 9
2019/1/2, 47, 15, 14, 23, , 10
2019/1/3, 46, 31, 10, 25, , 11
2019/1/4, 83, 27, 15, 24, , 10
2019/1/5, 78, 26, 9, 28, , 10
2019/1/6, 70, 24, 22, 36, 2, 9
2019/1/7, 60, 18, 23, 17, , 8
2019/1/8, 40, 14, 19, 19, 1, 11
2019/1/9, 39, 34, 10, 31, 2, 11
2019/1/10, 85, 23, 9, 27, 1, 7
2019/1/11, 66, 16, 10, 31, 1, 8
2019/1/12, 47, 12, 26, 22, 1, 6
2019/1/13, 39, 17, 24, 22, , 8
2019/1/14, 44, 21, 12, 42, 4, 10
2019/1/15, 54, 14, 15, 39, 3, 8
2019/1/16, 46, 14, 15, 26, 1, 9
2019/1/17, 42, 26, 11, 40, 3, 12
2019/1/18, 59, 24, 12, 30, 1, 10
2019/1/19, 59, 31, 9, 26, 1, 11
2019/1/20, 87, 47, 7, 39, 4, 14
2019/1/21, 111, 14, 11, 38, 3, 10
2019/1/22, 33, 14, 17, 27, 1, 10
2019/1/23, 33, 38, 2, 47, 6, 15
2019/1/24, 101, 28, 2, 40, 4, 10
2019/1/25, 80, 19, 13, 35, 2, 8
2019/1/26, 48, 13, 22, 16, , 7
2019/1/27, 34, 21, 21, 23, 1, 11
2019/1/28, 41, 32, 11, 45, 4, 12
2019/1/29, 59, 20, 9, 36, 2, 11
2019/1/30, 55, 36, 9, 43, 4, 14
2019/1/31, 83, 14, 20, 20, , 9
2019/2/1, 43, 15, 17, 15, , 9
2019/2/3, 58, 19, 17, 35, 2, 9
2019/2/4, 62, 21, 3, 35, 2, 9
2019/2/5, 67, 25, 7, 41, 3, 8
2019/2/6, 65, 20, 20, 39, 3, 10
2019/2/7, 57, 16, 13, 42, 3, 9
2019/2/8, 55, 19, 17, 38, 3, 10
2019/2/9, 56, 10, 17, 34, 2, 9
2019/2/10, 48, 16, 14, 29, 1, 10
2019/2/11, 54, 32, 5, 43, 3, 11
2019/2/12, 71, 36, 8, 40, 2, 9
2019/2/13, 77, 46, 3, 42, 3, 11
2019/2/14, 94, 49, 3, 44, 4, 12
2019/2/15, 112, 42, 6, 38, 2, 9
2019/2/16, 95, 36, 12, 33, 1, 9
2019/2/17, 83, 26, 11, 37, 2, 9
2019/2/18, 62, 29, 11, 40, 3, 10
2019/2/19, 58, 26, 12, 38, 2, 9
2019/2/20, 62, 34, 7, 42, 3, 8
2019/2/21, 76, 41, 7, 46, 3, 9
2019/2/22, 101, 38, 4, 37, 2, 9
2019/2/23, 109, 44, 4, 36, 2, 11
2019/2/24, 122, 49, 2, 46, 3, 12
2019/2/25, 124, 54, 2, 51, 4, 12
2019/2/26, 130, 58, 2, 57, 5, 12
2019/2/27, 145, 37, 5, 45, 4, 8
2019/2/28, 100, 32, 12, 32, 2, 5
2019/3/1, 83, 22, 17, 33, 2, 
2019/3/2, 56, 14, 24, 27, 1, 
2019/3/3, 42, 19, 18, 36, 3, 
2019/3/4, 45, 21, 13, 38, 3, 
2019/3/5, 47, 20, 16, 37, 5, 7
2019/3/6, 54, 14, 8, 42, 3, 10
2019/3/7, 42, 32, 5, 37, 2, 9
2019/3/8, 63, , , , , 
2019/3/10, 38, 22, 16, 31, , 10
2019/3/11, 45, 15, 19, 28, 1, 8
2019/3/12, 42, 19, 14, 27, , 9
2019/3/13, 48, 16, 21, 30, 1, 8
2019/3/14, 47, 14, 9, 33, 1, 6
2019/3/15, 45, 16, 17, 27, , 6
2019/3/16, 45, 11, 15, 29, , 9
2019/3/17, 38, 20, 11, 33, , 9
2019/3/18, 53, 27, 2, 38, 2, 9
2019/3/19, 69, 24, 6, 50, 2, 8
2019/3/20, 63, 25, 7, 42, 3, 8
2019/3/21, 66, 24, 6, 39, 3, 9
2019/3/22, 70, 22, 17, 26, 1, 8
2019/3/23, 62, 21, 22, 24, , 9
2019/3/24, 56, 16, 24, 21, , 9
2019/3/25, 46, 28, 19, 35, 1, 11
2019/3/26, 66, 20, 16, 31, , 10
2019/3/27, 54, 30, 11, 43, 2, 10
2019/3/28, 74, 43, 6, 48, 3, 11
2019/3/29, 100, 50, 22, 32, 2, 10
2019/3/30, 127, 28, 24, 15, , 8
2019/3/31, 70, 24, 18, 27, 1, 10
2018/10/1, 38, 17, 10, 47, , 5
2018/10/2, 45, 20, 9, 54, , 6
2018/10/3, 54, 28, 2, 61, , 8
2018/10/4, 71, 34, 4, 75, , 9
2018/10/5, 81, 15, 17, 36, , 6
2018/10/6, 50, 15, 15, 42, , 8
2018/10/7, 39, 22, 5, 69, , 10
2018/10/8, 59, 25, 7, 73, , 9
2018/10/9, 63, 46, 4, 62, 1, 8
2018/10/10, 115, 24, 8, 53, , 7
2018/10/11, 63, 20, 11, 52, , 6
2018/10/12, 50, 22, 11, 49, , 5
2018/10/13, 54, 7, 19, 32, , 4
2018/10/14, 28, 11, 15, 25, 1, 5
2018/10/15, 55, 31, 6, 44, 5, 7
2018/10/16, 73, 22, 6, 41, 4, 7
2018/10/17, 57, 17, 11, 24, , 7
2018/10/18, 47, 21, 12, 36, 2, 10
2018/10/19, 56, 43, 1, 58, 7, 15
2018/10/20, 101, 24, 9, 34, 3, 10
2018/10/21, 68, 20, 16, 24, 1, 8
2018/10/22, 42, 24, 7, 33, 3, 8
2018/10/23, 53, 22, 7, 29, 2, 6
2018/10/24, 54, 22, 9, 33, 3, 8
2018/10/25, 58, 14, 15, 31, 2, 9
2018/10/26, 41, 6, 16, 15, 1, 9
2018/10/27, 22, 6, 18, 14, , 8
2018/10/28, 23, 7, 14, 18, 1, 10
2018/10/29, 26, 17, 15, 25, 2, 10
2018/10/30, 48, 26, 4, 44, 5, 13
2018/10/31, 67, 23, 3, 38, 4, 9
2018/11/1, 67, 32, 3, 47, 5, 13
2018/11/2, 71, 26, 5, 43, 3, 10
2018/11/3, 67, 26, 7, 35, 2, 9
2018/11/4, 69, 49, 1, 34, 4, 10
2018/11/5, 116, 33, 4, 38, 4, 9
2018/11/6, 84, 18, 13, 42, 4, 8
2018/11/7, 49, 23, 7, 45, 3, 9
2018/11/8, 48, 22, 8, 44, 3, 8
2018/11/9, 54, 20, 9, 43, 3, 7
2018/11/10, 52, 17, 7, 39, 3, 8
2018/11/11, 47, 21, 5, 50, 4, 8
2018/11/12, 52, 27, 10, 54, 4, 9
2018/11/13, 55, 26, 5, 44, 3, 8
2018/11/14, 58, 32, 2, 39, 3, 8
2018/11/15, 81, 22, 3, 29, 3, 8
2018/11/16, 66, 31, 3, 31, 2, 9
2018/11/17, 83, 20, 13, 21, , 9
2018/11/18, 57, 10, 17, 17, , 8
2018/11/19, 34, 13, 14, 19, 1, 9
2018/11/20, 49, 28, 2, 39, 3, 12
2018/11/21, 81, 47, 1, 30, 3, 13
2018/11/22, 124, 45, , 37, 4, 11
2018/11/23, 113, 29, 7, 24, 1, 9
2018/11/24, 82, 20, 8, 15, , 9
2018/11/25, 66, 15, 11, 21, 1, 9
2018/11/26, 49, 24, 3, 34, 3, 11
2018/11/27, 72, 18, 8, 40, 3, 7
2018/11/28, 52, 19, 10, 40, 3, 7
2018/11/29, 46, 24, 8, 53, 4, 10
2018/11/30, 55, 16, 6, 45, 4, 8
2018/12/1, 51, 14, 8, 35, 3, 7
2018/12/2, 42, 19, 13, 36, 3, 7
2018/12/3, 47, 27, 2, 50, 6, 12
2018/12/4, 65, 21, 10, 42, 4, 8
2018/12/5, 56, 20, 6, 44, 4, 8
2018/12/6, 55, 15, 14, 44, 3, 8
2018/12/7, 47, 20, 12, 40, 3, 8
2018/12/8, 47, 12, 20, 23, 1, 7
2018/12/9, 35, 19, 6, 36, 2, 9
2018/12/10, 50, 32, 2, 43, 4, 11
2018/12/11, 75, 24, 8, 34, 1, 10
2018/12/12, 64, 26, 4, 36, 3, 12
2018/12/13, 68, 32, 3, 43, 4, 13
2018/12/14, 84, 24, 6, 31, 2, 11
2018/12/15, 75, 21, 7, 46, 3, 9
2018/12/16, 51, 26, 7, 50, 5, 10
2018/12/17, 57, 21, 10, 38, 3, 7
2018/12/18, 54, 17, 5, 52, 4, 9
2018/12/19, 50, 20, 11, 49, 4, 9
2018/12/20, 50, 25, 9, 38, 3, 7
2018/12/21, 52, 21, 9, 41, 3, 8
2018/12/22, 54, 12, 12, 28, 2, 6
2018/12/23, 40, 19, 11, 29, 1, 9
2018/12/24, 63, 28, 2, 34, 3, 13
2018/12/25, 83, 22, 5, 31, 2, 8
2018/12/26, 68, 41, 1, 41, 5, 14
2018/12/27, 118, 36, 1, 34, 4, 13
2018/12/28, 101, 20, 6, 30, 2, 8
2018/12/29, 60, 16, 6, 29, 2, 8
2018/12/30, 60, , , , , 
2018/7/1, 60, 17, 32, 38, 1, 5
2018/7/2, 46, 18, 25, 43, 2, 5
2018/7/3, 45, 25, 20, 51, 2, 5
2018/7/4, 63, 32, 29, 60, 3, 4
2018/7/5, 81, 27, 29, 44, 2, 3
2018/7/6, 74, 33, 29, 44, 1, 3
2018/7/7, 85, 20, 32, 30, 1, 3
2018/7/8, 60, 18, 23, 38, 2, 3
2018/7/9, 58, 13, 18, 20, 1, 2
2018/7/10, 36, 9, 20, 21, 1, 2
2018/7/11, 44, 20, 20, 35, 1, 3
2018/7/12, 12, 24, 16, 50, 2, 4
2018/7/13, 65, 29, 19, 57, 3, 5
2018/7/14, 66, 24, 26, 51, 2, 4
2018/7/15, 57, 22, 15, 59, 3, 5
2018/7/16, 62, 20, 11, 50, 4, 5
2018/7/17, 41, 22, 9, 57, 4, 5
2018/7/18, 44, 24, 11, 63, 4, 6
2018/7/19, 55, 24, 14, 62, 4, 5
2018/7/20, 55, 27, 33, 47, 2, 3
2018/7/21, 69, 20, 18, 41, 2, 3
2018/7/22, 50, 23, 10, 61, 4, 4
2018/7/23, 45, 25, 9, 60, 4, 4
2018/7/24, 64, 23, 11, 53, 3, 3
2018/7/25, 65, 37, 13, 70, 4, 4
2018/7/26, 88, 30, 14, 60, 4, 4
2018/7/27, 74, 24, 12, 33, 2, 4
2018/7/28, 49, 16, 11, 31, 2, 2
2018/7/29, 38, 18, 6, 33, 3, 3
2018/7/30, 47, 21, 7, 43, 3, 4
2018/7/31, 52, 23, 7, 48, 3, 5
2018/8/1, 57, 23, 9, 49, 3, 4
2018/8/2, 57, 19, 22, 44, 2, 2
2018/8/3, 51, 12, 26, 22, 1, 2
2018/8/4, 39, 17, 20, 34, 1, 3
2018/8/5, 48, 26, 15, 64, 3, 5
2018/8/6, 67, 27, 10, 63, 4, 4
2018/8/7, 75, 18, 8, 45, 3, 4
2018/8/8, 50, 17, 8, 34, 3, 3
2018/8/9, 37, 17, 7, 37, 3, 4
2018/8/10, 49, 19, 9, 35, 2, 4
2018/8/11, 49, 16, 8, 33, 2, 3
2018/8/12, 48, 16, 11, 27, 2, 2
2018/8/13, 48, 17, 9, 33, 2, 3
2018/8/14, 50, 22, 6, 40, 3, 4
2018/8/15, 57, 22, 7, 39, 4, 4
2018/8/16, 58, 21, 5, 41, 4, 5
2018/8/17, 53, 21, 5, 35, 3, 4
2018/8/18, 52, 18, 8, 27, 2, 2
2018/8/19, 52, 18, 4, 34, 3, 3
2018/8/20, 49, 16, 6, 39, 3, 3
2018/8/21, 49, 21, 3, 39, 4, 4
2018/8/22, 63, 16, 8, 29, 3, 2
2018/8/23, 51, 16, 7, 35, 4, 3
2018/8/24, 44, 13, 13, 27, 3, 3
2018/8/25, 37, 18, 4, 34, 4, 3
2018/8/26, 52, 15, 5, 28, 3, 2
2018/8/27, 47, 20, 6, 40, 4, 4
2018/8/28, 57, 15, 11, 26, 2, 1
2018/8/29, 51, 15, 12, 24, 2, 2
2018/8/30, 47, 21, 10, 36, 2, 3
2018/8/31, 59, 26, 10, 49, 4, 4
2018/9/1, 67, 26, 19, 41, 3, 4
2018/9/2, 72, 26, 27, 40, 2, 3
2018/9/3, 74, 17, 19, 23, 1, 1
2018/9/4, 58, 16, 18, 23, 1, 1
2018/9/5, 54, 20, 11, 34, 3, 3
2018/9/6, 59, 18, 11, 35, 3, 4
