Middle Super Output Area,MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000598,Kingston upon Thames 001,38,63, -   , -   , -   ,"4,101","4,685",252, -   , -   ,108, -   , -   , -   , -   , -   , -   ,9
E02000599,Kingston upon Thames 002,20,84, -   , -   , -   ,613,"4,685", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000600,Kingston upon Thames 003,220,"6,234", -   , -   ,804,"3,515","4,179", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000601,Kingston upon Thames 004,96,"2,731", -   , -   , -   ,"5,937","5,432",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000602,Kingston upon Thames 005,139,"3,949", -   , -   , -   ,"4,072","4,825",504, -   ,560,"1,282", -   , -   , -   , -   , -   , -   ,15
E02000603,Kingston upon Thames 006,298,"7,825", -   , -   , -   ,361,"8,942", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,468",21
E02000604,Kingston upon Thames 007,415,"9,983", -   , -   , -   ,"4,160","5,128",378, -   , -   ,542, -   , -   , -   , -   , -   , -   ,21
E02000605,Kingston upon Thames 008,332,"8,155", -   , -   , -   ,"3,105","4,369", -   ,"7,790", -   , -   , -   , -   , -   , -   , -   ,"3,376",27
E02000606,Kingston upon Thames 009,131,"3,725", -   ,"20,752", -   ,"3,720","13,851",252, -   , -   ,542, -   , -   , -   , -   , -   ,"6,609",50
E02000607,Kingston upon Thames 010,218,"5,210", -   , -   ,"11,093","3,603","4,685", -   , -   , -   , -   , -   ,"248,877", -   , -   , -   ,"6,299",280
E02000608,Kingston upon Thames 011,130,"3,687", -   , -   , -   ,"6,093","8,767", -   , -   , -   ,650, -   , -   , -   , -   , -   , -   ,19
E02000609,Kingston upon Thames 012,196,"5,037", -   , -   , -   ,613,982,126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,113",10
E02000610,Kingston upon Thames 013,223,"6,361", -   , -   , -   ,"3,369","4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000611,Kingston upon Thames 014,426,"8,847", -   , -   , -   ,613,994, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"6,634",18
E02000612,Kingston upon Thames 015,518,"14,433", -   , -   , -   ,613,"4,685", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,439",24
E02000613,Kingston upon Thames 016,135,"3,847", -   , -   , -   ,613,"1,005", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000614,Kingston upon Thames 017,"1,295","35,488", -   , -   , -   ,"3,515","4,141", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,797",48
E02000615,Kingston upon Thames 018,349,"8,737", -   , -   , -   ,"3,076","4,141",126, -   , -   ,217, -   , -   , -   , -   , -   ,"6,566",23
E02000616,Kingston upon Thames 019,181,"4,504", -   , -   , -   ,613,"4,685", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,600",13
E02000617,Kingston upon Thames 020,"1,478","41,449", -   , -   , -   ,"4,072","3,799",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,622",55
E02000618,Lambeth 001,80,"2,274","26,063", -   , -   ,"6,171","20,981",126, -   , -   ,217, -   , -   ,131, -   ,"2,553","3,134",62
E02000619,Lambeth 002,77,"2,188", -   , -   , -   ,"3,955",725, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,106",10
E02000620,Lambeth 003,96,"2,639","12,283", -   , -   ,"6,015","4,217", -   , -   , -   ,"1,282", -   , -   ,131, -   ,"2,896","7,496",37
E02000621,Lambeth 004,67,"1,902", -   , -   , -   ,"6,836","9,293", -   , -   , -   ,108, -   , -   ,131, -   , -   ,"3,788",22
E02000622,Lambeth 005,156,"4,431", -   , -   , -   ,"3,398",947, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,955",12
E02000623,Lambeth 006,43,"1,227", -   , -   , -   ,503,783, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,002",6
E02000624,Lambeth 007,110,"3,011", -   , -   , -   ,303,865, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,040",7
E02000625,Lambeth 008,99,"2,826", -   , -   , -   ,"3,281","1,075", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"3,500",11
E02000626,Lambeth 009,40,"1,137", -   , -   , -   ,410,795, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,278",6
E02000627,Lambeth 010,32,907, -   , -   , -   ,439,865, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,394",6
E02000628,Lambeth 011,95,"2,707", -   , -   , -   ,420,"4,939", -   , -   , -   ,108, -   , -   ,262, -   , -   ,"3,891",12
E02000629,Lambeth 012,28,728, -   , -   , -   ,"2,930","4,673", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,322",12
E02000630,Lambeth 013,90,"2,568","13,444", -   , -   ,"3,486","5,508", -   , -   , -   , -   , -   , -   , -   , -   ,"2,492","2,602",30
E02000631,Lambeth 014,190,"5,419","136,135", -   , -   ,503,958, -   , -   ,"1,882", -   , -   , -   , -   , -   ,"7,573","3,276",156
E02000632,Lambeth 015,11,323, -   , -   , -   ,"3,750","4,407", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"3,536",12
E02000633,Lambeth 016,96,"2,732","17,813", -   , -   ,425,"3,875", -   , -   , -   ,"1,390", -   , -   , -   , -   ,"2,678","3,072",32
E02000634,Lambeth 017,55,"1,568", -   , -   , -   ,"2,930","10,286", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,657",18
E02000635,Lambeth 018, -   , -   , -   , -   , -   ,308,877, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"6,540",8
E02000636,Lambeth 019,336,"9,549", -   , -   , -   ,503,"10,345", -   , -   , -   ,"1,282", -   , -   ,131, -   , -   ,"2,676",25
E02000637,Lambeth 020,1,20, -   , -   , -   ,"3,486",970, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,967",8
E02000638,Lambeth 021,153,"4,284", -   , -   , -   ,503,947, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,419",9
E02000639,Lambeth 022,153,"4,357", -   , -   , -   ,503,"5,660", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,341",14
E02000640,Lambeth 023,60,"1,702", -   , -   , -   ,"3,047","4,222", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,283",12
E02000641,Lambeth 024,0,6, -   , -   , -   ,503,994, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000642,Lambeth 025,111,60, -   , -   , -   ,464,"1,146", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"3,554",6
E02000643,Lambeth 026,85,"2,407", -   , -   , -   ,503,958, -   , -   , -   ,325, -   , -   , -   , -   , -   ,"12,662",17
E02000644,Lambeth 027,43,"1,233", -   , -   , -   ,503,"1,075", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,3
E02000645,Lambeth 028,6,95,"29,373", -   , -   ,273,"1,052", -   , -   , -   , -   , -   , -   , -   , -   ,"2,427","3,319",37
E02000646,Lambeth 029,76,"2,170", -   , -   , -   ,478,"4,787", -   , -   , -   ,650, -   , -   , -   , -   , -   , -   ,8
E02000647,Lambeth 030,44,"1,244", -   , -   , -   ,503,"4,222", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000648,Lambeth 031,4,1, -   , -   , -   ,503,"4,222", -   , -   ,998, -   , -   , -   , -   , -   , -   ,"2,766",8
E02000649,Lambeth 032,36,"1,013", -   , -   , -   ,381,958, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,892",6
E02000650,Lambeth 033,165,"4,701", -   , -   , -   ,347,"1,017", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,985",9
E02000651,Lambeth 034,55,"1,552", -   , -   , -   ,449,"4,445", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,117",10
E02000652,Lambeth 035,41,807, -   , -   , -   ,464,"4,222", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,725",8
E02000653,Lewisham 001,179,"4,932", -   , -   , -   ,"3,193","4,977", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,072",16
E02000654,Lewisham 002,236,"6,621", -   , -   , -   ,410,877,252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,154",12
E02000655,Lewisham 003,138,"3,939", -   , -   ,"413,910",374,"8,825",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,318",431
E02000656,Lewisham 004,169,"4,543","107,777", -   , -   ,391,888,126, -   , -   , -   , -   , -   , -   , -   ,"7,355","3,377",125
E02000657,Lewisham 005,90,"2,075", -   , -   , -   ,342,923,126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,425",7
E02000658,Lewisham 006,124,"3,530", -   , -   , -   ,376,900,126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,229",8
E02000659,Lewisham 007,369,"10,490", -   , -   , -   ,464,"8,825",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,902",23
E02000660,Lewisham 008,83,"2,357", -   , -   , -   ,361,830, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,022",7
E02000661,Lewisham 009,770,"21,726", -   , -   , -   ,371,"10,462", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,299",36
E02000662,Lewisham 010,114,"2,717", -   , -   , -   ,249,748,126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,913",7
E02000663,Lewisham 011,127,"3,615", -   , -   , -   ,374,"4,255", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,708",11
E02000664,Lewisham 012,275,"7,696", -   , -   , -   ,425,"5,166",252, -   , -   ,"1,390", -   , -   , -   , -   , -   ,"3,571",19
E02000665,Lewisham 013,60,"1,628","13,629", -   , -   ,415,"3,875", -   , -   , -   , -   , -   , -   , -   , -   ,"1,746","5,269",27
E02000666,Lewisham 014,225,"6,415", -   , -   , -   ,374,"1,017", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,880",11
E02000667,Lewisham 015,102,"2,899", -   , -   , -   ,342,"1,017",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,476",7
E02000668,Lewisham 016,32,900, -   , -   , -   ,374,"4,293", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000669,Lewisham 017,19,548, -   , -   , -   ,366,"1,005", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,861",5
E02000670,Lewisham 018,169,"4,647", -   , -   , -   ,332,"4,559", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,556",15
E02000671,Lewisham 019,176,"4,929", -   , -   , -   ,366,970,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000672,Lewisham 020,319,"9,072", -   , -   , -   ,342,"3,875",378, -   , -   ,"2,148", -   , -   , -   , -   , -   ,"3,175",19
E02000673,Lewisham 021,89,"2,541", -   , -   , -   ,317,"4,065",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,7
E02000674,Lewisham 022,14,101, -   , -   , -   ,374,853, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
E02000675,Lewisham 023,225,"5,374", -   , -   , -   ,374,912, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,155",10
E02000676,Lewisham 024,35,913,"18,276", -   , -   ,430,900, -   , -   , -   ,108, -   , -   , -   , -   ,"1,546", -   ,22
E02000677,Lewisham 025,31,763, -   , -   , -   ,347,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,806",8
E02000678,Lewisham 026,167,"4,351", -   , -   , -   ,374,"3,864", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000679,Lewisham 027,195,"5,240", -   , -   , -   ,374,958, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,904",10
E02000680,Lewisham 028,131,"3,726","89,451", -   , -   ,308,923,252, -   , -   , -   , -   , -   , -   , -   ,"9,346", -   ,104
E02000681,Lewisham 029,536,"12,245", -   , -   , -   ,374,"9,000",252, -   , -   , -   , -   , -   , -   , -   , -   ,"6,118",29
E02000682,Lewisham 030,246,"6,657","19,859", -   , -   ,374,"3,864",126, -   , -   , -   , -   , -   , -   , -   ,"2,877", -   ,34
E02000683,Lewisham 031,102,"2,374", -   , -   , -   ,371,"4,711", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,563",10
E02000684,Lewisham 032,192,"5,433", -   , -   , -   ,374,"3,951",252, -   , -   ,217, -   , -   , -   , -   , -   ,"5,262",16
E02000685,Lewisham 033,256,"6,746", -   , -   , -   ,374,"1,110",252, -   , -   ,217, -   , -   , -   , -   , -   , -   ,9
E02000686,Lewisham 034,997,"27,802", -   , -   , -   ,361,994,252, -   , -   ,108, -   , -   , -   , -   , -   ,"2,620",33
E02000687,Lewisham 035,35,639, -   , -   , -   ,391,"1,005", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,3
E02000688,Lewisham 036,647,"18,056", -   , -   , -   ,374,"5,204", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,827",27
E02000689,Merton 001,77,"1,139","228,774", -   , -   ,550,"9,468",126, -   , -   , -   , -   , -   , -   ,"51,100","25,334","3,296",320
E02000690,Merton 002,366,"10,164", -   , -   , -   ,"15,804","4,882",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
E02000691,Merton 003,33,829, -   , -   , -   ,"6,054","14,903", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,22
E02000692,Merton 004,27,775, -   , -   , -   ,"7,265","12,390",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,21
E02000693,Merton 005,218,"6,197", -   , -   , -   ,454,"11,923",252, -   , -   ,108, -   , -   , -   , -   , -   ,"3,677",23
E02000694,Merton 006,68,"1,895", -   , -   , -   ,"3,486","5,318",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,666",15
E02000695,Merton 007,42,267, -   , -   , -   ,550,"1,099", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,386",5
E02000696,Merton 008,75,"1,878","28,908", -   , -   ,550,994, -   , -   , -   , -   , -   , -   , -   , -   ,"2,416","3,479",38
E02000697,Merton 009,148,"4,211","51,236", -   , -   ,"6,406","9,702",126, -   , -   ,542, -   , -   ,131, -   ,"3,547","9,586",86
E02000698,Merton 010,531,"13,618", -   , -   , -   ,"3,515","4,882", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23
E02000699,Merton 011,126,"3,585","13,761", -   , -   ,459,"3,951", -   , -   , -   , -   , -   , -   , -   , -   ,"3,244","3,320",28
E02000700,Merton 012,146,"2,849", -   , -   , -   ,435,"4,882", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,428",12
E02000701,Merton 013,232,"5,740", -   , -   , -   ,"3,047","4,027",126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,602",17
E02000702,Merton 014,849,"24,154", -   , -   , -   ,550,"3,913", -   , -   ,560, -   , -   , -   , -   , -   , -   ,"3,138",33
E02000703,Merton 015,133,"3,772", -   , -   , -   ,"3,164",970, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,154",11
E02000704,Merton 016,645,"16,712", -   , -   , -   ,"2,988","4,407",252, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"13,184",39
E02000705,Merton 017,300,"8,106", -   , -   , -   ,550,"4,141", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,481",17
E02000706,Merton 018,112,"3,177", -   , -   , -   ,395,"1,146",126, -   , -   ,"1,607", -   , -   , -   , -   , -   ,"3,528",10
E02000707,Merton 019,573,"16,001", -   , -   , -   ,550,"4,882", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,054",25
E02000708,Merton 020,636,"17,828", -   , -   , -   ,474,"11,806", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,446",34
E02000709,Merton 021,488,"12,842", -   , -   , -   ,550,900, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"9,972",25
E02000710,Merton 022,176,"4,962", -   , -   , -   ,342,"1,157",126, -   , -   , -   , -   , -   , -   , -   , -   ,"28,182",35
E02000711,Merton 023,224,"6,383", -   , -   , -   ,312,"3,989", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,11
E02000712,Merton 024,753,"20,546", -   , -   , -   ,469,888, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23
E02000713,Merton 025,231,"6,583", -   , -   , -   ,352,"3,913", -   , -   ,560, -   , -   , -   , -   , -   , -   ,"2,908",15
E02000714,Newham 001,23,645, -   , -   , -   ,244,783, -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,2
E02000715,Newham 002,34,960, -   , -   , -   ,416,"1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,300",5
E02000716,Newham 003,21,34, -   , -   , -   ,416,970, -   , -   ,560,217, -   , -   , -   , -   , -   ,"7,165",9
E02000717,Newham 004,22,631, -   , -   , -   ,356,"1,122", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000718,Newham 005,253,"6,992", -   , -   , -   ,416,251, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,175",16
E02000719,Newham 006,37,"1,041", -   , -   , -   ,416,"1,087", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000720,Newham 007,4,120, -   , -   , -   ,416,"3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
E02000721,Newham 008,14,403, -   , -   , -   ,435,947, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000722,Newham 009,13,374, -   , -   , -   ,425,"1,005",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000723,Newham 010,93,"2,654", -   , -   , -   ,405,"4,293", -   , -   , -   ,650, -   , -   , -   , -   , -   , -   ,8
E02000724,Newham 011,8,239, -   , -   , -   ,416,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000725,Newham 012,28,786, -   , -   , -   ,"3,222","5,584",126, -   , -   ,433, -   , -   , -   , -   , -   , -   ,10
E02000726,Newham 013,676,"18,229", -   , -   , -   ,"3,164","4,483", -   , -   ,499,108, -   , -   , -   , -   , -   ,"17,277",44
E02000727,Newham 014,14,362, -   , -   , -   ,376,"4,331", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000728,Newham 015,177,"5,042", -   , -   , -   ,416,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,834",10
E02000729,Newham 016, -   , -   , -   , -   , -   ,416,736, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
E02000730,Newham 017, -   , -   , -   , -   , -   ,347,"3,951", -   ,"7,790", -   ,217, -   , -   , -   , -   , -   , -   ,12
E02000731,Newham 018,31,879, -   , -   , -   ,347,"5,508", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,7
E02000732,Newham 019,74,"2,102", -   , -   , -   ,416,"3,875", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000733,Newham 020,95,"2,702", -   , -   , -   ,395,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,636",12
E02000734,Newham 021,32,906, -   , -   , -   ,416,970,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000735,Newham 022,80,"1,599", -   , -   , -   ,415,982, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000736,Newham 023,477,"11,140", -   , -   , -   ,308,"3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,677",25
E02000737,Newham 024,207,"5,898","10,262", -   , -   ,347,"1,017",126, -   , -   , -   , -   , -   , -   , -   ,"2,419", -   ,20
E02000738,Newham 025,15,421, -   , -   , -   ,416,888, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000739,Newham 026,75,"2,136", -   , -   , -   ,391,970, -   , -   ,499, -   , -   , -   , -   , -   , -   ,"15,608",20
E02000740,Newham 027,291,"8,292", -   , -   , -   ,416,701, -   , -   ,560, -   , -   , -   , -   , -   , -   ,"2,149",12
E02000741,Newham 028,211,"6,015", -   , -   , -   ,410,"3,837", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,055",16
E02000742,Newham 029,142,"4,049", -   , -   , -   ,416,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,431",14
E02000743,Newham 030,54,"1,529", -   , -   , -   ,420,970,126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,402",6
E02000744,Newham 031,72,"2,041", -   , -   , -   ,352,"1,122",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,248",6
E02000745,Newham 032,169,"4,805", -   , -   , -   ,416,771, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,635",9
E02000746,Newham 033,"1,592","44,950", -   ,"438,748","74,898","3,633","9,760", -   , -   , -   ,"2,672", -   ,"4,132,666", -   , -   , -   ,"2,372","4,711"
E02000747,Newham 034,380,"10,827","229,766","160,084",804,416,"4,331",252, -   , -   , -   , -   , -   , -   ,"51,100","13,442","2,824",474
E02000748,Newham 035,791,"21,674", -   , -   , -   ,416,"1,110", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"2,166",27
E02000749,Newham 036,296,"7,837", -   , -   , -   ,416,982, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,521",12
E02000750,Newham 037,768,"21,845","35,173", -   ,"11,192","4,013","1,110", -   ,"7,790",499, -   , -   , -   , -   , -   ,"1,971","2,695",87
E02000751,Redbridge 001,560,"15,847", -   , -   , -   ,462,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,901",22
E02000752,Redbridge 002,"2,175","61,910", -   , -   , -   ,386,"1,017", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,65
E02000753,Redbridge 003,76,"2,170", -   , -   , -   ,462,"3,954", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,7
E02000754,Redbridge 004,496,"14,112", -   , -   , -   ,462,"3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,546",22
E02000755,Redbridge 005,612,"17,085", -   , -   , -   ,361,"1,029", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"9,341",29
E02000756,Redbridge 006,"1,666","45,560", -   , -   , -   ,425,"4,635",252, -   , -   ,108, -   , -   , -   , -   , -   , -   ,53
E02000757,Redbridge 007,160,"4,266","35,128", -   , -   ,"3,164","5,204",378, -   , -   ,542, -   , -   , -   , -   ,"1,879", -   ,51
E02000758,Redbridge 008,340,"9,667", -   , -   , -   ,462,"3,954",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000759,Redbridge 009,868,"23,266", -   , -   , -   ,"3,164","1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"9,541",38
E02000760,Redbridge 010,161,"3,543","255,456", -   , -   ,462,"3,954", -   , -   , -   ,217, -   , -   , -   , -   ,"11,038", -   ,275
E02000761,Redbridge 011,213,"6,056", -   , -   , -   ,322,"3,954", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000762,Redbridge 012,43,"1,213", -   , -   , -   ,462,"1,087", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000763,Redbridge 013,"1,866","52,246", -   , -   , -   ,462,"4,711",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,60
E02000764,Redbridge 014,342,"9,735", -   , -   , -   ,"16,686","5,090",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,32
E02000765,Redbridge 015,34,958, -   , -   , -   ,462,"3,799", -   , -   , -   ,"1,390", -   , -   , -   , -   , -   , -   ,7
E02000766,Redbridge 016,372,"10,218", -   , -   , -   ,"3,457","3,954", -   , -   , -   ,"1,282", -   , -   , -   ,"51,100", -   ,"2,556",73
E02000767,Redbridge 017,77,"2,182", -   , -   , -   ,430,"5,508", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000768,Redbridge 018,489,"10,536", -   , -   , -   ,462,"3,954",252, -   , -   , -   , -   , -   , -   , -   , -   ,"9,611",25
E02000769,Redbridge 019,119,"3,033", -   , -   , -   ,462,"4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000770,Redbridge 020,478,"13,249", -   , -   , -   ,361,795,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000771,Redbridge 021,5,130, -   , -   , -   ,462,"1,157", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000772,Redbridge 022,401,"10,804", -   , -   , -   ,464,"5,660",252, -   ,264,"1,282", -   , -   , -   , -   , -   , -   ,19
E02000773,Redbridge 023,22,275, -   , -   , -   ,381,982,252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000774,Redbridge 024,44,"1,265", -   , -   , -   ,435,"1,040",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000775,Redbridge 025,11,319, -   , -   , -   ,462,"3,954", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000776,Redbridge 026,2,53, -   , -   , -   ,410,"1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000777,Redbridge 027,"1,733","48,605", -   , -   , -   ,462,"3,954", -   , -   ,560, -   , -   , -   , -   , -   , -   ,"10,375",66
E02000778,Redbridge 028,409,"10,021", -   , -   , -   ,"3,222","1,040", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000779,Redbridge 029,234,"6,656", -   , -   , -   ,405,"1,005", -   , -   , -   ,650, -   , -   , -   , -   , -   ,"20,508",29
E02000780,Redbridge 030,72,"2,052", -   , -   , -   ,420,"5,242",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000781,Redbridge 031,274,"7,168", -   , -   , -   ,259,"1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000782,Redbridge 032,134,"3,522", -   , -   , -   ,449,"4,293",126, -   , -   ,108, -   , -   , -   , -   , -   ,"8,912",18
E02000783,Redbridge 033,157,"3,882", -   , -   , -   ,462,807, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000784,Richmond upon Thames 001,"1,212","33,618", -   , -   , -   ,"6,289","11,806", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,53
E02000785,Richmond upon Thames 002,18,242, -   , -   , -   ,"6,523","4,977",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,856",16
E02000786,Richmond upon Thames 003,664,"18,635","39,877","12,451", -   ,"6,836","9,059",252, -   , -   ,108, -   , -   , -   , -   ,"1,764","4,548",94
E02000787,Richmond upon Thames 004,221,"4,721", -   , -   , -   ,"3,017","11,689",126, -   ,560,108, -   , -   , -   , -   , -   ,"7,940",28
E02000788,Richmond upon Thames 005,129,"2,417", -   , -   , -   ,"4,248","8,767", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,16
E02000789,Richmond upon Thames 006,23,136, -   , -   , -   ,"16,245","10,169", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,572",29
E02000790,Richmond upon Thames 007,89,"2,365", -   , -   , -   ,"6,093","1,064", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,10
E02000791,Richmond upon Thames 008,260,"7,319", -   , -   , -   ,"17,053","17,299",378, -   , -   ,433, -   , -   , -   , -   , -   ,"2,445",45
