Middle Super Output Area,MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000216,Croydon 023,798,"21,899", -   , -   , -   ,410,"1,090", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,24
E02000217,Croydon 024,251,"7,142", -   , -   , -   ,459,"5,508",126, -   , -   ,"1,499", -   , -   , -   , -   , -   ,"3,219",18
E02000218,Croydon 025,111,"3,151", -   , -   , -   ,410,"1,090",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,5
E02000219,Croydon 026,"1,745","49,653", -   , -   , -   ,469,"4,103",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,56
E02000220,Croydon 027,166,"4,724", -   , -   , -   ,"3,193","4,065",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,616",16
E02000221,Croydon 028,"1,169","33,141", -   , -   , -   ,444,"5,622",504, -   , -   , -   ,"9,167", -   , -   , -   , -   ,"6,627",57
E02000222,Croydon 029,288,"8,200", -   , -   , -   ,"3,164",795,126, -   , -   , -   , -   , -   , -   , -   , -   ,"5,819",18
E02000223,Croydon 030,231,"6,564", -   , -   , -   ,410,234, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000224,Croydon 031,159,"3,140", -   , -   , -   ,420,958,126, -   , -   , -   , -   , -   , -   , -   , -   ,"8,176",13
E02000225,Croydon 032,480,"12,963", -   , -   , -   ,234,"1,090",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000226,Croydon 033,936,"26,633", -   , -   , -   ,405,"4,673", -   , -   , -   ,325, -   , -   , -   , -   , -   , -   ,33
E02000227,Croydon 034,1,42, -   , -   , -   ,410,"1,090",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000228,Croydon 035,570,"15,748", -   , -   , -   ,410,"1,090", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,18
E02000229,Croydon 036,239,"6,672", -   , -   , -   ,410,"1,029", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000230,Croydon 037,208,"4,293", -   , -   , -   ,"3,164","5,622",126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"8,599",23
E02000231,Croydon 038,43,"1,210", -   , -   , -   ,410,"1,090",252, -   , -   ,217, -   , -   , -   , -   , -   ,"5,443",9
E02000232,Croydon 039,"1,429","40,682", -   , -   , -   ,410,"1,090",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,44
E02000233,Croydon 040,107,"3,033", -   , -   , -   ,"3,281",620, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000234,Croydon 041,765,"20,702", -   , -   , -   ,"3,135",900, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,954",28
E02000235,Croydon 042,"1,611","45,032", -   , -   , -   ,410,"1,090", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,48
E02000236,Croydon 043,720,"20,182", -   , -   , -   ,395,713, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,863",25
E02000237,Croydon 044,729,"20,736", -   , -   , -   ,439,"1,090", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,862",26
E02000238,Ealing 001,274,"7,780", -   , -   , -   ,561,"5,095",252, -   , -   ,217, -   , -   , -   , -   , -   , -   ,14
E02000239,Ealing 002,"1,648","46,051", -   , -   , -   ,322,"1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,49
E02000240,Ealing 003,656,"18,669", -   , -   , -   ,"3,720","5,095", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,28
E02000241,Ealing 004,268,"6,511", -   , -   , -   ,561,"4,749", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,405",14
E02000242,Ealing 005,34,519, -   , -   , -   ,459,"5,584", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,429",9
E02000243,Ealing 006,"1,100","30,956", -   , -   , -   ,"5,859","4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,014",45
E02000244,Ealing 007,641,"18,255", -   , -   , -   ,561,"9,760", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"4,964",35
E02000245,Ealing 008,"1,064","30,260", -   , -   , -   ,561,"5,095", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,37
E02000246,Ealing 009,"1,069","30,067", -   , -   , -   ,"3,603","5,204", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"3,188",43
E02000247,Ealing 010,441,"12,564", -   , -   , -   ,483,"3,989",126, -   , -   , -   , -   , -   , -   , -   , -   ,"6,714",24
E02000248,Ealing 011,322,"8,476", -   , -   , -   ,"3,545","5,095", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
E02000249,Ealing 012,225,"4,831", -   , -   , -   ,454,"4,825", -   , -   , -   ,650, -   , -   , -   , -   , -   ,"9,208",20
E02000250,Ealing 013,273,"6,723", -   , -   , -   ,561,"5,095", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
E02000251,Ealing 014,181,"4,891", -   , -   , -   ,561,"5,095",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000252,Ealing 015,147,"4,061", -   , -   , -   ,478,"5,095",252, -   ,499,"1,390","20,836", -   , -   ,"51,100", -   ,"3,353",87
E02000253,Ealing 016,299,"7,983", -   , -   , -   ,561,"5,095",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,687",18
E02000254,Ealing 017,292,"8,104", -   , -   , -   ,561,"4,673", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000255,Ealing 018,578,"15,174", -   , -   , -   ,"3,633","5,095",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,506",28
E02000256,Ealing 019,31,873, -   , -   , -   ,"6,757","4,901",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
E02000257,Ealing 020,272,"7,748", -   , -   , -   ,"4,160","14,728",126, -   , -   ,758, -   , -   , -   , -   , -   , -   ,28
E02000258,Ealing 021,221,"5,484", -   , -   , -   ,561,"5,095", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000259,Ealing 022,722,"19,686", -   , -   , -   ,561,"5,095", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,274",28
E02000260,Ealing 023,174,"4,200", -   , -   , -   ,454,"13,384",378, -   , -   ,217, -   , -   , -   , -   , -   , -   ,19
E02000261,Ealing 024,387,"10,140", -   , -   , -   ,"2,930","1,064",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,717",19
E02000262,Ealing 025,46,"1,298", -   , -   , -   ,"3,135","3,875",252, -   , -   ,"1,715", -   , -   , -   , -   , -   , -   ,10
E02000263,Ealing 026,381,"10,591", -   , -   , -   ,"3,310","9,936",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,24
E02000264,Ealing 027,356,"9,983", -   , -   , -   ,"3,398","4,673",252, -   , -   ,108, -   , -   , -   , -   , -   , -   ,19
E02000265,Ealing 028,45,259, -   , -   , -   ,"3,457","4,825",252, -   , -   ,217, -   , -   , -   , -   , -   , -   ,9
E02000266,Ealing 029,495,"13,052", -   , -   , -   ,"3,047","1,064",126, -   , -   , -   , -   , -   , -   , -   , -   ,"10,408",28
E02000267,Ealing 030,22,59, -   , -   , -   ,391,"4,445",252, -   , -   ,433, -   , -   , -   , -   , -   ,"2,498",8
E02000268,Ealing 031,174,"3,006", -   , -   , -   ,"6,484","9,936",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,20
E02000269,Ealing 032,55,"1,552", -   , -   , -   ,"6,015","8,767",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,17
E02000270,Ealing 033,99,"2,530", -   , -   , -   ,347,"1,110",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
E02000271,Ealing 034,5,130, -   , -   , -   ,"2,930","4,293",126, -   , -   , -   , -   , -   , -   , -   , -   ,"19,991",27
E02000272,Ealing 035,492,"13,049", -   , -   , -   ,474,"4,331",126, -   , -   , -   , -   , -   , -   , -   , -   ,"9,345",28
E02000273,Ealing 036,122,"3,485", -   , -   , -   ,"6,796","4,977",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,774",18
E02000274,Ealing 037,118,"3,370", -   , -   , -   ,425,"5,053",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000275,Ealing 038,100,"2,189", -   , -   , -   ,561,"8,825", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
E02000276,Ealing 039,137,"3,221", -   , -   , -   ,"3,808","5,204", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"9,016",21
E02000277,Enfield 001,228,"5,635", -   , -   , -   ,480,970,126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000278,Enfield 002,304,"7,406", -   , -   , -   ,480,"4,445", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,347",16
E02000279,Enfield 003,678,"19,004", -   , -   , -   ,"3,545","1,052",126, -   , -   ,108, -   , -   , -   , -   , -   ,"6,883",31
E02000280,Enfield 004,161,"3,048", -   , -   , -   ,425,865,126, -   , -   , -   , -   , -   , -   , -   , -   ,"9,250",14
E02000281,Enfield 005,523,"11,634", -   , -   , -   ,"2,959","4,818", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
E02000282,Enfield 006,381,"10,696", -   , -   , -   ,483,"4,483", -   , -   ,560,108, -   , -   , -   , -   , -   ,"3,301",20
E02000283,Enfield 007,201,"5,566", -   , -   , -   ,480,"4,818", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,319",14
E02000284,Enfield 008,185,"5,262", -   , -   , -   ,"3,193","10,520", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,19
E02000285,Enfield 009,41,"1,156", -   , -   , -   ,483,"4,818", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,8
E02000286,Enfield 010,301,"7,952", -   , -   , -   ,"3,457","5,584", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,17
E02000287,Enfield 011,1,21, -   , -   , -   ,"3,017","5,128",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000288,Enfield 012,532,"15,133", -   , -   , -   ,415,"12,156", -   , -   , -   ,"2,672", -   , -   , -   , -   , -   , -   ,31
E02000289,Enfield 013,51,"1,462", -   , -   , -   ,480,"4,818", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000290,Enfield 014,739,"19,512", -   , -   ,"972,973",391,"5,470",252,"16,036", -   , -   , -   , -   , -   , -   , -   ,"6,335","1,022"
E02000291,Enfield 015,177,"4,863", -   , -   , -   ,"3,398","11,747",252, -   , -   ,217, -   , -   , -   , -   , -   , -   ,21
E02000292,Enfield 016,757,"18,108", -   , -   , -   ,480,"12,682",126, -   , -   ,433, -   , -   , -   , -   , -   , -   ,33
E02000293,Enfield 017,883,"24,230", -   , -   , -   ,480,"1,087", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"11,439",38
E02000294,Enfield 018,488,"10,604", -   , -   , -   ,"3,515","4,559", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,356",23
E02000295,Enfield 019,118,"2,957", -   , -   , -   ,480,"5,090", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,219",12
E02000296,Enfield 020,639,"16,943", -   , -   , -   ,"3,252","4,901",252, -   , -   ,"1,390", -   , -   , -   , -   , -   , -   ,27
E02000297,Enfield 021,311,"7,848", -   , -   , -   ,480,"4,027", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,152",20
E02000298,Enfield 022, -   , -   , -   , -   , -   ,480,"4,597",126, -   , -   ,217, -   , -   , -   , -   , -   ,"2,997",8
E02000299,Enfield 023,169,"4,807", -   , -   , -   ,478,"3,837", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,082",16
E02000300,Enfield 024,70,"1,205", -   , -   , -   ,480,912,126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,061",6
E02000301,Enfield 025,417,"11,855", -   , -   ,"28,109",347,"4,818",252, -   , -   , -   , -   ,"802,300", -   , -   , -   ,"3,781",852
E02000302,Enfield 026,491,"12,203", -   , -   , -   ,"3,574","4,818", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,162",24
E02000303,Enfield 027,411,"10,873", -   , -   , -   ,430,"4,818", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"3,257",20
E02000304,Enfield 028,148,"3,721", -   , -   , -   ,"3,515","4,103", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,907",14
E02000305,Enfield 029,25,722, -   , -   , -   ,"3,515","5,242",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000306,Enfield 030,306,"7,603", -   , -   ,"378,432",342,"4,217", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,037",394
E02000307,Enfield 031,172,"4,901", -   , -   , -   ,480,"4,818", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,509",14
E02000308,Enfield 032,169,"4,820", -   , -   , -   ,356,"5,356", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,818",19
E02000309,Enfield 033,351,"9,998", -   , -   , -   ,327,"4,787", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,674",20
E02000310,Enfield 034,183,"3,603", -   , -   , -   ,391,"1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,230",8
E02000311,Enfield 035,413,"10,404", -   , -   , -   ,480,"4,445", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,600",19
E02000312,Enfield 036,211,"5,751", -   , -   , -   ,"2,988","4,635", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"8,772",23
E02000313,Greenwich 001,267,"7,613","19,042", -   , -   ,375,"1,089", -   , -   , -   , -   , -   , -   , -   , -   ,"3,175","2,067",34
E02000314,Greenwich 002,"1,175","33,438", -   , -   , -   ,375,"5,090",252, -   , -   ,542, -   , -   , -   , -   , -   ,"5,215",46
E02000315,Greenwich 003,271,"7,726", -   , -   , -   ,308,994,126, -   , -   ,650, -   , -   , -   , -   , -   ,"5,667",16
E02000316,Greenwich 004,325,"9,241", -   , -   , -   ,269,"3,913",504, -   , -   ,758, -   , -   , -   , -   , -   ,"3,333",18
E02000317,Greenwich 005,179,"5,106", -   , -   , -   ,283,783, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,980",9
E02000318,Greenwich 006,343,"8,643", -   , -   , -   ,322,958,126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,429",14
E02000319,Greenwich 007,238,"6,788", -   , -   , -   ,435,771, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,559",12
E02000320,Greenwich 008,358,"10,079", -   , -   , -   ,375,900, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
E02000321,Greenwich 009,192,"5,466", -   , -   , -   ,375,631, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,527",9
E02000322,Greenwich 010,263,"7,380", -   , -   ,"823,090",312,"5,622",126, -   , -   ,"1,932", -   , -   , -   , -   , -   ,"5,095",844
E02000323,Greenwich 011,97,"2,775", -   , -   , -   ,283,935,252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,610",8
E02000324,Greenwich 012,617,"17,459", -   , -   , -   ,249,923,126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,440",22
E02000325,Greenwich 013,385,"10,359", -   , -   , -   ,375,994, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,548",15
E02000326,Greenwich 014,149,"4,138", -   , -   , -   ,375,853, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,443",8
E02000327,Greenwich 015,"1,026","29,205", -   , -   , -   ,410,748, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,205",34
E02000328,Greenwich 016,5,5, -   , -   , -   ,459,"4,521", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,299",7
E02000329,Greenwich 017,581,"15,850", -   , -   , -   ,375,655, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,288",20
E02000330,Greenwich 018,972,"27,630", -   ,"13,044", -   ,395,"5,660", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"5,143",53
E02000331,Greenwich 019,209,"5,957","28,731", -   , -   ,"2,959","4,331", -   , -   , -   ,217, -   , -   , -   , -   ,"2,286","2,836",48
E02000332,Greenwich 020,845,"23,784", -   , -   , -   ,375,"1,089", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,26
E02000333,Greenwich 021,264,"7,524", -   , -   , -   ,375,"1,087", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"2,247",12
E02000334,Greenwich 022,502,"14,181", -   , -   , -   ,375,"1,089", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,427",19
E02000335,Greenwich 023,227,"6,157","57,037", -   , -   ,375,"1,089", -   , -   , -   , -   , -   , -   , -   , -   ,"8,808", -   ,74
E02000336,Greenwich 024,518,"14,136", -   , -   , -   ,375,"3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"1,184",20
E02000337,Greenwich 025,60,"1,699", -   , -   , -   ,464,631, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,919",6
E02000338,Greenwich 026,524,"14,311", -   , -   , -   ,342,"4,065",378, -   , -   ,108, -   , -   , -   , -   , -   ,"2,149",22
E02000339,Greenwich 027,245,"6,963","18,717", -   , -   ,425,"1,157",126, -   , -   ,108, -   , -   , -   , -   ,"1,590","7,179",37
E02000340,Greenwich 028,131,"3,060", -   , -   , -   ,376,"4,369", -   , -   ,560, -   , -   , -   , -   , -   , -   ,"2,234",11
E02000341,Greenwich 029,758,"19,949", -   , -   , -   ,375,"1,087",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,952",25
E02000342,Greenwich 030,737,"20,890", -   , -   , -   ,469,"1,157",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,217",26
E02000343,Greenwich 031,245,"6,972", -   , -   , -   ,375,"1,089", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,431",11
E02000344,Greenwich 032,277,"6,541", -   , -   , -   ,464,"4,483",126, -   , -   , -   , -   , -   , -   , -   , -   ,"5,289",17
E02000345,Hackney 001,69,"1,877", -   , -   , -   ,516,"4,711",252, -   ,357,"1,282", -   , -   , -   , -   , -   ,"3,296",12
E02000346,Hackney 002,3,82, -   , -   , -   ,516,"3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,380",7
E02000347,Hackney 003,4,126, -   , -   , -   ,"3,164",281,126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,935",7
E02000348,Hackney 004,105,"2,998", -   , -   , -   ,"3,105","5,622", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"2,995",15
E02000349,Hackney 005,76,"2,041", -   , -   , -   ,478,"4,407",126, -   , -   , -   , -   , -   , -   , -   , -   ,"5,225",12
E02000350,Hackney 006,18,518, -   , -   , -   ,352,923, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,505",5
E02000351,Hackney 007,17,473, -   , -   , -   ,516,"1,134",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,847",5
E02000352,Hackney 008, -   , -   ,"15,384", -   , -   ,444,"4,483", -   , -   , -   , -   , -   , -   , -   , -   ,"3,627","2,388",26
E02000353,Hackney 009, -   , -   , -   , -   , -   ,"2,988","1,075",252, -   , -   ,325, -   , -   , -   , -   , -   ,"2,890",8
E02000354,Hackney 010,226,"6,391", -   , -   , -   ,"2,988",888, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,228",14
E02000355,Hackney 011,134,"3,803", -   , -   , -   ,478,736, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,998",8
E02000356,Hackney 012,20,475, -   , -   , -   ,420,807,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000357,Hackney 013,"1,345","38,267","158,162", -   , -   ,"3,017",713, -   , -   , -   , -   , -   , -   , -   ,"51,100","10,229","2,531",265
E02000358,Hackney 014,13,381, -   , -   , -   ,483,982, -   , -   , -   ,325, -   , -   , -   , -   , -   ,"4,044",6
E02000359,Hackney 015,33,929, -   , -   , -   ,516,666, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,458",5
E02000360,Hackney 016,30,857, -   , -   , -   ,"3,369","1,005", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,756",9
E02000361,Hackney 017,43,"1,233", -   , -   , -   ,"3,252","1,052",126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"2,574",10
E02000362,Hackney 018,34,518, -   , -   , -   ,"3,105",865, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,221",7
E02000363,Hackney 019,129,"3,675", -   , -   , -   ,516,736, -   , -   , -   ,217, -   , -   , -   , -   , -   ,"4,071",9
E02000364,Hackney 020,27,777, -   , -   , -   ,"2,959","4,901", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,964",12
E02000365,Hackney 021,45,"1,288", -   , -   , -   ,"2,988","4,331",126, -   , -   ,108, -   , -   , -   , -   , -   ,"4,168",13
E02000366,Hackney 022,4,108, -   , -   , -   ,"3,281",865, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,021",7
E02000367,Hackney 023,5,150, -   , -   , -   ,"3,398","1,040",126, -   , -   ,433, -   , -   , -   , -   , -   ,"3,307",8
E02000368,Hackney 024,144,"4,085","12,130", -   , -   ,439,795, -   , -   , -   , -   , -   , -   , -   , -   ,"2,815","3,397",24
E02000369,Hackney 025,57,"1,613", -   , -   , -   ,"3,193",900,252, -   ,20,108, -   , -   , -   , -   , -   ,"3,939",10
E02000370,Hackney 026,161,"4,585", -   , -   , -   ,"4,248","4,521",126, -   , -   , -   , -   , -   ,131, -   , -   ,"2,715",16
E02000371,Hackney 027,87,"2,477","211,619", -   , -   ,"5,898","4,559","1,134", -   ,20,217, -   , -   , -   , -   ,"20,054","3,856",250
E02000372,Hammersmith and Fulham 001,141,"3,996", -   , -   , -   ,"3,457","5,128", -   , -   ,"1,058", -   , -   , -   , -   , -   , -   ,"3,113",17
E02000373,Hammersmith and Fulham 002,77,"2,185", -   , -   , -   ,744,"8,767", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,358",14
E02000374,Hammersmith and Fulham 003,6,173, -   , -   , -   ,744,"4,939", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,693",9
E02000375,Hammersmith and Fulham 004,116,"3,312","26,868", -   , -   ,"4,013","9,293", -   , -   , -   ,217, -   , -   ,131, -   ,"2,528","2,774",49
E02000376,Hammersmith and Fulham 005,11,320, -   , -   , -   ,"3,603","8,767",126, -   , -   ,217, -   , -   , -   , -   , -   ,"2,597",16
E02000377,Hammersmith and Fulham 006,14,400, -   , -   , -   ,"2,988","4,749", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,127",11
E02000378,Hammersmith and Fulham 007,5,143, -   , -   , -   ,"3,867","5,432",252, -   , -   ,433, -   , -   , -   , -   , -   ,"2,437",13
E02000379,Hammersmith and Fulham 008,127,"3,419", -   , -   , -   ,"2,930",725, -   , -   , -   ,217, -   , -   , -   , -   , -   ,"2,360",10
E02000380,Hammersmith and Fulham 009,4,121, -   , -   , -   ,"4,218","4,901", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,335",12
E02000381,Hammersmith and Fulham 010,42,"1,199", -   , -   , -   ,"6,836","9,059",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,733",20
E02000382,Hammersmith and Fulham 011,9,260, -   , -   , -   ,"6,171","5,470", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"6,654",19
E02000383,Hammersmith and Fulham 012,31,880, -   , -   , -   ,"7,500","9,290", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,230",21
E02000384,Hammersmith and Fulham 013,53,"1,466", -   , -   , -   ,"7,421","12,566",252, -   , -   ,"1,607", -   , -   , -   , -   , -   ,"3,097",26
E02000385,Hammersmith and Fulham 014,82,"2,326", -   , -   , -   ,"4,248","9,290", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,359",18
E02000386,Hammersmith and Fulham 015,44,"1,264", -   , -   , -   ,"7,148","5,356", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"3,118",17
E02000387,Hammersmith and Fulham 016,78,"2,217", -   , -   , -   ,"6,250","9,290",252, -   , -   , -   , -   , -   , -   , -   , -   ,"4,400",22
E02000388,Hammersmith and Fulham 017,52,"1,475", -   , -   , -   ,"5,859","10,695", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"2,954",21
E02000389,Hammersmith and Fulham 018,30,864,"77,624", -   , -   ,"7,617","8,767",126, -   , -   ,217, -   , -   , -   , -   ,"6,376","3,149",105
E02000390,Hammersmith and Fulham 019,2,55, -   , -   , -   ,"6,836","5,432", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,371",15
E02000391,Hammersmith and Fulham 020,114,"3,250", -   , -   , -   ,"4,248","13,501", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,722",24
E02000392,Hammersmith and Fulham 021,14,389, -   , -   , -   ,"4,218","12,624",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,443",21
E02000393,Hammersmith and Fulham 022,4,103, -   , -   , -   ,744,"9,877", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000394,Hammersmith and Fulham 023,102,"2,917","67,619", -   , -   ,"15,510","9,936", -   , -   , -   ,108, -   , -   , -   , -   ,"6,485","2,587",105
E02000395,Hammersmith and Fulham 024,391,"8,974", -   , -   , -   ,"6,015","12,273",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,035",30
E02000396,Hammersmith and Fulham 025,168,"4,769", -   , -   , -   ,"3,515","10,929", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,548",22
E02000397,Haringey 001,33,642, -   , -   , -   ,"3,135","3,799", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000398,Haringey 002,340,"9,688", -   , -   , -   ,381,"4,790", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,573",18
E02000399,Haringey 003,23,646, -   , -   , -   ,308,"1,087",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,2
E02000400,Haringey 004,526,"14,404", -   , -   , -   ,420,"5,204", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,21
E02000401,Haringey 005,120,"1,827", -   , -   , -   ,420,"4,790", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"21,970",29
E02000402,Haringey 006,213,"4,440", -   , -   , -   ,420,"5,015",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,474",13
E02000403,Haringey 007,307,"7,032", -   , -   , -   ,454,"4,369",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
E02000404,Haringey 008,55,"1,413", -   , -   , -   ,420,"4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000405,Haringey 009,949,"25,859", -   , -   , -   ,420,"4,369",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,32
E02000406,Haringey 010,23,664, -   , -   , -   ,420,"3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000407,Haringey 011,25,706, -   , -   , -   ,400,"4,179", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,7
