Middle Super Output Area,MSOA name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000487,Havering 024,"4,002","136,668", -   ,, -   ,"5,067",842,182, -   ,713, -   , -   , -   ,, -   , -   ,"4,684",152
E02000488,Havering 025,588,"20,126", -   ,, -   ,716,"1,530", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,458",30
E02000489,Havering 026,"2,132","71,012", -   ,, -   ,"6,122","1,634", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,415",85
E02000490,Havering 027,"1,011","34,282", -   ,, -   ,716,"1,179", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,399",42
E02000491,Havering 028,"2,364","80,925", -   ,, -   ,457,960, -   , -   , -   ,"2,166", -   ,"475,120",, -   , -   ,"8,482",570
E02000492,Havering 029,"3,241","110,984", -   ,, -   ,716,"1,530", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,593",120
E02000493,Havering 030,414,"13,390", -   ,, -   ,716,"7,227", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,22
E02000494,Hillingdon 001,"1,813","62,061", -   ,, -   ,919,"7,312",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,72
E02000495,Hillingdon 002,"1,232","40,136", -   ,, -   ,"4,729","6,132",545, -   , -   ,915, -   , -   ,, -   , -   , -   ,54
E02000496,Hillingdon 003,310,"6,363", -   ,, -   ,"5,869","5,475", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,311",22
E02000497,Hillingdon 004,708,"23,182", -   ,, -   ,919,"1,213",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,26
E02000498,Hillingdon 005,"1,198","40,646", -   ,, -   ,"5,404","7,312", -   , -   ,713, -   , -   , -   ,, -   , -   ,"17,401",73
E02000499,Hillingdon 006,216,"7,112", -   ,, -   ,919,"7,008", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,310",20
E02000500,Hillingdon 007,613,"20,794", -   ,, -   ,"4,982","7,884",726, -   , -   ,732, -   , -   ,, -   , -   , -   ,36
E02000501,Hillingdon 008,246,"7,216", -   ,, -   ,"4,307","6,351", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,632",23
E02000502,Hillingdon 009,821,"26,902", -   ,, -   ,919,"7,312",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,213",41
E02000503,Hillingdon 010,333,"11,397", -   ,, -   ,919,"16,678", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,869",34
E02000504,Hillingdon 011,742,"24,786", -   ,, -   ,"5,024","7,312",182, -   , -   , -   , -   , -   ,, -   , -   ,"8,261",46
E02000505,Hillingdon 012,718,"24,125", -   ,, -   ,919,"17,605",363, -   , -   ,366, -   , -   ,, -   , -   ,"10,247",54
E02000506,Hillingdon 013,"2,333","79,874", -   ,, -   ,"6,164","16,762", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,105
E02000507,Hillingdon 014,"2,016","68,035", -   ,, -   ,919,"7,312", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,501",83
E02000508,Hillingdon 015,978,"32,212", -   ,, -   ,"5,742","14,993",363, -   , -   ,183, -   , -   ,, -   , -   , -   ,54
E02000509,Hillingdon 016,407,"13,628", -   ,, -   ,"6,038","13,309",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,753",39
E02000510,Hillingdon 017,785,"26,674", -   ,, -   ,"4,602","1,584", -   ,"7,790", -   , -   , -   , -   ,, -   , -   , -   ,41
E02000511,Hillingdon 018,"1,096","35,207", -   ,, -   ,"5,742","5,530", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,833",57
E02000512,Hillingdon 019,161,"5,502", -   ,, -   ,"4,982","7,312", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000513,Hillingdon 020,594,"19,385", -   ,, -   ,919,"13,646", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"5,066",42
E02000514,Hillingdon 021,300,"9,991", -   ,, -   ,919,"5,968", -   , -   , -   ,"1,464", -   , -   ,, -   , -   ,"5,814",24
E02000515,Hillingdon 022,"1,231","41,712", -   ,, -   ,"4,855","6,351",182, -   ,"1,272",183,"1,701", -   ,, -   , -   ,"19,279",77
E02000516,Hillingdon 023,849,"29,076", -   ,, -   ,919,"14,404", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,903",50
E02000517,Hillingdon 024,723,"22,231", -   ,, -   ,450,"1,651",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,25
E02000518,Hillingdon 025,"1,390","47,600", -   ,, -   ,919,"7,312", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,58
E02000519,Hillingdon 026,440,"14,283", -   ,, -   ,919,"15,415", -   , -   , -   ,183,"63,591", -   ,, -   , -   ,"12,086",107
E02000520,Hillingdon 027,"2,557","87,307", -   ,, -   ,"9,176","1,516",182, -   ,455, -   , -   , -   ,, -   , -   ,"19,246",120
E02000521,Hillingdon 028,"1,086","35,626", -   ,, -   ,919,"7,312",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,45
E02000522,Hillingdon 029,545,"18,171", -   ,, -   ,"5,827","1,651", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,703",31
E02000523,Hillingdon 030,290,"9,894", -   ,, -   ,"4,560","1,381", -   ,"2,056", -   ,183, -   , -   ,, -   , -   ,"5,243",24
E02000524,Hillingdon 031,"5,078","173,417", -   ,,"14,003","25,320","14,067",182, -   , -   ,183, -   , -   ,, -   , -   ,"8,359",241
E02000525,Hillingdon 032,"2,047","68,816", -   ,, -   ,"6,249","6,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,858",89
E02000526,Hounslow 001,12,417, -   ,, -   ,"9,064","17,099",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,314",31
E02000527,Hounslow 002,80,"2,632", -   ,, -   ,"10,246","20,637", -   , -   , -   ,732, -   , -   ,, -   , -   ,"3,955",38
E02000528,Hounslow 003,"1,306","44,717", -   ,"34,348", -   ,"5,911","5,694",182, -   , -   , -   , -   , -   ,, -   , -   ,"5,049",97
E02000529,Hounslow 004,294,"7,618", -   ,, -   ,"5,320","6,132", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,19
E02000530,Hounslow 005,"1,192","40,803", -   ,, -   ,953,"16,847",182, -   , -   ,"2,166", -   , -   ,, -   , -   ,"3,737",66
E02000531,Hounslow 006,"1,238","40,241", -   ,,"7,748","6,164","6,132", -   , -   , -   ,366, -   , -   ,, -   , -   ,"5,059",67
E02000532,Hounslow 007,609,"14,901","51,697",, -   ,"8,782","1,499",363, -   , -   , -   , -   , -   ,, -   ,"1,208","4,739",84
E02000533,Hounslow 008,268,"8,914", -   ,, -   ,"10,583","6,296", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,346",30
E02000534,Hounslow 009,15,305, -   ,, -   ,"6,207","7,053",182, -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,028",20
E02000535,Hounslow 010,106,"3,637", -   ,, -   ,953,"1,600", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,057",16
E02000536,Hounslow 011,541,"17,334", -   ,, -   ,953,"6,296",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,25
E02000537,Hounslow 012,465,"15,623", -   ,, -   ,"5,995","6,789", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000538,Hounslow 013,"1,030","33,711", -   ,, -   ,"4,855","7,053", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,645",51
E02000539,Hounslow 014,129,"4,409", -   ,, -   ,"5,235","7,172",182, -   , -   ,183, -   , -   ,, -   , -   ,"5,459",23
E02000540,Hounslow 015,315,"8,345", -   ,, -   ,"4,433","6,187", -   , -   , -   , -   , -   , -   ,, -   , -   ,"11,207",30
E02000541,Hounslow 016,75,"2,567", -   ,, -   ,"5,362","6,023", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,14
E02000542,Hounslow 017,73,"2,487", -   ,, -   ,"5,320","7,053", -   , -   , -   , -   , -   , -   ,, -   , -   ,"20,795",36
E02000543,Hounslow 018,110,"3,688", -   ,, -   ,"4,602","7,720",182, -   , -   , -   , -   , -   ,, -   , -   ,"6,692",23
E02000544,Hounslow 019,218,"5,127", -   ,,"114,296","5,235","5,639", -   , -   , -   , -   , -   ,"2,666,945",, -   , -   ,"4,496","2,802"
E02000545,Hounslow 020,88,86, -   ,"31,347", -   ,"5,869","17,857",182, -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,237",62
E02000546,Hounslow 021,"2,021","69,153", -   ,, -   ,953,"7,053", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,79
E02000547,Hounslow 022,922,"28,515", -   ,, -   ,"8,669","7,053", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,47
E02000548,Hounslow 023,"1,364","46,701", -   ,, -   ,"6,249","1,381", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,56
E02000549,Hounslow 024,"1,085","36,918", -   ,, -   ,570,"6,899", -   , -   ,713,732, -   , -   ,, -   , -   ,"5,657",53
E02000550,Hounslow 025,74,"2,536", -   ,, -   ,953,"6,515", -   , -   , -   ,"4,333", -   , -   ,, -   , -   , -   ,14
E02000551,Hounslow 026,"1,202","41,079", -   ,, -   ,953,"5,749",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,313",54
E02000552,Hounslow 027,"2,055","68,546", -   ,, -   ,953,"7,053", -   , -   ,636, -   , -   , -   ,, -   , -   ,"18,760",98
E02000553,Hounslow 028,742,"22,224", -   ,, -   ,"4,433","1,314", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,426",32
E02000554,Islington 001,117,"4,020", -   ,, -   ,528,"1,449",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000555,Islington 002,49,"1,664","66,000",, -   ,661,"5,475", -   , -   , -   ,183, -   , -   ,, -   ,"1,976", -   ,76
E02000556,Islington 003,51,"1,763", -   ,, -   ,"4,518","6,570",182, -   , -   ,366, -   , -   ,, -   , -   ,"10,825",24
E02000557,Islington 004,101,"3,471", -   ,, -   ,"4,349","1,668",908, -   , -   , -   , -   , -   ,, -   , -   ,"9,118",20
E02000558,Islington 005,26,904, -   ,, -   ,"4,602","8,048", -   , -   , -   ,183, -   , -   ,189, -   , -   ,"4,785",19
E02000559,Islington 006,79,"2,630", -   ,, -   ,"4,729","5,858", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,402",18
E02000560,Islington 007,29,976,"313,500",, -   ,"4,475","6,132",545, -   , -   ,"1,098", -   , -   ,, -   ,"3,712","4,080",335
E02000561,Islington 008,63,"2,173", -   ,, -   ,"4,813","1,550",363, -   , -   , -   , -   , -   ,, -   , -   ,"3,466",12
E02000562,Islington 009,149,"5,087", -   ,, -   ,676,"7,720", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,423",18
E02000563,Islington 010,48,"1,660", -   ,, -   ,"4,644","5,858", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,977",17
E02000564,Islington 011,53,"1,828", -   ,, -   ,"4,771","7,118", -   , -   , -   ,183, -   , -   ,181, -   , -   ,"4,685",19
E02000565,Islington 012,33,"1,140", -   ,, -   ,"4,307","5,585", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,107",19
E02000566,Islington 013,134,"4,082", -   ,, -   ,"5,953","7,008", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,354",22
E02000567,Islington 014,69,"2,380","73,123",, -   ,"4,855","6,351", -   , -   , -   , -   , -   , -   ,, -   ,"1,997","5,276",94
E02000568,Islington 015,237,"8,123", -   ,, -   ,"4,813","5,639", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,000",24
E02000569,Islington 016,82,"2,817", -   ,, -   ,"5,827","14,488",182, -   , -   ,366, -   , -   ,, -   , -   ,"5,553",29
E02000570,Islington 017,85,"2,923","97,983",, -   ,"4,518","7,282",182, -   , -   , -   , -   , -   ,186, -   ,"1,032","4,522",119
E02000571,Islington 018,69,"2,355", -   ,, -   ,"5,109","6,789", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,554",19
E02000572,Islington 019,101,"3,467", -   ,, -   ,"5,151","1,668", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,053",15
E02000573,Islington 020,57,"1,941","296,490",, -   ,"8,557","19,542",182, -   , -   ,732, -   , -   ,,"33,599","7,173","4,631",373
E02000574,Islington 021,61,"2,090", -   ,, -   ,"5,573","7,556", -   , -   , -   , -   , -   , -   ,189, -   , -   ,"4,768",20
E02000575,Islington 022,102,"3,495", -   ,, -   ,"8,951","16,510",545, -   , -   ,366,"102,801", -   ,, -   , -   ,"6,364",139
E02000576,Islington 023,38,"1,313", -   ,, -   ,"10,921","13,983",545, -   , -   ,"1,098","34,325", -   ,184, -   , -   ,"5,519",68
E02000577,Kensington and Chelsea 001,94,"3,216", -   ,, -   ,"6,249","14,656", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,684",29
E02000578,Kensington and Chelsea 002,68,"2,275", -   ,, -   ,"5,447","6,625", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,809",18
E02000579,Kensington and Chelsea 003,70,"2,395", -   ,, -   ,"5,278","7,720",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,445",20
E02000580,Kensington and Chelsea 004,18,605, -   ,, -   ,"5,911","27,207",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,646",39
E02000581,Kensington and Chelsea 005,74,"2,521", -   ,, -   ,"5,067","7,610",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,671",20
E02000582,Kensington and Chelsea 006, -   , -   ,"46,813",, -   ,"10,021","33,019",545, -   , -   ,549, -   , -   ,, -   ,"1,386","4,697",97
E02000583,Kensington and Chelsea 007,100,"3,422", -   ,, -   ,"10,358","22,406",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,339",41
E02000584,Kensington and Chelsea 008,2,51, -   ,, -   ,"11,034","34,114",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,746",50
E02000585,Kensington and Chelsea 009,6,194, -   ,, -   ,"9,852","18,868",182, -   , -   , -   , -   , -   ,, -   , -   ,"5,102",34
E02000586,Kensington and Chelsea 010,14,492, -   ,, -   ,"22,671","23,754", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,947",57
E02000587,Kensington and Chelsea 011,49,"1,677", -   ,, -   ,"10,302","39,084",363, -   , -   ,"1,098", -   , -   ,, -   , -   ,"4,625",57
E02000588,Kensington and Chelsea 012,61,"2,091", -   ,, -   ,"27,862","46,244",182, -   , -   ,549, -   , -   ,, -   , -   ,"4,753",82
E02000589,Kensington and Chelsea 013,31,"1,071","154,035",, -   ,612,"19,795",182, -   , -   ,549, -   , -   ,190, -   ,"4,043", -   ,181
E02000590,Kensington and Chelsea 014,30,"1,044", -   ,, -   ,"24,684","40,600",545, -   , -   ,183, -   , -   ,545, -   , -   ,"4,866",72
E02000591,Kensington and Chelsea 015,31,"1,065", -   ,, -   ,"4,940","19,710", -   , -   , -   ,"2,899", -   , -   ,, -   , -   ,"3,936",33
E02000592,Kensington and Chelsea 016,89,"3,050", -   ,, -   ,"23,307","25,270",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,396",57
E02000593,Kensington and Chelsea 017,0,5, -   ,, -   ,"1,244","21,648",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,349",28
E02000594,Kensington and Chelsea 018, -   , -   , -   ,, -   ,"26,485","47,760", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,723",79
E02000595,Kensington and Chelsea 019,13,457, -   ,, -   ,"23,836","29,397", -   , -   , -   ,549, -   , -   ,, -   , -   ,"4,619",59
E02000596,Kensington and Chelsea 020, -   , -   , -   ,, -   ,"1,244","23,164",182, -   , -   ,732, -   , -   ,, -   , -   ,"4,300",30
E02000597,Kensington and Chelsea 021,1,49, -   ,, -   ,"9,739","16,762", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,973",32
E02000598,Kingston upon Thames 001,47,94, -   ,, -   ,"5,911","6,753",363, -   , -   ,183, -   , -   ,, -   , -   , -   ,13
E02000599,Kingston upon Thames 002,25,127, -   ,, -   ,884,"6,753", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000600,Kingston upon Thames 003,276,"9,374", -   ,,"1,307","5,067","6,023", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,22
E02000601,Kingston upon Thames 004,120,"4,106", -   ,, -   ,"8,557","7,829",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,21
E02000602,Kingston upon Thames 005,173,"5,938", -   ,, -   ,"5,869","6,953",726, -   ,713,"2,166", -   , -   ,, -   , -   , -   ,23
E02000603,Kingston upon Thames 006,373,"11,766", -   ,, -   ,521,"12,888", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,019",31
E02000604,Kingston upon Thames 007,518,"15,012", -   ,, -   ,"5,995","7,391",545, -   , -   ,915, -   , -   ,, -   , -   , -   ,30
E02000605,Kingston upon Thames 008,415,"12,263", -   ,, -   ,"4,475","6,296", -   ,"7,790", -   , -   , -   , -   ,, -   , -   ,"4,887",36
E02000606,Kingston upon Thames 009,164,"5,602", -   ,"23,343", -   ,"5,362","19,963",363, -   , -   ,915, -   , -   ,, -   , -   ,"9,565",65
E02000607,Kingston upon Thames 010,272,"7,834", -   ,,"18,042","5,193","6,753", -   , -   , -   , -   , -   ,"340,652",, -   , -   ,"9,117",388
E02000608,Kingston upon Thames 011,162,"5,544", -   ,, -   ,"8,782","12,635", -   , -   , -   ,"1,098", -   , -   ,, -   , -   , -   ,28
E02000609,Kingston upon Thames 012,245,"7,574", -   ,, -   ,884,"1,415",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,506",15
E02000610,Kingston upon Thames 013,279,"9,565", -   ,, -   ,"4,855","5,858", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,21
E02000611,Kingston upon Thames 014,533,"13,304", -   ,, -   ,884,"1,432", -   , -   , -   ,183, -   , -   ,, -   , -   ,"9,602",26
E02000612,Kingston upon Thames 015,648,"21,704", -   ,, -   ,884,"6,753", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,977",35
E02000613,Kingston upon Thames 016,169,"5,785", -   ,, -   ,884,"1,449", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000614,Kingston upon Thames 017,"1,618","53,364", -   ,, -   ,"5,067","5,968", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,496",72
E02000615,Kingston upon Thames 018,436,"13,138", -   ,, -   ,"4,433","5,968",182, -   , -   ,366, -   , -   ,, -   , -   ,"9,504",34
E02000616,Kingston upon Thames 019,226,"6,772", -   ,, -   ,884,"6,753", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,763",18
E02000617,Kingston upon Thames 020,"1,847","62,328", -   ,, -   ,"5,869","5,475",363, -   , -   , -   , -   , -   ,, -   , -   ,"5,242",81
E02000618,Lambeth 001,100,"3,420","93,683",, -   ,"8,895","30,240",182, -   , -   ,366, -   , -   ,187, -   ,"1,679","4,536",143
E02000619,Lambeth 002,96,"3,291", -   ,, -   ,"5,700","1,044", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,496",15
E02000620,Lambeth 003,119,"3,969","44,150",, -   ,"8,669","6,077", -   , -   , -   ,"2,166", -   , -   ,187, -   ,"1,904","10,850",78
E02000621,Lambeth 004,84,"2,860", -   ,, -   ,"9,852","13,393", -   , -   , -   ,183, -   , -   ,181, -   , -   ,"5,483",32
E02000622,Lambeth 005,195,"6,664", -   ,, -   ,"4,898","1,365", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,277",17
E02000623,Lambeth 006,54,"1,846", -   ,, -   ,725,"1,129", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,345",8
E02000624,Lambeth 007,137,"4,528", -   ,, -   ,436,"1,247", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,400",11
E02000625,Lambeth 008,124,"4,250", -   ,, -   ,"4,729","1,550", -   , -   , -   , -   , -   , -   ,194, -   , -   ,"5,066",16
E02000626,Lambeth 009,50,"1,709", -   ,, -   ,591,"1,146", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,745",8
E02000627,Lambeth 010,40,"1,363", -   ,, -   ,633,"1,247", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,913",8
E02000628,Lambeth 011,119,"4,070", -   ,, -   ,605,"7,118", -   , -   , -   ,183, -   , -   ,377, -   , -   ,"5,631",18
E02000629,Lambeth 012,34,"1,095", -   ,, -   ,"4,222","6,734", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,808",17
E02000630,Lambeth 013,113,"3,862","48,325",, -   ,"5,024","7,939", -   , -   , -   , -   , -   , -   ,, -   ,"1,638","3,767",71
E02000631,Lambeth 014,238,"8,149","489,337",, -   ,725,"1,381", -   , -   ,"2,398", -   , -   , -   ,, -   ,"4,979","4,741",512
E02000632,Lambeth 015,14,486, -   ,, -   ,"5,404","6,351", -   , -   , -   ,732, -   , -   ,, -   , -   ,"5,118",18
E02000633,Lambeth 016,120,"4,107","64,029",, -   ,612,"5,585", -   , -   , -   ,"2,350", -   , -   ,, -   ,"1,761","4,446",83
E02000634,Lambeth 017,69,"2,357", -   ,, -   ,"4,222","14,825", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,846",26
E02000635,Lambeth 018, -   , -   , -   ,, -   ,443,"1,263", -   , -   , -   ,183, -   , -   ,, -   , -   ,"9,466",11
E02000636,Lambeth 019,419,"14,359", -   ,, -   ,725,"14,909", -   , -   , -   ,"2,166", -   , -   ,188, -   , -   ,"3,873",37
E02000637,Lambeth 020,1,30, -   ,, -   ,"5,024","1,398", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,295",11
E02000638,Lambeth 021,191,"6,442", -   ,, -   ,725,"1,365", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,948",14
E02000639,Lambeth 022,191,"6,552", -   ,, -   ,725,"8,158", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,835",21
E02000640,Lambeth 023,75,"2,560", -   ,, -   ,"4,391","6,084", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,752",18
E02000641,Lambeth 024,0,9, -   ,, -   ,725,"1,432", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000642,Lambeth 025,139,90, -   ,, -   ,669,"1,651", -   , -   , -   ,549, -   , -   ,, -   , -   ,"5,143",8
E02000643,Lambeth 026,106,"3,620", -   ,, -   ,725,"1,381", -   , -   , -   ,549, -   , -   ,, -   , -   ,"18,327",25
E02000644,Lambeth 027,54,"1,854", -   ,, -   ,725,"1,550", -   , -   , -   ,732, -   , -   ,, -   , -   , -   ,5
E02000645,Lambeth 028,7,143,"105,582",, -   ,394,"1,516", -   , -   , -   , -   , -   , -   ,, -   ,"1,596","4,803",114
E02000646,Lambeth 029,95,"3,262", -   ,, -   ,690,"6,899", -   , -   , -   ,"1,098", -   , -   ,, -   , -   , -   ,12
E02000647,Lambeth 030,55,"1,870", -   ,, -   ,725,"6,084", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000648,Lambeth 031,5,2, -   ,, -   ,725,"6,084", -   , -   ,"1,272", -   , -   , -   ,, -   , -   ,"4,004",12
E02000649,Lambeth 032,45,"1,524", -   ,, -   ,549,"1,381", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,634",9
E02000650,Lambeth 033,206,"7,069", -   ,, -   ,500,"1,466", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,320",14
E02000651,Lambeth 034,68,"2,334", -   ,, -   ,647,"6,406", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,512",14
E02000652,Lambeth 035,51,"1,214", -   ,, -   ,669,"6,084", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,944",12
E02000653,Lewisham 001,223,"7,417", -   ,, -   ,"4,602","7,172", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,446",24
E02000654,Lewisham 002,295,"9,957", -   ,, -   ,591,"1,263",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,565",17
E02000655,Lewisham 003,173,"5,923", -   ,,"673,212",539,"12,719",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,802",698
E02000656,Lewisham 004,211,"6,831","387,404",, -   ,563,"1,280",182, -   , -   , -   , -   , -   ,, -   ,"4,836","4,888",406
E02000657,Lewisham 005,112,"3,121", -   ,, -   ,493,"1,331",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,957",10
E02000658,Lewisham 006,155,"5,309", -   ,, -   ,542,"1,297",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,674",12
E02000659,Lewisham 007,461,"15,774", -   ,, -   ,669,"12,719",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,200",34
E02000660,Lewisham 008,104,"3,544", -   ,, -   ,521,"1,196", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,374",10
E02000661,Lewisham 009,963,"32,671", -   ,, -   ,535,"15,078", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,328",53
E02000662,Lewisham 010,143,"4,086", -   ,, -   ,359,"1,078",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,216",10
E02000663,Lewisham 011,159,"5,435", -   ,, -   ,539,"6,132", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,920",16
E02000664,Lewisham 012,344,"11,573", -   ,, -   ,612,"7,446",363, -   , -   ,"2,350", -   , -   ,, -   , -   ,"5,169",28
E02000665,Lewisham 013,75,"2,448","48,989",, -   ,598,"5,585", -   , -   , -   , -   , -   , -   ,, -   ,"1,148","7,627",66
E02000666,Lewisham 014,282,"9,646", -   ,, -   ,539,"1,466", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,169",16
E02000667,Lewisham 015,127,"4,360", -   ,, -   ,493,"1,466",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,584",10
E02000668,Lewisham 016,40,"1,354", -   ,, -   ,539,"6,187", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000669,Lewisham 017,24,824, -   ,, -   ,528,"1,449", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,141",7
E02000670,Lewisham 018,211,"6,988", -   ,, -   ,479,"6,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,042",22
E02000671,Lewisham 019,220,"7,412", -   ,, -   ,528,"1,398",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000672,Lewisham 020,399,"13,642", -   ,, -   ,493,"5,585",545, -   , -   ,"3,631", -   , -   ,, -   , -   ,"4,596",29
E02000673,Lewisham 021,112,"3,821", -   ,, -   ,457,"5,858",182, -   , -   ,366, -   , -   ,, -   , -   , -   ,11
E02000674,Lewisham 022,18,152, -   ,, -   ,539,"1,230", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000675,Lewisham 023,281,"8,081", -   ,, -   ,539,"1,314", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,567",15
E02000676,Lewisham 024,44,"1,372","65,692",, -   ,619,"1,297", -   , -   , -   ,183, -   , -   ,, -   ,"1,017", -   ,70
E02000677,Lewisham 025,39,"1,147", -   ,, -   ,500,"1,600", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,403",12
